normed_text_unique,augmented_name,count
Trường THPT Kim Sơn C,"['Trường THPT Kim Sơn C', 'truong thpt kim son c', 'truong truong pho thong trung hoc kim son c', 'truong trung hoc pho thong kim son c', 'truong pho thong kim son c', 'truong cap 3 kim son c', 'cap 3 kim son c', 'ptth kim son c', 'truong pt kim son c', 'truong truong trung hoc pho thong kim son c', 'pho thong trung hoc kim son c', 'pt kim son c', 'truong tthpt kim son c', 'trung hoc pho thong kim son c', 'thpt kim son c', 'truong pho thong trung hoc kim son c', 'pho thong kim son c', 'truong ptth kim son c', 'Trường THPT kim son c']",19
TT Giáo dục nghề nghiệp huyện Đơn Dương,"['TT Giáo dục nghề nghiệp huyện Đơn Dương', 'tt giao duc nghe nghiep huyen don duong', 'trung tam giao duc nghe nghiep huyen don duong']",3
Trường THPT Tân Hiệp,"['Trường THPT Tân Hiệp', 'truong thpt tan hiep', 'truong truong pho thong trung hoc tan hiep', 'pt tan hiep', 'truong ptth tan hiep', 'ptth tan hiep', 'truong pt tan hiep', 'trung hoc pho thong tan hiep', 'truong cap 3 tan hiep', 'thpt tan hiep', 'truong truong trung hoc pho thong tan hiep', 'cap 3 tan hiep', 'truong trung hoc pho thong tan hiep', 'truong tthpt tan hiep', 'pho thong tan hiep', 'truong pho thong tan hiep', 'truong pho thong trung hoc tan hiep', 'pho thong trung hoc tan hiep', 'Trường THPT TÂN HIỆP - KIÊN GIANG', 'Trường THPT tan hiep', 'Trung Học Phổ Thông  Tân  Hiệp', 'Trường THPT Tân Hiệp, Kiên Giang', 'Truong Trường THPT TAN HIEP', 'truong Trường THPT tan hiep kien giang', 'Trường THPT tan hiep']",25
Trường THPT Đầm Dơi,"['Trường THPT Đầm Dơi', 'truong thpt dam doi', 'truong pt dam doi', 'pho thong trung hoc dam doi', 'truong truong trung hoc pho thong dam doi', 'truong cap 3 dam doi', 'truong trung hoc pho thong dam doi', 'pt dam doi', 'truong tthpt dam doi', 'pho thong dam doi', 'cap 3 dam doi', 'truong pho thong dam doi', 'thpt dam doi', 'truong truong pho thong trung hoc dam doi', 'ptth dam doi', 'trung hoc pho thong dam doi', 'truong pho thong trung hoc dam doi', 'truong ptth dam doi', 'TTHP Dam Doi', 'Truong Trường THPT Dam Doi Ca Mau', 'Trường THPT dam doi - Cà Mau', 'Trường THCS Thi Trấn Đầm Dơi', 'Pho thong dam doi']",23
Trường THPT Phạm Thành Trung,"['Trường THPT Phạm Thành Trung', 'truong thpt pham thanh trung', 'pho thong pham thanh trung', 'truong trung hoc pho thong pham thanh trung', 'truong truong trung hoc pho thong pham thanh trung', 'truong pho thong trung hoc pham thanh trung', 'pt pham thanh trung', 'truong cap 3 pham thanh trung', 'pho thong trung hoc pham thanh trung', 'truong tthpt pham thanh trung', 'truong ptth pham thanh trung', 'cap 3 pham thanh trung', 'truong pt pham thanh trung', 'ptth pham thanh trung', 'trung hoc pho thong pham thanh trung', 'thpt pham thanh trung', 'truong truong pho thong trung hoc pham thanh trung', 'truong pho thong pham thanh trung', 'Trường THPT pham thanh trung']",19
Trường Trung học Dân Tộc Nội Trú Ngọc Lặc,"['Trường Trung học Dân Tộc Nội Trú Ngọc Lặc', 'truong trung hoc dan toc noi tru ngoc lac', 'Trường DT Nội Trú Ngọc Lặc']",3
Trường THPT An Dương Vương,"['Trường THPT An Dương Vương', 'truong thpt an duong vuong', 'truong trung hoc pho thong an duong vuong', 'pho thong an duong vuong', 'truong pho thong an duong vuong', 'truong tthpt an duong vuong', 'ptth an duong vuong', 'cap 3 an duong vuong', 'truong ptth an duong vuong', 'truong pt an duong vuong', 'truong truong trung hoc pho thong an duong vuong', 'truong cap 3 an duong vuong', 'pt an duong vuong', 'trung hoc pho thong an duong vuong', 'truong truong pho thong trung hoc an duong vuong', 'thpt an duong vuong', 'truong pho thong trung hoc an duong vuong', 'pho thong trung hoc an duong vuong', 'Trường THPT an duong vuong']",19
Trường THPT Hà Huy Giáp,"['Trường THPT Hà Huy Giáp', 'truong thpt ha huy giap', 'truong truong pho thong trung hoc ha huy giap', 'pt ha huy giap', 'truong pt ha huy giap', 'thpt ha huy giap', 'truong tthpt ha huy giap', 'truong cap 3 ha huy giap', 'truong trung hoc pho thong ha huy giap', 'trung hoc pho thong ha huy giap', 'truong truong trung hoc pho thong ha huy giap', 'pho thong trung hoc ha huy giap', 'truong pho thong ha huy giap', 'ptth ha huy giap', 'truong ptth ha huy giap', 'cap 3 ha huy giap', 'pho thong ha huy giap', 'truong pho thong trung hoc ha huy giap', 'Truong trung hoc pho thong ha huy giap', 'Trường THPT ha huy giap']",20
Trường THPT Ứng Hòa B,"['Trường THPT Ứng Hòa B', 'truong thpt ung hoa b', 'truong truong trung hoc pho thong ung hoa b', 'truong truong pho thong trung hoc ung hoa b', 'truong trung hoc pho thong ung hoa b', 'pt ung hoa b', 'truong cap 3 ung hoa b', 'thpt ung hoa b', 'truong tthpt ung hoa b', 'truong pho thong trung hoc ung hoa b', 'trung hoc pho thong ung hoa b', 'cap 3 ung hoa b', 'truong pho thong ung hoa b', 'pho thong ung hoa b', 'truong pt ung hoa b', 'truong ptth ung hoa b', 'ptth ung hoa b', 'pho thong trung hoc ung hoa b', 'Trường THPT ung hoa b']",19
Phòng Giáo dục Thị xã Ngã Bảy,"['Phòng Giáo dục Thị xã Ngã Bảy', 'phong giao duc thi xa nga bay', 'phong giao duc thi xa nga bay']",3
Trường THPT Yên Lập,"['Trường THPT Yên Lập', 'truong thpt yen lap', 'truong pho thong yen lap', 'pho thong yen lap', 'truong pho thong trung hoc yen lap', 'trung hoc pho thong yen lap', 'truong cap 3 yen lap', 'ptth yen lap', 'truong truong pho thong trung hoc yen lap', 'truong ptth yen lap', 'pho thong trung hoc yen lap', 'truong trung hoc pho thong yen lap', 'truong pt yen lap', 'pt yen lap', 'thpt yen lap', 'truong truong trung hoc pho thong yen lap', 'cap 3 yen lap', 'truong tthpt yen lap', 'truong Trường THPT yen lap']",19
Trường THPT thị trấn Đạm Ri,"['Trường THPT thị trấn Đạm Ri', 'truong thpt thi tran dam ri', 'truong trung hoc pho thong thi tran dam ri', 'cap 3 thi tran dam ri', 'truong cap 3 thi tran dam ri', 'pho thong thi tran dam ri', 'truong ptth thi tran dam ri', 'truong pt thi tran dam ri', 'pt thi tran dam ri', 'ptth thi tran dam ri', 'truong truong trung hoc pho thong thi tran dam ri', 'trung hoc pho thong thi tran dam ri', 'truong truong pho thong trung hoc thi tran dam ri', 'pho thong trung hoc thi tran dam ri', 'truong pho thong trung hoc thi tran dam ri', 'truong tthpt thi tran dam ri', 'thpt thi tran dam ri', 'truong pho thong thi tran dam ri', 'Trường THPT thi tran dam ri']",19
Trường Đại học Đông Đô,"['Trường Đại học Đông Đô', 'truong dai hoc dong do', 'truong daj hoc dong do', 'daj hoc dong do', 'truong truong dai hoc dong do', 'dai hoc dong do', 'dh dong do', 'truong dh dong do', 'truong truong dh dong do', 'Dai hoc dong rj', 'Đại học Đông Đô (Học viện Ngân Hàng - Banking Acadamy)', 'Dai Hoc Dong Ri', 'Đông Đô HN']",13
Trường THCS-THPT Dương Kỳ Hiệp,"['Trường THCS-THPT Dương Kỳ Hiệp', 'truong thcs thpt duong ky hiep', 'truong thcs trung hoc pho thong duong ky hiep', 'truong thcs cap 3 duong ky hiep', 'truong thcs tthpt duong ky hiep', 'truong thcs pho thong duong ky hiep', 'truong thcs pho thong trung hoc duong ky hiep', 'truong thcs truong trung hoc pho thong duong ky hiep', 'truong thcs truong pho thong trung hoc duong ky hiep', 'truong thcs ptth duong ky hiep', 'truong thcs pt duong ky hiep', 'Trường THCS-THPT duong ky hiep']",12
PT DTNT Trường THCS-THPT Lạc Thuỷ,"['PT DTNT Trường THCS-THPT Lạc Thuỷ', 'pt dtnt truong thcs thpt lac thuy', 'pt dtnt truong thcs trung hoc pho thong lac thuy', 'pt dtnt truong thcs truong trung hoc pho thong lac thuy', 'pt dtnt truong thcs cap 3 lac thuy', 'pt dtnt truong thcs pt lac thuy', 'pt dtnt truong thcs pho thong trung hoc lac thuy', 'pt dtnt truong thcs pho thong lac thuy', 'pt dtnt truong thcs tthpt lac thuy', 'pt dtnt truong thcs truong pho thong trung hoc lac thuy', 'pt dtnt truong thcs ptth lac thuy', 'pt dtnt Trường THCS-THPT lac thuy']",12
Trường Đại học Văn hóa TP.HCM - Cơ sở 1,"['Trường Đại học Văn hóa TP.HCM - Cơ sở 1', 'truong dai hoc van hoa tp hcm co so 1', 'truong dai hoc van hoa tp.hcm co so 1', 'daj hoc van hoa tp hcm co so 1', 'truong truong dh van hoa tp hcm co so 1', 'dh van hoa tp hcm co so 1', 'truong dai hoc van hoa tp. ho chi minh co so 1', 'dai hoc van hoa tp hcm co so 1', 'truong dai hoc van hoa tp ho chi minh co so 1', 'truong dai hoc van hoa tphcm co so 1', 'truong truong dai hoc van hoa tp hcm co so 1', 'truong daj hoc van hoa tp hcm co so 1', 'truong dh van hoa tp hcm co so 1', 'Trường Đại học Văn hóa Thành phố Hồ Chí Minh', 'Tr DH Van hoa Tp.HCM', 'Đại học Văn Hóa TP HCM - VHS', 'Ho Chi Minh City University of culture, Vietnam']",17
TT GDNN-GDTX H. Phụng Hiệp,"['TT GDNN-GDTX H. Phụng Hiệp', 'tt gdnn gdtx h phung hiep', 'tt gdnn trung tam giao duc thuong xuyen h phung hiep', 'tt gdnn trung tam gdtx h phung hiep', 'tt gdnn giao duc thuong xuyen h phung hiep', 'tt gdnn ttgdtx h phung hiep', 'tt gdnn gdtx h phung hiep']",7
Trường THPT Xuân Thủy,"['Trường THPT Xuân Thủy', 'truong thpt xuan thuy', 'truong truong pho thong trung hoc xuan thuy', 'truong trung hoc pho thong xuan thuy', 'ptth xuan thuy', 'truong pho thong trung hoc xuan thuy', 'truong cap 3 xuan thuy', 'truong ptth xuan thuy', 'cap 3 xuan thuy', 'truong pho thong xuan thuy', 'pho thong xuan thuy', 'pho thong trung hoc xuan thuy', 'truong truong trung hoc pho thong xuan thuy', 'pt xuan thuy', 'truong pt xuan thuy', 'thpt xuan thuy', 'trung hoc pho thong xuan thuy', 'truong tthpt xuan thuy', 'Trường THPT xuan thuy', 'Trường THPT Thuy Xuan', 'Trường THPT xuan thuy truoc 12 2013', 'Truong PTTH XUAN THUY']",22
TT GDNN-GDTX Tiền Hải,"['TT GDNN-GDTX Tiền Hải', 'tt gdnn gdtx tien hai', 'tt gdnn trung tam gdtx tien hai', 'tt gdnn trung tam giao duc thuong xuyen tien hai', 'tt gdnn giao duc thuong xuyen tien hai', 'tt gdnn ttgdtx tien hai', 'tt gdnn gdtx tien hai']",7
Trường THCS-THPT Lương Thế Vinh,"['Trường THCS-THPT Lương Thế Vinh', 'truong thcs thpt luong the vinh', 'truong thcs ptth luong the vinh', 'truong thcs trung hoc pho thong luong the vinh', 'truong thcs truong pho thong trung hoc luong the vinh', 'truong thcs cap 3 luong the vinh', 'truong thcs pho thong luong the vinh', 'truong thcs tthpt luong the vinh', 'truong thcs pt luong the vinh', 'truong thcs truong trung hoc pho thong luong the vinh', 'truong thcs pho thong trung hoc luong the vinh', 'Trường THCS-THPT luong the vinh', 'Trường cấp 2 3 lương thế vinh bom bo bình phước', 'Trường THCS-THPT luong the vinh']",14
Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên,"['Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên', 'truong dai hoc su pham ky thuat hung yen', 'truong truong dh su pham ky thuat hung yen', 'dh su pham ky thuat hung yen', 'truong truong dai hoc su pham ky thuat hung yen', 'truong dh su pham ky thuat hung yen', 'truong daj hoc su pham ky thuat hung yen', 'dai hoc su pham ky thuat hung yen', 'dhsp ky thuat hung yen', 'daj hoc su pham ky thuat hung yen', 'truong dhsp ky thuat hung yen', 'Truơng DAI HOC SƯ PHẠM KỸ THUẬT HƯNH YÊN', 'dh sư phạm kĩ thuật hưng yên', 'DHSPKT hung yen', 'Đai Hoc Su Pham Ky That Hung', 'Trương ĐH SPKT Hưng Yên', 'dh sp kt hung yen', 'đại học sư phạm kỹ thuật hưng yên', 'ĐH SPKT Hưng Yên', 'Trường đh sư phạm kỹ thuật hưng yêu', 'Đại Học Sư Phạm Kỹ Thuật Hưng Yên - UTEHY', 'Sư phạm kĩ thuật Hưng Yên', 'Đai hoc su pham ki thuat hung yen']",23
TT dạy nghề và GDTX TP. Sóc Trăng,"['TT dạy nghề và GDTX TP. Sóc Trăng', 'tt day nghe va gdtx tp soc trang', 'tt day nghe va giao duc thuong xuyen tp soc trang', 'tt day nghe va trung tam giao duc thuong xuyen tp soc trang', 'tt day nghe va ttgdtx tp soc trang', 'tt day nghe va trung tam gdtx tp soc trang', 'trung tam day nghe va gdtx tp soc trang']",7
Trường THPT Long Kiến,"['Trường THPT Long Kiến', 'truong thpt long kien', 'truong pt long kien', 'thpt long kien', 'truong cap 3 long kien', 'truong ptth long kien', 'truong tthpt long kien', 'truong trung hoc pho thong long kien', 'ptth long kien', 'truong truong pho thong trung hoc long kien', 'truong pho thong long kien', 'pt long kien', 'pho thong trung hoc long kien', 'pho thong long kien', 'cap 3 long kien', 'trung hoc pho thong long kien', 'truong truong trung hoc pho thong long kien', 'truong pho thong trung hoc long kien', 'Trường THPT long kien']",19
TC KTKT Sài Gòn,"['TC KTKT Sài Gòn', 'tc ktkt sai gon', 'tc ktkt sai gon']",3
Trường Cao Đẳng Kinh Tế - Tài Chính Thái Nguyên,"['Trường Cao Đẳng Kinh Tế - Tài Chính Thái Nguyên', 'truong cao dang kinh te tai chinh thai nguyen', 'truong cd kinh te tai chinh thai nguyen', 'cao dang kinh te tai chinh thai nguyen', 'truong truong cao dang kinh te tai chinh thai nguyen', 'cd kinh te tai chinh thai nguyen', 'CDKT tn', 'cao dang kinh te thai nguyen', 'Truong CD Kinh te tai chinh']",9
Đại Học Quốc Tế – Đại học Quốc Gia TP.HCM,"['Đại Học Quốc Tế – Đại học Quốc Gia TP.HCM', 'dai hoc quoc te dai hoc quoc gia tp hcm', 'dai hoc quoc te dai hoc quoc gia tp. ho chi minh', 'dai hoc quoc te dai hoc quoc gia tp.hcm', 'truong dai hoc quoc te dai hoc quoc gia tp hcm', 'daj hoc quoc te dai hoc quoc gia tp hcm', 'dai hoc quoc te dai hoc quoc gia tp ho chi minh', 'dai hoc quoc te dai hoc quoc gia tphcm', 'dh quoc te dai hoc quoc gia tp hcm', 'truong dh quoc te dai hoc quoc gia tp hcm', 'Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM']",11
TT GDTX Yên Mô,"['TT GDTX Yên Mô', 'tt gdtx yen mo', 'tt ttgdtx yen mo', 'tt trung tam giao duc thuong xuyen yen mo', 'tt trung tam gdtx yen mo', 'tt giao duc thuong xuyen yen mo', 'TT GDTX yen mo', 'trung tam giao duc thuong xuyen yen mo', 'trung tam giao duc thuong xuyen yen mo']",9
Trường THPT Thành Phố Trà Vinh,"['Trường THPT Thành Phố Trà Vinh', 'truong thpt thanh pho tra vinh', 'truong truong trung hoc pho thong thanh pho tra vinh', 'ptth thanh pho tra vinh', 'truong truong pho thong trung hoc thanh pho tra vinh', 'thpt thanh pho tra vinh', 'truong pho thong trung hoc thanh pho tra vinh', 'pho thong trung hoc thanh pho tra vinh', 'truong cap 3 thanh pho tra vinh', 'trung hoc pho thong thanh pho tra vinh', 'truong trung hoc pho thong thanh pho tra vinh', 'truong tthpt thanh pho tra vinh', 'cap 3 thanh pho tra vinh', 'pho thong thanh pho tra vinh', 'truong ptth thanh pho tra vinh', 'truong pho thong thanh pho tra vinh', 'truong pt thanh pho tra vinh', 'pt thanh pho tra vinh', 'Trường THPT Thành Phố Trà Vinh', 'Trường THPT thanh pho tra vinh', 'Trường trung học phổ thông TPTV']",21
TT GDNN-GDTX H.Lạng Giang,"['TT GDNN-GDTX H.Lạng Giang', 'tt gdnn gdtx h lang giang', 'tt gdnn trung tam gdtx h lang giang', 'tt gdnn ttgdtx h lang giang', 'tt gdnn trung tam giao duc thuong xuyen h lang giang', 'tt gdnn giao duc thuong xuyen h lang giang', 'tt gdnn gdtx h lang giang']",7
TT GDNN-GDTX H. Tuy An,"['TT GDNN-GDTX H. Tuy An', 'tt gdnn gdtx h tuy an', 'tt gdnn trung tam gdtx h tuy an', 'tt gdnn ttgdtx h tuy an', 'tt gdnn giao duc thuong xuyen h tuy an', 'tt gdnn trung tam giao duc thuong xuyen h tuy an', 'trung tam gd nghe nghiep gdtx h tuy an']",7
Trường Cao Đẳng Kinh tế - Công nghệ TP.HCM,"['Trường Cao Đẳng Kinh tế - Công nghệ TP.HCM', 'truong cao dang kinh te cong nghe tp hcm', 'truong cao dang kinh te cong nghe tp.hcm', 'truong cd kinh te cong nghe tp hcm', 'truong truong cao dang kinh te cong nghe tp hcm', 'cao dang kinh te cong nghe tp hcm', 'truong cao dang kinh te cong nghe tp ho chi minh', 'cd kinh te cong nghe tp hcm', 'truong cao dang kinh te cong nghe tp. ho chi minh', 'truong cao dang kinh te cong nghe tphcm', 'Cao dang kinh te cong nghe thong tin']",11
Trường THPT Tam Bình,"['Trường THPT Tam Bình', 'truong thpt tam binh', 'truong truong pho thong trung hoc tam binh', 'truong cap 3 tam binh', 'truong trung hoc pho thong tam binh', 'truong truong trung hoc pho thong tam binh', 'ptth tam binh', 'truong tthpt tam binh', 'pho thong tam binh', 'pho thong trung hoc tam binh', 'truong ptth tam binh', 'cap 3 tam binh', 'truong pho thong trung hoc tam binh', 'truong pt tam binh', 'thpt tam binh', 'truong pho thong tam binh', 'trung hoc pho thong tam binh', 'pt tam binh', 'Trường THPT tam binh']",19
Đại Học Công Nghiệp Hà Nội,"['Đại Học Công Nghiệp Hà Nội', 'dai hoc cong nghiep ha noi', 'dh cong nghiep ha noi', 'daj hoc cong nghiep ha noi', 'truong dh cong nghiep ha noi', 'truong dai hoc cong nghiep ha noi', 'HAUI']",7
TTGDTX&KTTH-HN TX Kiến Tường,"['TTGDTX&KTTH-HN TX Kiến Tường', 'ttgdtx ktth hn tx kien tuong', 'tttrung tam giao duc thuong xuyen ktth hn tx kien tuong', 'tttrung tam gdtx ktth hn tx kien tuong', 'ttttgdtx ktth hn tx kien tuong', 'ttgiao duc thuong xuyen ktth hn tx kien tuong', 'tt gdtx ktth hn tx kien tuong']",7
Trường THPT Lê Quý Đôn-Long Bình Tân,"['Trường THPT Lê Quý Đôn-Long Bình Tân', 'truong thpt le quy don long binh tan', 'truong pho thong le quy don long binh tan', 'truong tthpt le quy don long binh tan', 'pho thong trung hoc le quy don long binh tan', 'truong ptth le quy don long binh tan', 'truong trung hoc pho thong le quy don long binh tan', 'truong cap 3 le quy don long binh tan', 'truong pho thong trung hoc le quy don long binh tan', 'pho thong le quy don long binh tan', 'thpt le quy don long binh tan', 'ptth le quy don long binh tan', 'pt le quy don long binh tan', 'truong pt le quy don long binh tan', 'truong truong pho thong trung hoc le quy don long binh tan', 'trung hoc pho thong le quy don long binh tan', 'cap 3 le quy don long binh tan', 'truong truong trung hoc pho thong le quy don long binh tan', 'Trường THPT le quy don long binh tan']",19
Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,"['Trường Đại học Kinh tế - Kỹ thuật Công nghiệp', 'truong dai hoc kinh te ky thuat cong nghiep', 'truong dh kinh te ky thuat cong nghiep', 'dh kinh te ky thuat cong nghiep', 'truong truong dh kinh te ky thuat cong nghiep', 'truong truong dai hoc kinh te ky thuat cong nghiep', 'dai hoc kinh te ky thuat cong nghiep', 'daj hoc kinh te ky thuat cong nghiep', 'truong daj hoc kinh te ky thuat cong nghiep', 'kinh te ky thuat cong nghiep 2']",10
Trường THPT Liên Chiểu,"['Trường THPT Liên Chiểu', 'truong thpt lien chieu', 'truong cap 3 lien chieu', 'pho thong lien chieu', 'truong truong trung hoc pho thong lien chieu', 'thpt lien chieu', 'truong tthpt lien chieu', 'pho thong trung hoc lien chieu', 'truong ptth lien chieu', 'truong pho thong trung hoc lien chieu', 'trung hoc pho thong lien chieu', 'truong pt lien chieu', 'ptth lien chieu', 'truong pho thong lien chieu', 'pt lien chieu', 'truong trung hoc pho thong lien chieu', 'cap 3 lien chieu', 'truong truong pho thong trung hoc lien chieu', 'Trường THPT lien chieu']",19
Trường THPT Lương Văn Can Hà Nội,"['Trường THPT Lương Văn Can Hà Nội', 'truong thpt luong van can ha noi', 'truong truong trung hoc pho thong luong van can ha noi', 'cap 3 luong van can ha noi', 'truong pho thong luong van can ha noi', 'trung hoc pho thong luong van can ha noi', 'truong tthpt luong van can ha noi', 'pho thong trung hoc luong van can ha noi', 'truong ptth luong van can ha noi', 'pt luong van can ha noi', 'truong truong pho thong trung hoc luong van can ha noi', 'truong cap 3 luong van can ha noi', 'truong pho thong trung hoc luong van can ha noi', 'ptth luong van can ha noi', 'truong trung hoc pho thong luong van can ha noi', 'thpt luong van can ha noi', 'pho thong luong van can ha noi', 'truong pt luong van can ha noi', 'Trường THPTL Lương Văn Chi', 'Trường THPT Lương Văn Can', '10c Trường cấp 3 Lương văn Tri', '10c Trường cấp 3 Lương văn Tri', 'Trường THPT Lương Văn Can', 'Trường THPT Lương Văn Can', 'TH LUONG VAN CAN', 'Trường THPT Lương Văn Can']",26
