,text,normed_text
24561,Trường THPT gia binh so 1,Trường THPT Gia Bình số 1
24562,Trường THPT le van thinh,Trường THPT Lê Văn Thịnh
24563,Trường THPT gia binh so 3,Trường THPT Gia Bình số 3
24564,tt gdtx gia binh,TT GDTX Gia Bình
24565,tt gdnn gdtx gia binh,TT GDNN-GDTX Gia Bình
24566,phong gd dt luong tai,Phòng GD-ĐT Lương Tài
24567,Trường THPT luong tai,Trường THPT Lương Tài
24568,Trường THPT luong tai so 2,Trường THPT Lương Tài số 2
24569,Trường THPT luong tai so 3,Trường THPT Lương Tài số 3
24570,tt gdtx luong tai,TT GDTX Lương Tài
24571,Trường THPT hai a,Trường THPT Hải Á
24572,tt gdnn gdtx luong tai,TT GDNN-GDTX Lương Tài
24573,quan nhan cong an tai ngu_21,"Quân nhân, Công an tại ngũ_21"
24574,Trường THPT chuyen nguyen trai,Trường THPT Chuyên Nguyễn Trãi
24575,Trường THPT hong quang,Trường THPT Hồng Quang
24576,Trường THPT nguyen du,Trường THPT Nguyễn Du
24577,Trường THPT hoang van thu,Trường THPT Hoàng Văn Thụ
24578,Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm
24579,Trường THPT thanh dong,Trường THPT Thành Đông
24580,tt gdtx tp hai duong,TT GDTX TP. Hải Dương
24581,tc van hoa nghe thuat du lich,TC Văn hóa - Nghệ thuật - Du lịch
24582,Trường THPT ai quoc,Trường THPT Ái Quốc
24583,Trường THPT luong the vinh,Trường THPT Lương Thế Vinh
24584,tt gdnn gdtx tp hai duong,TT GDNN-GDTX TP. Hải Dương
24585,Trường THPT nguyen van cu,Trường THPT Nguyễn Văn Cừ
24586,Trường THPT chi linh,Trường THPT Chí Linh
24587,Trường THPT pha lai,Trường THPT Phả Lại
24588,Trường THPT tran phu,Trường THPT Trần Phú
24589,tt gdtx hn dn chi linh,TT GDTX-HN-DN Chí Linh
24590,Trường THPT ben tam,Trường THPT Bến Tắm
24591,tt gdnn gdtx chi linh,TT GDNN-GDTX Chí Linh
24592,Trường THPT nam sach,Trường THPT Nam Sách
24593,Trường THPT mac dinh chi,Trường THPT Mạc Đĩnh Chi
24594,Trường THPT nam sach ii,Trường THPT Nam Sách II
24595,tt gdtx nam sach,TT GDTX Nam Sách
24596,Trường THPT phan boi chau,Trường THPT Phan Bội Châu
24597,tt gdnn gdtx nam sach,TT GDNN-GDTX Nam Sách
24598,Trường THPT kinh mon truoc 28 4 2017,Trường THPT Kinh Môn
24599,Trường THPT nhi chieu truoc 28 4 2017,Trường THPT Nhị Chiểu
24600,Trường THPT phuc thanh truoc 28 4 2017,Trường THPT Phúc Thành
24601,Trường THPT kinh mon ii truoc 28 4 2017,Trường THPT Kinh Môn II
24602,tt gdtx kinh mon truoc 28 4 2017,TT GDTX Kinh Môn
24603,Trường THPT tran quang khai truoc 28 4 2017,Trường THPT Trần Quang Khải
24604,Trường THPT quang thanh truoc 28 4 2017,Trường THPT Quang Thành
24605,Trường THPT kinh mon tu 28 4 2017,Trường THPT Kinh Môn
24606,Trường THPT nhi chieu tu 28 4 2017,Trường THPT Nhị Chiểu
24607,Trường THPT phuc thanh tu 28 4 2017,Trường THPT Phúc Thành
24608,Trường THPT kinh mon ii tu 28 4 2017,Trường THPT Kinh Môn II
24609,Trường THPT tran quang khai tu 28 4 2017,Trường THPT Trần Quang Khải
24610,Trường THPT quang thanh tu 28 4 2017,Trường THPT Quang Thành
24611,tt gdnn gdtx kinh mon tu 28 4 2017,TT GDNN-GDTX Kinh Môn
24612,Trường THPT gia loc,Trường THPT Gia Lộc
24613,Trường THPT doan thuong,Trường THPT Đoàn Thượng
24614,Trường THPT gia loc ii,Trường THPT Gia Lộc II
24615,tt gdtx hn gia loc,TT GDTX - HN Gia Lộc
24616,tt gdnn gdtx gia loc,TT GDNN-GDTX Gia Lộc
24617,Trường THPT tu ky,Trường THPT Tứ Kỳ
24618,Trường THPT cau xe,Trường THPT Cầu Xe
24619,Trường THPT hung dao,Trường THPT Hưng Đạo
24620,tt gdtx tu ky,TT GDTX Tứ Kỳ
24621,Trường THPT tu ky ii,Trường THPT Tứ Kỳ II
24622,tt gdnn gdtx tu ky,TT GDNN-GDTX Tứ Kỳ
24623,Trường THPT thanh mien,Trường THPT Thanh Miện
24624,Trường THPT thanh mien ii,Trường THPT Thanh Miện II
24625,Trường THPT thanh mien iii,Trường THPT Thanh Miện III
24626,tt gdtx thanh mien,TT GDTX Thanh Miện
24627,Trường THPT le quy don,Trường THPT Lê Quý Đôn
24628,tt gdnn gdtx thanh mien,TT GDNN-GDTX Thanh Miện
24629,Trường THPT ninh giang,Trường THPT Ninh Giang
24630,Trường THPT quang trung,Trường THPT Quang Trung
24631,Trường THPT khuc thua du,Trường THPT Khúc Thừa Dụ
24632,Trường THPT ninh giang ii,Trường THPT Ninh Giang II
24633,tt gdtx ninh giang,TT GDTX Ninh Giang
24634,Trường THPT hong duc,Trường THPT Hồng Đức
24635,tt gdnn gdtx ninh giang,TT GDNN-GDTX Ninh Giang
24636,Trường THPT cam giang,Trường THPT Cẩm Giàng
24637,Trường THPT tue tinh,Trường THPT Tuệ Tĩnh
24638,Trường THPT cam giang ii,Trường THPT Cẩm Giàng II
24639,tt gdtx cam giang,TT GDTX Cẩm Giàng
24640,tt gdnn gdtx cam giang,TT GDNN-GDTX Cẩm Giàng
24641,Trường THPT thanh ha,Trường THPT Thanh Hà
24642,Trường THPT ha dong,Trường THPT Hà Đông
24643,Trường THPT ha bac,Trường THPT Hà Bắc
24644,Trường THPT thanh binh,Trường THPT Thanh Bình
24645,tt gdtx thanh ha,TT GDTX Thanh Hà
24646,tt gdnn gdtx thanh ha,TT GDNN-GDTX Thanh Hà
24647,Trường THPT kim thanh,Trường THPT Kim Thành
24648,Trường THPT dong gia,Trường THPT Đồng Gia
24649,Trường THPT kim thanh ii,Trường THPT Kim Thành II
24650,tt gdtx kim thanh,TT GDTX Kim Thành
24651,Trường THPT phu thai,Trường THPT Phú Thái
24652,tt gdnn gdtx kim thanh,TT GDNN-GDTX Kim Thành
24653,Trường THPT binh giang,Trường THPT Bình Giang
24654,Trường THPT ke sat,Trường THPT Kẻ Sặt
24655,Trường THPT duong an,Trường THPT Đường An
24656,tt gdtx binh giang,TT GDTX Bình Giang
24657,Trường THPT vu ngoc phan,Trường THPT Vũ Ngọc Phan
24658,tt gdnn gdtx binh giang,TT GDNN-GDTX Bình Giang
24659,quan nhan cong an tai ngu_22,"Quân nhân, Công an tại ngũ_22"
24660,so gddt hung yen,Sở GDĐT Hưng Yên
24661,Trường THPT chuyen hung yen,Trường THPT Chuyên Hưng Yên
24662,Trường THPT hung yen,Trường THPT Hưng Yên
24663,trung tam gdtx tp hung yen,TT GDTX TP Hưng Yên
24664,phong gddt tp hung yen,Phòng GDĐT TP Hưng Yên
24665,Trường THPT to hieu,Trường THPT Tô Hiệu
24666,tc van hoa ng thuat va d lich hy ph an tao tp hung yen,"TC Văn hóa Ng.Thuật và D. Lịch HY Ph. An Tảo, TP Hưng Yên"
24667,trung cap nghe hung yen,Trung cấp Nghề Hưng Yên
24668,Trường THPT quang trung,Trường THPT Quang Trung
24669,trung cap nghe giao thong van tai hy,Trung cấp Nghề Giao thông Vận tải HY
24670,trung tam gdnn gdtx tp hung yen,TT GDNN-GDTX TP Hưng Yên
24671,Trường THPT kim dong,Trường THPT Kim Động
24672,Trường THPT duc hop,Trường THPT Đức Hợp
24673,trung tam gdtx kim dong,TT GDTX Kim Động
24674,phong gddt kim dong,Phòng GDĐT Kim Động
24675,Trường THPT nghia dan,Trường THPT Nghĩa Dân
24676,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
24677,Trường THPT an vien,Trường THPT An Viên
24678,trung tam gdnn gdtx kimdong,TT GDNN-GDTX KimĐộng
24679,Trường THPT an thi,Trường THPT Ân Thi
24680,Trường THPT nguyen trung ngan,Trường THPT Nguyễn Trung Ngạn
24681,trung tam gdtx an thi,TT GDTX Ân Thi
24682,trung tam ktth hn an thi,TT KTTH-HN Ân Thi
24683,phong gddt an thi,Phòng GDĐT Ân Thi
24684,Trường THPT le quy don,Trường THPT Lê Quý Đôn
24685,Trường THPT pham ngu lao,Trường THPT Phạm Ngũ Lão
24686,trung tam gdnn gdtx an thi,TT GDNN-GDTX Ân Thi
24687,Trường THPT khoai chau,Trường THPT Khoái Châu
24688,Trường THPT nam khoai chau,Trường THPT Nam Khoái Châu
24689,trung tam gdtx khoai chau,TT GDTX Khoái Châu
24690,trung tam ktth hn khoai chau,TT KTTH-HN Khoái Châu
24691,phong gddt khoai chau,Phòng GDĐT Khoái Châu
24692,Trường THPT tran quang khai,Trường THPT Trần Quang Khải
24693,Trường THPT phung hung,Trường THPT Phùng Hưng
24694,cao dang nghe co dien va thuy loi,Cao Đẳng Nghề Cơ điện và Thủy lợi
24695,Trường THPT nguyen sieu,Trường THPT Nguyễn Siêu
24696,cao dang co dien va thuy loi,Cao Đẳng Cơ điện và Thủy Lợi
24697,cao dang kinh te ky thuat to hieu hung yen,Cao Đẳng Kinh tế Kỹ thuật Tô Hiệu Hưng Yên
24698,chau,Châu
24699,Trường THPT khoai chau,Trường THPT Khoái Châu
24700,Trường THPT yen my,Trường THPT Yên Mỹ
24701,Trường THPT trieu quang phuc,Trường THPT Triệu Quang Phục
24702,trung tam gdtx pho noi,TT GDTX Phố Nối
24703,phong gddt yen my,Phòng GDĐT Yên Mỹ
24704,Trường THPT hong bang,Trường THPT Hồng Bàng
24705,cao dang cong nghiep hung yen,Cao Đẳng Công Nghiệp Hưng Yên
24706,Trường THPT minh chau,Trường THPT Minh Châu
24707,trung tam gdnn gdtx yen my,TT GDNN-GDTX Yên Mỹ
24708,Trường THPT tien lu,Trường THPT Tiên Lữ
24709,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo
24710,Trường THPT hoang hoa tham,Trường THPT Hoàng Hoa Thám
24711,trung tam gdtx tien lu,TT GDTX Tiên Lữ
24712,trung tam ktth hn tien lu,TT KTTH-HN Tiên Lữ
24713,phong gddt tien lu,Phòng GDĐT Tiên Lữ
24714,Trường THPT ngo quyen,Trường THPT Ngô Quyền
24715,trung tam gdnn gdtx tien lu,TT GDNN-GDTX Tiên Lữ
24716,Trường THCS va Trường THPT hoang hoa tham,Trường THCS-THPT Hoàng Hoa Thám
24717,Trường THPT phu cu,Trường THPT Phù Cừ
24718,Trường THPT nam phu cu,Trường THPT Nam Phù Cừ
24719,trung tam gdtx phu cu,TT GDTX Phù Cừ
24720,phong gddt phu cu,Phòng GDĐT Phù Cừ
24721,Trường THPT nguyen du,Trường THPT Nguyễn Du
24722,trung tam gdnn gdtx phu cu,TT GDNN-GDTX Phù Cừ
24723,Trường THPT my hao,Trường THPT Mỹ Hào
24724,Trường THPT nguyen thien thuat,Trường THPT Nguyễn Thiện Thuật
24725,trung tam gdtx my hao,TT GDTX Mỹ Hào
24726,phong gddt my hao,Phòng GDĐT Mỹ Hào
24727,Trường THPT hong duc,Trường THPT Hồng Đức
24728,cao dang hang khong,Cao Đẳng Hàng Không
24729,th Trường THCS va Trường THPT hong duc,Trường THCS-THPT Hồng Đức
24730,trung tam gdnn gdtx my hao,TT GDNN-GDTX Mỹ Hào
24731,Trường THPT van lam,Trường THPT Văn Lâm
24732,Trường THPT trung vuong,Trường THPT Trưng Vương
24733,trung tam gdtx van lam,TT GDTX Văn Lâm
24734,phong gddt van lam,Phòng GDĐT Văn Lâm
24735,Trường THPT hung vuong,Trường THPT Hùng Vương
24736,Trường THPT luong tai,Trường THPT Lương Tài
24737,cao dang asean,Cao Đẳng ASEAN
24738,trung tam gdnn gdtx van lam tt nhu quynh van lam,TT GDNN-GDTX Văn Lâm TT Như Quỳnh - Văn Lâm
24739,Trường THPT van giang,Trường THPT Văn Giang
24740,trung tam gdtx van giang,TT GDTX Văn Giang
24741,phong gddt van giang,Phòng GDĐT Văn Giang
24742,Trường THPT duong quang ham,Trường THPT Dương Quảng Hàm
24743,Trường THPT nguyen cong hoan,Trường THPT Nguyễn Công Hoan
24744,trung cap cong nghe kinh te viet han,"Trung cấp Công nghệ, Kinh tế Việt Hàn"
24745,truong th Trường THCS-THPT doan thi diem ecopark,"Trường TH, Trường THCS, Trường THPT Đoàn thị Điểm - Ecopark"
24746,trung cap canh sat c66,Trung cấp Cảnh sát C66
24747,th Trường THCS va Trường THPT doan thi diem greenfield,Trường THCS-THPT Đoàn Thị Điểm - Greenfield
24748,th Trường THCS va Trường THPT edison,Trường THCS-THPT Edison
24749,trung tam gdnn gdtx van giang,TT GDNN-GDTX Văn Giang
24750,Trường THPT my hao,Trường THPT Mỹ Hào
24751,Trường THPT nguyen thien thuat,Trường THPT Nguyễn Thiện Thuật
24752,th Trường THCS va Trường THPT hong duc,Trường THCS-THPT Hồng Đức
24753,trung tam gdnn gdtx my hao,TT GDNN-GDTX Mỹ Hào
24754,phong gddt my hao,Phòng GDĐT Mỹ Hào
24755,hoc o nuoc ngoai_23,Học ở nước ngoài_23
24756,so giao duc dao tao hoa binh,Sở Giáo dục - Đào tạo Hòa Bình
24757,tt gdtx thanh pho hb,TT GDTX thành phố HB
24758,trung tam gdnn gdtx thanh pho hoa binh,TT GDNN-GDTX thành phố Hòa Bình
24759,Trường THPT chuyen hoang van thu,Trường THPT chuyên Hoàng Văn Thụ
24760,Trường THPT lac long quan,Trường THPT Lạc Long Quân
24761,Trường THPT nguyen du,Trường THPT Nguyễn Du
24762,Trường THPT cong nghiep,Trường THPT Công Nghiệp
24763,pt dan toc noi tru Trường THPT,PT Dân tộc nội trú Trường THPT
24764,Trường THPT ngo quyen,Trường THPT Ngô Quyền
24765,Trường THPT ky son,Trường THPT Kỳ Sơn
24766,Trường THPT phu cuong,Trường THPT Phú Cường
24767,trung tam gdtx tinh,TT GDTX tỉnh
24768,cao dang kinh te ky thuat hb,Cao Đẳng Kinh tế -Kỹ Thuật HB
24769,cd nghe hoa binh,CĐ nghề Hòa Bình
24770,cd nghe song da,CĐ nghề Sông Đà
24771,cao dang nghe thuat tay bac,Cao Đẳng Nghệ thuật Tây Bắc
24772,quan nhan cong an tai ngu_23,"Quân nhân, Công an tại ngũ_23"
24773,trung tam gdnn gdtx huyen da bac,TT GDNN-GDTX huyện Đà Bắc
24774,Trường THPT da bac,Trường THPT Đà Bắc
24775,Trường THPT muong chieng,Trường THPT Mường Chiềng
24776,Trường THPT yen hoa,Trường THPT Yên Hoà
24777,trung tam gdnn gdtx huyen mai chau,TT GDNN-GDTX huyện Mai Châu
24778,Trường THPT mai chau,Trường THPT Mai Châu
24779,Trường THPT mai chau b,Trường THPT Mai Châu B
24780,pt dtnt Trường THCS-THPT mai chau,PT DTNT Trường THCS-THPT Mai Châu
24781,trung tam gdnn gdtx huyen tan lac,TT GDNN-GDTX huyện Tân Lạc
24782,Trường THPT tan lac,Trường THPT Tân Lạc
24783,Trường THPT muong bi,Trường THPT Mường Bi
24784,Trường THPT doan ket,Trường THPT Đoàn Kết
24785,Trường THPT lung van,Trường THPT Lũng Vân
24786,trung tam gdnn gdtx huyen lac son,TT GDNN-GDTX huyện Lạc Sơn
24787,Trường THPT lac son,Trường THPT Lạc Sơn
24788,Trường THPT cong hoa,Trường THPT Cộng Hoà
24789,Trường THPT dai dong,Trường THPT Đại Đồng
24790,Trường THPT quyet thang,Trường THPT Quyết Thắng
24791,pt dtnt Trường THCS-THPT ngoc son,PT DTNT Trường THCS-THPT Ngọc Sơn
24792,trung tam gdnn gdtx huyen luong son,TT GDNN-GDTX huyện Lương Sơn
24793,Trường THPT luong son,Trường THPT Lương Sơn
24794,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
24795,Trường THPT nam luong son,Trường THPT Nam Lương Sơn
24796,Trường THPT cu chinh lan,Trường THPT Cù Chính Lan
24797,pt dtnt Trường THCS-THPT luong son ttr luong son h luong son,PT DTNT Trường THCS-THPT Lương Sơn TTr. Lương Sơn -H. Lương Sơn
24798,trung tam gdnn gdtx huyen kim boi,TT GDNN-GDTX huyện Kim Bôi
24799,Trường THPT kim boi,Trường THPT Kim Bôi
24800,Trường THPT 19 5 kim boi,Trường THPT 19-5 Kim Bôi
24801,Trường THPT bac son h kim boi,Trường THPT Bắc Sơn - H.Kim Bôi
24802,Trường THPT sao bay h kim boi,Trường THPT Sào Báy-H.Kim Bôi
24803,pt dtnt Trường THCS-THPT kim boi,PT DTNT Trường THCS-THPT Kim Bôi
24804,trung tam gdnn gdtx huyen lac thuy,TT GDNN-GDTX huyện Lạc Thuỷ
24805,Trường THPT thanh ha,Trường THPT Thanh Hà
24806,Trường THPT lac thuy,Trường THPT Lạc Thuỷ
24807,Trường THPT lac thuy b,Trường THPT Lạc Thuỷ B
24808,Trường THPT lac thuy c,Trường THPT Lạc Thuỷ C
24809,cd nghe co dien tay bac,CĐ nghề Cơ điện Tây Bắc
24810,pt dtnt Trường THCS-THPT lac thuy,PT DTNT Trường THCS-THPT Lạc Thuỷ
24811,trung tam gdnn gdtx huyen yen thuy,TT GDNN-GDTX huyện Yên Thuỷ
24812,Trường THPT yen thuy a,Trường THPT Yên Thuỷ A
24813,Trường THPT yen thuy b,Trường THPT Yên Thuỷ B
24814,Trường THPT yen thuy c,Trường THPT Yên Thuỷ C
24815,trung tam gdnn gdtx huyen cao phong,TT GDNN-GDTX huyện Cao Phong
24816,Trường THPT cao phong,Trường THPT Cao Phong
24817,Trường THPT thach yen,Trường THPT Thạch Yên
24818,hoc o nuoc ngoai_24,Học ở nước ngoài_24
24819,quan nhan cong an tai ngu_24,"Quân nhân, Công an tại ngũ_24"
24820,Trường THPT chuyen bien hoa,Trường THPT Chuyên Biên Hòa
24821,Trường THPT a phu ly,Trường THPT A Phủ Lý
24822,Trường THPT b phu ly,Trường THPT B Phủ Lý
24823,Trường THPT dan lap luong the vinh,Trường THPT Dân lập Lương Thế Vinh
24824,trung tam gdtx hn ha nam,TT GDTX - HN Hà Nam
24825,cao dang nghe ha nam,Cao Đẳng nghề Hà Nam
24826,Trường THPT c phu ly,Trường THPT C Phủ Lý
24827,cao dang thuy loi bac bo,Cao Đẳng Thủy lợi Bắc Bộ
24828,Trường THPT a duy tien,Trường THPT A Duy Tiên
24829,Trường THPT b duy tien,Trường THPT B Duy Tiên
24830,Trường THPT c duy tien,Trường THPT C Duy Tiên
24831,Trường THPT nguyen huu tien,Trường THPT Nguyễn Hữu Tiến
24832,trung tam gdnn gdtx duy tien,TT GDNN-GDTX Duy Tiên
24833,Trường THPT a kim bang,Trường THPT A Kim Bảng
24834,Trường THPT b kim bang,Trường THPT B Kim Bảng
24835,Trường THPT c kim bang,Trường THPT C Kim Bảng
24836,trung tam gdnn gdtx kimbang,TT GDNN-GDTX KimBảng
24837,Trường THPT ly thuong kiet,Trường THPT Lý Thường Kiệt
24838,Trường THPT ly nhan,Trường THPT Lý Nhân
24839,Trường THPT bac ly,Trường THPT Bắc Lý
24840,Trường THPT nam ly,Trường THPT Nam Lý
24841,Trường THPT dan lap tran hung dao,Trường THPT Dân lập Trần Hưng Đạo
24842,Trường THPT nam cao,Trường THPT Nam Cao
24843,trung tam gdnn gdtx ly nhan,TT GDNN-GDTX Lý Nhân
24844,Trường THPT a thanh liem,Trường THPT A Thanh Liêm
24845,Trường THPT b thanh liem,Trường THPT B Thanh Liêm
24846,Trường THPT dan lap thanh liem,Trường THPT Dân lập Thanh Liêm
24847,trung tam gdnn gdtx thanhliem,TT GDNN-GDTX ThanhLiêm
24848,Trường THPT c thanh liem,Trường THPT C Thanh Liêm
24849,Trường THPT le hoan,Trường THPT Lê Hoàn
24850,cao dang thuy loi bac bo,Cao Đẳng Thủy lợi Bắc bộ
24851,Trường THPT a binh luc,Trường THPT A Bình Lục
24852,Trường THPT b binh luc,Trường THPT B Bình Lục
24853,Trường THPT c binh luc,Trường THPT C Bình Lục
24854,Trường THPT dan lap binh luc,Trường THPT Dân lập Bình Lục
24855,trung tam gdnn gdtx binh luc ttr binh my binh luc,"TT GDNN-GDTX Bình Lục TTr. Bình Mỹ, Bình Lục"
24856,Trường THPT nguyen khuyen,Trường THPT Nguyễn Khuyến
24857,Trường THPT a duy tien,Trường THPT A Duy Tiên
24858,Trường THPT b duy tien,Trường THPT B Duy Tiên
24859,Trường THPT nguyen huu tien,Trường THPT Nguyễn Hữu Tiến
24860,trung tam gdnn gdtx duy tien,TT GDNN-GDTX Duy Tiên
24861,hoc o nuoc ngoai_25,Học ở nước ngoài_25
24862,quan nhan cong an tai ngu_25,"Quân nhân, Công an tại ngũ_25"
24863,Trường THPT chuyen le hong phong,Trường THPT chuyên Lê Hồng Phong
24864,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo
24865,Trường THPT nguyen khuyen,Trường THPT Nguyễn Khuyến
24866,Trường THPT ngo quyen,Trường THPT Ngô Quyền
24867,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ
24868,truong tieu hoc Trường THCS va Trường THPT nguyen cong tru,"Trường TH, Trường THCS-THPT Nguyễn Công Trứ"
24869,Trường THPT tran quang khai,Trường THPT Trần Quang Khải
