,text,normed_text,clean_text
21692,gdnn gdtx quan ba dinh,GDNN-GDTX quận Ba Đình,GDNN-GDTX quận Ba Đình
21693,gdtx ba dinh,GDTX Ba Đình,GDTX Ba Đình
21694,cd nghe hung vuong,CĐ nghề Hùng Vương,CĐ nghề Hùng Vương
21695,cd nghe viglacera,CĐ nghề VIGLACERA,CĐ nghề VIGLACERA
21696,Trường THPT tran phu hoan kiem,Trường THPT Trần Phú-Hoàn Kiếm,THPT Trần Phú-Hoàn Kiếm
21697,Trường THPT viet duc,Trường THPT Việt Đức,THPT Việt Đức
21698,gdnn gdtx nguyen van to quan hoan kiem,GDNN-GDTX Nguyễn Văn Tố quận Hoàn Kiếm,GDNN-GDTX Nguyễn Văn Tố quận Hoàn Kiếm
21699,gdtx nguyen van to,GDTX Nguyễn Văn Tố,GDTX Nguyễn Văn Tố
21700,cao dang nghe thuat ha noi,Cao Đẳng Nghệ thuật Hà Nội,Cao Đẳng Nghệ thuật Hà Nội
21701,tc nghe dong ho dien tu tin hoc hn,TC nghề đồng hồ - điện tử - tin học HN,TC nghề đồng hồ - điện tử - tin học HN
21702,Trường THPT doan ket hai ba trung,Trường THPT Đoàn Kết-Hai Bà Trưng,THPT Đoàn Kết-Hai Bà Trưng
21703,Trường THPT thang long,Trường THPT Thăng Long,THPT Thăng Long
21704,Trường THPT tran nhan tong,Trường THPT Trần Nhân Tông,THPT Trần Nhân Tông
21705,Trường THPT dong kinh,Trường THPT Đông Kinh,THPT Đông Kinh
21706,Trường THPT hoang dieu,Trường THPT Hoàng Diệu,THPT Hoàng Diệu
21707,Trường THPT hong ha,Trường THPT Hồng Hà,THPT Hồng Hà
21708,Trường THPT mai hac de,Trường THPT Mai Hắc Đế,THPT Mai Hắc Đế
21709,Trường THCS-THPT ta quang buu,Trường THCS-THPT Tạ Quang Bửu,THCS-THPT Tạ Quang Bửu
21710,Trường THPT hoa binh la trobe ha noi,Trường THPT Hòa Bình-La Trobe-Hà Nội,THPT Hòa Bình-La Trobe-Hà Nội
21711,gdnn gdtx quan hai ba trung,GDNN-GDTX quận Hai Bà Trưng,GDNN-GDTX quận Hai Bà Trưng
21712,gdtx hai ba trung,GDTX Hai Bà Trưng,GDTX Hai Bà Trưng
21713,cd nghe bach khoa ha noi,CĐ nghề Bách Khoa Hà Nội,CĐ nghề Bách Khoa Hà Nội
21714,cd nghe kt cong nghe lod phan hieu hn,CĐ nghề KT công nghệ LOD - Phân hiệu HN,CĐ nghề KT công nghệ LOD - Phân hiệu HN
21715,tc nghe dan lap cong nghe thang long,TC nghề Dân lập Công nghệ Thăng Long,TC nghề Dân lập Công nghệ Thăng Long
21716,Trường THPT dong da,Trường THPT Đống Đa,THPT Đống Đa
21717,Trường THPT hoang cau,Trường THPT Hoàng Cầu,THPT Hoàng Cầu
21718,Trường THPT kim lien,Trường THPT Kim Liên,THPT Kim Liên
21719,Trường THPT le quy don dong da,Trường THPT Lê Quý Đôn-Đống Đa,THPT Lê Quý Đôn-Đống Đa
21720,Trường THPT phan huy chu dong da,Trường THPT Phan Huy Chú-Đống Đa,THPT Phan Huy Chú-Đống Đa
21721,Trường THPT quang trung dong da,Trường THPT Quang Trung-Đống Đa,THPT Quang Trung-Đống Đa
21722,Trường THPT bac ha dong da,Trường THPT Bắc Hà-Đống Đa,THPT Bắc Hà-Đống Đa
21723,Trường THPT ha noi,Trường THPT Hà Nội,THPT Hà Nội
21724,Trường THPT nguyen van huyen,Trường THPT Nguyễn Văn Huyên,THPT Nguyễn Văn Huyên
21725,Trường THPT phung khac khoan,Trường THPT Phùng Khắc Khoan,THPT Phùng Khắc Khoan
21726,Trường THPT to hien thanh,Trường THPT Tô Hiến Thành,THPT Tô Hiến Thành
21727,Trường THPT van hien,Trường THPT Văn Hiến,THPT Văn Hiến
21728,Trường THPT van lang,Trường THPT Văn Lang,THPT Văn Lang
21729,gdnn gdtx quan dong da,GDNN-GDTX quận Đống Đa,GDNN-GDTX quận Đống Đa
21730,gdtx dong da,GDTX Đống Đa,GDTX Đống Đa
21731,hoc vien am nhac qgvn,Học viện âm nhạc QGVN,Học viện âm nhạc QGVN
21732,dai hoc van hoa nghe thuat quan doi,Đại học Văn Hóa Nghệ thuật Quân đội,Đại học Văn Hóa Nghệ thuật Quân đội
21733,cd ky thuat thiet bi y te,CĐ Kỹ thuật thiết bị y tế,CĐ Kỹ thuật thiết bị y tế
21734,cd nghe cong nghiep ha noi,CĐ nghề Công nghiệp Hà Nội,CĐ nghề Công nghiệp Hà Nội
21735,tc nghe cong doan viet nam,TC nghề Công đoàn Việt Nam,TC nghề Công đoàn Việt Nam
21736,tc nghe may va thoi trang ha noi,TC nghề may và thời trang Hà Nội,TC nghề may và thời trang Hà Nội
21737,tc nghe nau an va nghiep vu khach san hn,TC nghề Nấu ăn và Nghiệp vụ khách sạn HN,TC nghề Nấu ăn và Nghiệp vụ khách sạn HN
21738,tc nghe thong tin va truyen thong hn,TC nghề thông tin và truyền thông HN,TC nghề thông tin và truyền thông HN
21739,truong nghe thuat quan doi,Trường Nghệ thuật Quân đội,Nghệ thuật Quân đội
21740,Trường THPT chu van an,Trường THPT Chu Văn An,THPT Chu Văn An
21741,Trường THPT tay ho,Trường THPT Tây Hồ,THPT Tây Hồ
21742,Trường THPT dong do,Trường THPT Đông Đô,THPT Đông Đô
21743,Trường THPT ha noi academy,Trường THPT Hà Nội Academy,THPT Hà Nội Academy
21744,gdnn gdtx quan tay ho,GDNN-GDTX quận Tây Hồ,GDNN-GDTX quận Tây Hồ
21745,gdtx tay ho,GDTX Tây Hồ,GDTX Tây Hồ
21746,tc nghe ky nghe thuc hanh hipt,TC nghề Kỹ nghệ thực hành HIPT,TC nghề Kỹ nghệ thực hành HIPT
21747,Trường THPT cau giay,Trường THPT Cầu Giấy,THPT Cầu Giấy
21748,Trường THPT chuyen dai hoc su pham,Trường THPT chuyên Đại học Sư phạm,THPT chuyên Đại học Sư phạm
21749,Trường THPT chuyen ha noi amsterdam,Trường THPT chuyên Hà Nội Amsterdam,THPT chuyên Hà Nội Amsterdam
21750,Trường THPT chuyen ngoai ngu,Trường THPT chuyên Ngoại ngữ,THPT chuyên Ngoại ngữ
21751,Trường THCS-THPT nguyen tat thanh,Trường THCS-THPT Nguyễn Tất Thành,THCS-THPT Nguyễn Tất Thành
21752,Trường THPT yen hoa,Trường THPT Yên Hòa,THPT Yên Hòa
21753,Trường THPT hong bang,Trường THPT Hồng Bàng,THPT Hồng Bàng
21754,Trường THCS-THPT luong the vinh,Trường THCS-THPT Lương Thế Vinh,THCS-THPT Lương Thế Vinh
21755,Trường THPT luong van can,Trường THPT Lương Văn Can,THPT Lương Văn Can
21756,Trường THPT ly thai to,Trường THPT Lý Thái Tổ,THPT Lý Thái Tổ
21757,Trường THCS-THPT nguyen binh khiem cau giay,Trường THCS-THPT Nguyễn Bỉnh Khiêm- Cầu Giấy,THCS-THPT Nguyễn Bỉnh Khiêm- Cầu Giấy
21758,Trường THCS-THPT nguyen sieu,Trường THCS-THPT Nguyễn Siêu,THCS-THPT Nguyễn Siêu
21759,gdnn gdtx quan cau giay,GDNN-GDTX quận Cầu Giấy,GDNN-GDTX quận Cầu Giấy
21760,gdtx dn cau giay,GDTX-DN Cầu Giấy,GDTX-DN Cầu Giấy
21761,trung cap nt xiec va tap ky viet nam,Trung cấp NT Xiếc và Tạp kỹ Việt Nam,TC NT Xiếc và Tạp kỹ Việt Nam
21762,cao dang su pham trung uong,Cao Đẳng Sư phạm Trung ương,Cao Đẳng Sư phạm Trung ương
21763,cd nghe co dien ha noi,CĐ nghề cơ điện Hà Nội,CĐ nghề cơ điện Hà Nội
21764,cd nghe phu chau,CĐ nghề Phú Châu,CĐ nghề Phú Châu
21765,cd nghe tran hung dao,CĐ nghề Trần Hưng Đạo,CĐ nghề Trần Hưng Đạo
21766,truong cd mua viet nam,Trường CĐ Múa Việt Nam,CĐ Múa Việt Nam
21767,Trường THPT chuyen khoa hoc tu nhien,Trường THPT chuyên Khoa học tự nhiên,THPT chuyên Khoa học tự nhiên
21768,Trường THPT nhan chinh,Trường THPT Nhân Chính,THPT Nhân Chính
21769,Trường THPT tran hung dao thanh xuan,Trường THPT Trần Hưng Đạo-Thanh Xuân,THPT Trần Hưng Đạo-Thanh Xuân
21770,Trường THPT dao duy tu,Trường THPT Đào Duy Từ,THPT Đào Duy Từ
21771,Trường THPT dai viet,Trường THPT Đại Việt,THPT Đại Việt
21772,Trường THPT ho tung mau,Trường THPT Hồ Tùng Mậu,THPT Hồ Tùng Mậu
21773,Trường THPT ho xuan huong,Trường THPT Hồ Xuân Hương,THPT Hồ Xuân Hương
21774,Trường THPT huynh thuc khang,Trường THPT Huỳnh Thúc Kháng,THPT Huỳnh Thúc Kháng
21775,Trường THPT nguyen du me linh,Trường THPT Nguyễn Du-Mê Linh,THPT Nguyễn Du-Mê Linh
21776,Trường THPT nguyen tat thanh son tay,Trường THPT Nguyễn Tất Thành-Sơn Tây,THPT Nguyễn Tất Thành-Sơn Tây
21777,Trường THPT hoang mai,Trường THPT Hoàng Mai,THPT Hoàng Mai
21778,Trường THPT phan boi chau,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
21779,Trường THPT luong the vinh truoc 9 2015,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
21780,Trường THPT nguyen truong to,Trường THPT Nguyễn Trường Tộ,THPT Nguyễn Trường Tộ
21781,Trường THPT dong nam a truoc 12 2017,Trường THPT Đông Nam Á,THPT Đông Nam Á
21782,gdnn gdtx quan thanh xuan,GDNN-GDTX quận Thanh Xuân,GDNN-GDTX quận Thanh Xuân
21783,gdtx thanh xuan,GDTX Thanh Xuân,GDTX Thanh Xuân
21784,tc nghe cong nghe oto,TC nghề Công nghệ ôtô,TC nghề Công nghệ ôtô
21785,tc nghe kinh te ky thuat vinamotor,TC nghề Kinh tế Kỹ thuật vinamotor,TC nghề Kinh tế Kỹ thuật vinamotor
21786,tc nghe so 10,TC nghề số 10,TC nghề số 10
21787,Trường THPT hoang van thu,Trường THPT Hoàng Văn Thụ,THPT Hoàng Văn Thụ
21788,Trường THPT truong dinh,Trường THPT Trương Định,THPT Trương Định
21789,Trường THPT viet nam ba lan,Trường THPT Việt Nam-Ba Lan,THPT Việt Nam-Ba Lan
21790,Trường THPT nguyen dinh chieu,Trường THPT Nguyễn Đình Chiểu,THPT Nguyễn Đình Chiểu
21791,Trường THPT phuong nam,Trường THPT Phương Nam,THPT Phương Nam
21792,Trường THPT tran quang khai,Trường THPT Trần Quang Khải,THPT Trần Quang Khải
21793,Trường THCS-THPT quoc te thang long,Trường THCS-THPT Quốc tế Thăng Long,THCS-THPT Quốc tế Thăng Long
21794,gdnn gdtx quan hoang mai,GDNN-GDTX quận Hoàng Mai,GDNN-GDTX quận Hoàng Mai
21795,gdtx hoang mai,GDTX Hoàng Mai,GDTX Hoàng Mai
21796,cd nghe kinh doanh va cong nghe ha noi,CĐ nghề kinh doanh và công nghệ Hà Nội,CĐ nghề kinh doanh và công nghệ Hà Nội
21797,tc nghe du lich ha noi,TC nghề Du lịch Hà Nội,TC nghề Du lịch Hà Nội
21798,tc nghe giao thong van tai,TC nghề Giao thông Vận tải,TC nghề Giao thông Vận tải
21799,tc nghe ky thuat va nghiep vu xd hn,TC nghề Kỹ thuật và Nghiệp vụ XD HN,TC nghề Kỹ thuật và Nghiệp vụ XD HN
21800,tc nghe so 17,TC nghề số 17,TC nghề số 17
21801,Trường THPT ly thuong kiet,Trường THPT Lý Thường Kiệt,THPT Lý Thường Kiệt
21802,Trường THPT nguyen gia thieu,Trường THPT Nguyễn Gia Thiều,THPT Nguyễn Gia Thiều
21803,Trường THPT thach ban,Trường THPT Thạch Bàn,THPT Thạch Bàn
21804,Trường THPT phuc loi,Trường THPT Phúc Lợi,THPT Phúc Lợi
21805,Trường THPT le van thiem,Trường THPT Lê Văn Thiêm,THPT Lê Văn Thiêm
21806,Trường THPT tay son,Trường THPT Tây Sơn,THPT Tây Sơn
21807,Trường THPT van xuan long bien,Trường THPT Vạn Xuân-Long Biên,THPT Vạn Xuân-Long Biên
21808,Trường THPT wellspring mua xuan,Trường THPT Wellspring-Mùa Xuân,THPT Wellspring-Mùa Xuân
21809,gdnn gdtx quan long bien,GDNN-GDTX quận Long Biên,GDNN-GDTX quận Long Biên
21810,gdtx viet hung,GDTX Việt Hưng,GDTX Việt Hưng
21811,trung cap quang trung,Trung cấp Quang Trung,TC Quang Trung
21812,cd nghe duong sat i,CĐ nghề đường sắt I,CĐ nghề đường sắt I
21813,cd nghe long bien,CĐ nghề Long Biên,CĐ nghề Long Biên
21814,Trường THPT nguyen thi minh khai,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
21815,Trường THPT thuong cat,Trường THPT Thượng Cát,THPT Thượng Cát
21816,Trường THPT xuan dinh,Trường THPT Xuân Đỉnh,THPT Xuân Đỉnh
21817,Trường THPT khoa hoc giao duc,Trường THPT Khoa học Giáo dục,THPT Khoa học Giáo dục
21818,Trường THPT doan thi diem,Trường THPT Đoàn Thị Điểm,THPT Đoàn Thị Điểm
21819,Trường THCS-THPT ha thanh,Trường THCS-THPT Hà Thành,THCS-THPT Hà Thành
21820,Trường THPT tay do,Trường THPT Tây Đô,THPT Tây Đô
21821,Trường THPT viet hoang,Trường THPT Việt Hoàng,THPT Việt Hoàng
21822,Trường THPT nguyen hue,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
21823,Trường THPT le thanh tong tu 12 2013 den 9 2015,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
21824,cd nghe van lang ha noi,CĐ nghề Văn Lang Hà Nội,CĐ nghề Văn Lang Hà Nội
21825,tc nghe dan lap quang trung,TC nghề Dân lập Quang Trung,TC nghề Dân lập Quang Trung
21826,tc nghe giao thong cong chinh ha noi,TC nghề Giao thông Công chính Hà Nội,TC nghề Giao thông Công chính Hà Nội
21827,tc nghe giao thong van tai thang long,TC nghề Giao thông Vận tải Thăng Long,TC nghề Giao thông Vận tải Thăng Long
21828,Trường THPT ngoc hoi,Trường THPT Ngọc Hồi,THPT Ngọc Hồi
21829,Trường THPT ngo thi nham,Trường THPT Ngô Thì Nhậm,THPT Ngô Thì Nhậm
21830,Trường THPT dong my,Trường THPT Đông Mỹ,THPT Đông Mỹ
21831,Trường THPT le thanh tong,Trường THPT Lê Thánh Tông,THPT Lê Thánh Tông
21832,Trường THPT luong the vinh tu 9 2015 den 4 2017,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
21833,gdnn gdtx huyen thanh tri,GDNN-GDTX huyện Thanh Trì,GDNN-GDTX huyện Thanh Trì
21834,gdtx dong my,GDTX Đông Mỹ,GDTX Đông Mỹ
21835,gdtx thanh tri,GDTX Thanh Trì,GDTX Thanh Trì
21836,tc nghe so 18,TC nghề số 18,TC nghề số 18
21837,tc nghe t thuc formach,TC nghề T thục Formach,TC nghề T thục Formach
21838,Trường THPT cao ba quat gia lam,Trường THPT Cao Bá Quát-Gia Lâm,THPT Cao Bá Quát-Gia Lâm
21839,Trường THPT duong xa,Trường THPT Dương Xá,THPT Dương Xá
21840,Trường THPT nguyen van cu,Trường THPT Nguyễn Văn Cừ,THPT Nguyễn Văn Cừ
21841,Trường THPT yen vien,Trường THPT Yên Viên,THPT Yên Viên
21842,Trường THPT bac duong,Trường THPT Bắc Đuống,THPT Bắc Đuống
21843,Trường THPT le ngoc han,Trường THPT Lê Ngọc Hân,THPT Lê Ngọc Hân
21844,Trường THPT ly thanh tong,Trường THPT Lý Thánh Tông,THPT Lý Thánh Tông
21845,Trường THPT to hieu gia lam,Trường THPT Tô Hiệu-Gia Lâm,THPT Tô Hiệu-Gia Lâm
21846,gdnn gdtx huyen gia lam,GDNN-GDTX huyện Gia Lâm,GDNN-GDTX huyện Gia Lâm
21847,gdtx dinh xuyen,GDTX Đình Xuyên,GDTX Đình Xuyên
21848,gdtx phu thi,GDTX Phú Thị,GDTX Phú Thị
21849,cd nghe ky thuat my nghe viet nam,CĐ nghề Kỹ thuật Mỹ nghệ Việt Nam,CĐ nghề Kỹ thuật Mỹ nghệ Việt Nam
21850,tc nghe co khi xay dung,TC nghề Cơ khí xây dựng,TC nghề Cơ khí xây dựng
21851,Trường THPT bac thang long,Trường THPT Bắc Thăng Long,THPT Bắc Thăng Long
21852,Trường THPT co loa,Trường THPT Cổ Loa,THPT Cổ Loa
21853,Trường THPT dong anh,Trường THPT Đông Anh,THPT Đông Anh
21854,Trường THPT lien ha,Trường THPT Liên Hà,THPT Liên Hà
21855,Trường THPT van noi,Trường THPT Vân Nội,THPT Vân Nội
21856,Trường THPT an duong vuong,Trường THPT An Dương Vương,THPT An Dương Vương
21857,Trường THPT ngo quyen dong anh,Trường THPT Ngô Quyền-Đông Anh,THPT Ngô Quyền-Đông Anh
21858,Trường THPT ngo tat to,Trường THPT Ngô Tất Tố,THPT Ngô Tất Tố
21859,Trường THPT pham ngu lao,Trường THPT Phạm Ngũ Lão,THPT Phạm Ngũ Lão
21860,Trường THPT le hong phong,Trường THPT Lê Hồng Phong,THPT Lê Hồng Phong
21861,Trường THPT kinh do,Trường THPT Kinh Đô,THPT Kinh Đô
21862,Trường THPT hoang long truoc 7 2016,Trường THPT Hoàng Long,THPT Hoàng Long
21863,gdnn gdtx huyen dong anh,GDNN-GDTX huyện Đông Anh,GDNN-GDTX huyện Đông Anh
21864,gdtx dong anh,GDTX Đông Anh,GDTX Đông Anh
21865,cd nghe ky thuat cong nghe,CĐ nghề Kỹ thuật Công nghệ,CĐ nghề Kỹ thuật Công nghệ
21866,cd nghe thang long,CĐ nghề Thăng Long,CĐ nghề Thăng Long
21867,tc nghe co khi 1 ha noi,TC nghề Cơ khí 1 Hà Nội,TC nghề Cơ khí 1 Hà Nội
21868,Trường THPT da phuc,Trường THPT Đa Phúc,THPT Đa Phúc
21869,Trường THPT minh phu,Trường THPT Minh Phú,THPT Minh Phú
21870,Trường THPT soc son,Trường THPT Sóc Sơn,THPT Sóc Sơn
21871,Trường THPT trung gia,Trường THPT Trung Giã,THPT Trung Giã
21872,Trường THPT xuan giang,Trường THPT Xuân Giang,THPT Xuân Giang
21873,Trường THPT dang thai mai,Trường THPT Đặng Thai Mai,THPT Đặng Thai Mai
21874,Trường THPT lam hong,Trường THPT Lam Hồng,THPT Lam Hồng
21875,Trường THPT lac long quan,Trường THPT Lạc Long Quân,THPT Lạc Long Quân
21876,Trường THPT mac dinh chi,Trường THPT Mạc Đĩnh Chi,THPT Mạc Đĩnh Chi
21877,Trường THPT minh tri,Trường THPT Minh Trí,THPT Minh Trí
21878,Trường THPT dl nguyen thuong hien truoc 10 2017,Trường THPT DL Nguyễn Thượng Hiền,THPT DL Nguyễn Thượng Hiền
21879,Trường THPT dl phung khac khoan truoc 7 2017,Trường THPT DL Phùng Khắc Khoan,THPT DL Phùng Khắc Khoan
21880,gdnn gdtx huyen soc son,GDNN-GDTX huyện Sóc Sơn,GDNN-GDTX huyện Sóc Sơn
21881,gdtx soc son,GDTX Sóc Sơn,GDTX Sóc Sơn
21882,cd nghe dien,CĐ nghề điện,CĐ nghề điện
21883,tc nghe cong trinh i,TC nghề Công trình I,TC nghề Công trình I
21884,tc nghe dan lap co do,TC nghề Dân lập Cờ Đỏ,TC nghề Dân lập Cờ Đỏ
21885,Trường THPT chuyen nguyen hue,Trường THPT chuyên Nguyễn Huệ,THPT chuyên Nguyễn Huệ
21886,Trường THPT le loi,Trường THPT Lê Lợi,THPT Lê Lợi
21887,Trường THPT le quy don ha dong,Trường THPT Lê Quý Đôn-Hà Đông,THPT Lê Quý Đôn-Hà Đông
21888,Trường THPT quang trung ha dong,Trường THPT Quang Trung-Hà Đông,THPT Quang Trung-Hà Đông
21889,Trường THPT tran hung dao ha dong,Trường THPT Trần Hưng Đạo-Hà Đông,THPT Trần Hưng Đạo-Hà Đông
21890,Trường THPT ha dong,Trường THPT Hà Đông,THPT Hà Đông
21891,pt quoc te viet nam,Trường THPT Quốc Tế Việt Nam,THPT Quốc Tế Việt Nam
21892,Trường THPT ngo gia tu,Trường THPT Ngô Gia Tự,THPT Ngô Gia Tự
21893,pt phung hung truoc 9 2016,Trường THPT Phùng Hưng,THPT Phùng Hưng
21894,gdnn gdtx quan ha dong,GDNN-GDTX quận Hà Đông,GDNN-GDTX quận Hà Đông
21895,gdtx ha tay,GDTX Hà Tây,GDTX Hà Tây
21896,tc nghe dao tao nhan luc vinaconex xa dong mai quan ha dong tp ha noi,"TC nghề Đào tạo nhân lực Vinaconex Xã Đồng Mai, Quận Hà Đông, TP Hà Nội","TC nghề Đào tạo nhân lực Vinaconex Xã Đồng Mai, Quận Hà Đông, TP Hà Nội"
21897,tc nghe tong hop ha noi,TC nghề Tổng hợp Hà Nội,TC nghề Tổng hợp Hà Nội
21898,Trường THPT son tay,Trường THPT Sơn Tây,THPT Sơn Tây
21899,Trường THPT tung thien,Trường THPT Tùng Thiện,THPT Tùng Thiện
21900,Trường THPT xuan khanh,Trường THPT Xuân Khanh,THPT Xuân Khanh
21901,pt vo thuat bao long,Trường THPT Võ Thuật Bảo Long,THPT Võ Thuật Bảo Long
21902,Trường THPT nguyen tat thanh son tay truoc 3 2019,Trường THPT Nguyễn Tất Thành-Sơn Tây,THPT Nguyễn Tất Thành-Sơn Tây
21903,gdnn gdtx thi xa son tay,GDNN-GDTX thị xã Sơn Tây,GDNN-GDTX thị xã Sơn Tây
21904,gdtx son tay,GDTX Sơn Tây,GDTX Sơn Tây
21905,tc nghe son tay,TC nghề Sơn Tây,TC nghề Sơn Tây
21906,tc nghe thang long,TC nghề Thăng Long,TC nghề Thăng Long
21907,Trường THPT ba vi,Trường THPT Ba Vì,THPT Ba Vì
21908,Trường THPT bat bat,Trường THPT Bất Bạt,THPT Bất Bạt
