text,normed_text,normed_text_2
"Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa","Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa","Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa"
VHU,Đại Học Văn Hiến,Đại Học Văn Hiến
Đại Học Văn Lang,Đại Học Văn Lang,Đại Học Văn Lang
TVU,Đại học Trưng Vương,Đại học Trưng Vương
Đại Học Công Nghệ Vạn Xuân,Đại Học Công Nghệ Vạn Xuân,Đại Học Công Nghệ Vạn Xuân
EIU,Đại Học Quốc Tế Miền Đông,Đại Học Quốc Tế Miền Đông
Đại Học Giao Thông Vận Tải ( Cơ sở Phía Bắc ),Đại Học Giao Thông Vận Tải ,Đại Học Giao Thông Vận Tải
Đại Học Giao Thông Vận Tải ( Cơ sở Phía Nam),Đại Học Giao Thông Vận Tải ,Đại Học Giao Thông Vận Tải
UTT,Đại học Công nghệ Giao thông vận tải,Đại học Công nghệ Giao thông vận tải
UTC,Đại Học Giao Thông Vận Tải TP.HCM,Đại Học Giao Thông Vận Tải TP.HCM
AJC,Học Viện Báo Chí – Tuyên Truyền,Học Viện Báo Chí – Tuyên Truyền
HIU,Đại Học Quốc Tế Hồng Bàng,Đại Học Quốc Tế Hồng Bàng
Học Viện Chính Sách và Phát Triển,Học Viện Chính Sách và Phát Triển,Học Viện Chính Sách và Phát Triển
Học Viện Hậu Cần - Hệ Quân sự,Học Viện Hậu Cần - Hệ Quân sự,Học Viện Hậu Cần - Hệ Quân sự
Trường Sĩ Quan Phòng Hóa,Sĩ Quan Phòng Hóa,Sĩ Quan Phòng Hóa
VIMARU,Đại Học Hàng Hải,Đại Học Hàng Hải
VAA,Học Viện Hàng Không Việt Nam,Học Viện Hàng Không Việt Nam
HLU,Đại Học Luật Hà Nội,Đại Học Luật Hà Nội
HNMU,Đại học Thủ Đô Hà Nội,Đại học Thủ Đô Hà Nội
VUTM,Học Viện Y Dược Học Cổ Truyền Việt Nam,Học Viện Y Dược Học Cổ Truyền Việt Nam
CTUT,Đại học Kỹ Thuật Công Nghệ Cần Thơ,Đại học Kỹ Thuật Công Nghệ Cần Thơ
NEU,Đại Học Kinh Tế Quốc Dân,Đại Học Kinh Tế Quốc Dân
UEH,Đại Học Kinh Tế TP.HCM,Đại Học Kinh Tế TP.HCM
UEF,Đại Học Kinh Tế -Tài Chính TP.HCM,Đại Học Kinh Tế -Tài Chính TP.HCM
Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn
Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ
OU,Đại Học Mở TP.HCM,Đại Học Mở TP.HCM
UMG,Đại Học Mỏ Địa Chất,Đại Học Mỏ Địa Chất
BUH,Đại Học Ngân Hàng TP.HCM,Đại Học Ngân Hàng TP.HCM
Đại Học Ngoại Thương ( Cơ sở phía Bắc ),Đại Học Ngoại Thương ,Đại Học Ngoại Thương
Đại Học Ngoại Thương (phía Nam),Đại Học Ngoại Thương ,Đại Học Ngoại Thương
NTTU,Đại Học Nguyễn Tất Thành,Đại Học Nguyễn Tất Thành
ADAFA,Học Viện Phòng Không – Không Quân,Học Viện Phòng Không – Không Quân
Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,Đại Học Bách Khoa – Đại học Quốc Gia TP.HCM,Đại Học Bách Khoa – Đại học Quốc Gia TP.HCM
Đại Học Công Nghệ Thông Tin,Đại Học Công Nghệ Thông Tin,Đại Học Công Nghệ Thông Tin
Đại học Kinh Tế – Luật -Đại Học Quốc Gia TPHCM,Đại học Kinh Tế – Luật - Đại học Quốc Gia TP.HCM,Đại học Kinh Tế – Luật - Đại học Quốc Gia TP.HCM
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,Đại Học Quốc Tế – Đại học Quốc Gia TP.HCM,Đại Học Quốc Tế – Đại học Quốc Gia TP.HCM
Đại Học Khoa Học Tự Nhiên,Đại Học Khoa Học Tự Nhiên,Đại Học Khoa Học Tự Nhiên
Đại Học Khoa Học Xã Hội và Nhân Văn,Đại Học Khoa Học Xã Hội và Nhân Văn,Đại Học Khoa Học Xã Hội và Nhân Văn
Khoa Y - Đại học Quốc Gia TPHCM,Khoa Y - Đại học Quốc Gia TP.HCM,Khoa Y - Đại học Quốc Gia TP.HCM
SGU,Đại Học Sài Gòn,Đại Học Sài Gòn
HCMUP,Đại Học Sư Phạm TP.HCM,Đại Học Sư Phạm TP.HCM
AGU,Đại Học An Giang,Đại Học An Giang
DLU,Đại Học Đà Lạt,Đại Học Đà Lạt
NTU,Đại Học Nguyễn Trãi,Đại Học Nguyễn Trãi
Đại Học Văn Hóa Hà Nội,Đại Học Văn Hóa Hà Nội,Đại Học Văn Hóa Hà Nội
UMC,Đại Học Y Dược TP.HCM,Đại Học Y Dược TP.HCM
UTM,Đại Học Công Nghệ và Quản Lý Hữu Nghị,Đại Học Công Nghệ và Quản Lý Hữu Nghị
EAUT,Đại học Công nghệ Đông Á,Đại học Công nghệ Đông Á
PCTU,Đại học Phan Châu Trinh,Đại học Phan Châu Trinh
YU,Đại học Yersin Đà Lạt,Đại học Yersin Đà Lạt
HUL,Đại học Luật TP.HCM,Đại học Luật TP.HCM
NUAE,Đại Học Sư Phạm Nghệ Thuật Trung Ương,Đại Học Sư Phạm Nghệ Thuật Trung Ương
HPU,Đại Học Hải Phòng,Đại Học Hải Phòng
HLUV,Đại Học Hoa Lư,Đại Học Hoa Lư
Đại Học Quang Trung,Đại Học Quang Trung,Đại Học Quang Trung
FBU,Đại Học Tài Chính Ngân Hàng Hà Nội,Đại Học Tài Chính Ngân Hàng Hà Nội
Đại Học Hà Tĩnh,Đại Học Hà Tĩnh,Đại Học Hà Tĩnh
VYA,Học Viện Thanh Thiếu Niên Việt Nam,Học Viện Thanh Thiếu Niên Việt Nam
Đại Học Dầu Khí Việt Nam,Đại Học Dầu Khí Việt Nam,Đại Học Dầu Khí Việt Nam
DTU,Đại Học Đồng Tháp,Đại Học Đồng Tháp
HNUE,Đại Học Sư Phạm Hà Nội,Đại Học Sư Phạm Hà Nội
HCMUTE,Đại Học Sư Phạm Kỹ Thuật TP.HCM,Đại Học Sư Phạm Kỹ Thuật TP.HCM
CTU,Đại Học Cần Thơ,Đại Học Cần Thơ
TDMU,Đại học Thủ Dầu Một,Đại học Thủ Dầu Một
VINHUNI,Đại Học Vinh,Đại Học Vinh
Đại Học Dân Lập Duy Tân,Đại Học Dân Lập Duy Tân,Đại Học Dân Lập Duy Tân
Đại học Kiểm Sát Hà Nội,Đại học Kiểm Sát Hà Nội,Đại học Kiểm Sát Hà Nội
HDU,Đại Học Hồng Đức,Đại Học Hồng Đức
VWA,Học Viện Phụ Nữ Việt Nam,Học Viện Phụ Nữ Việt Nam
DAV,Học Viện Ngoại Giao,Học Viện Ngoại Giao
HTA,Học viện Tòa án,Học viện Tòa án
HVTC,Học Viện Tài Chính,Học Viện Tài Chính
HVN,Học Viện Nông Nghiệp Việt Nam,Học Viện Nông Nghiệp Việt Nam
Trường Sĩ Quan Không Quân - Hệ Đại học,Sĩ Quan Không Quân - Hệ Đại học,Sĩ Quan Không Quân - Hệ Đại học
ACTVN,Học Viện Kỹ Thuật Mật Mã,Học Viện Kỹ Thuật Mật Mã
Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự
HAU,Đại Học Kiến Trúc Hà Nội,Đại Học Kiến Trúc Hà Nội
UAH,Đại Học Kiến Trúc TP.HCM,Đại Học Kiến Trúc TP.HCM
DHCD,Đại Học Công Đoàn,Đại Học Công Đoàn
HOU,Viện Đại Học Mở Hà Nội,Viện Đại Học Mở Hà Nội
HANU,Đại Học Hà Nội,Đại Học Hà Nội
Học Viện Khoa Học Quân Sự - Hệ Quân sự,Học Viện Khoa Học Quân Sự - Hệ Quân sự,Học Viện Khoa Học Quân Sự - Hệ Quân sự
FPU-N,Đại Học Phòng Cháy Chữa Cháy ,Đại Học Phòng Cháy Chữa Cháy
Đại Học Phòng Cháy Chữa Cháy (phía Nam),Đại Học Phòng Cháy Chữa Cháy ,Đại Học Phòng Cháy Chữa Cháy
VNU,Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội
ULIS-VNU,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội
VNU-UT,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội
VNU-LS,Khoa Luật – Đại Học Quốc Gia Hà Nội,Khoa Luật – Đại Học Quốc Gia Hà Nội
VNU-IS,Khoa Quốc Tế – Đại Học Quốc Gia Hà Nội,Khoa Quốc Tế – Đại Học Quốc Gia Hà Nội
Đại Học Giáo Dục - Đại học Quốc Gia Hà Nội,Đại Học Giáo Dục - Đại học Quốc Gia Hà Nội,Đại Học Giáo Dục - Đại học Quốc Gia Hà Nội
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội
SMP-VNUH,Khoa Y Dược - Đại học Quốc Gia Hà Nội,Khoa Y Dược - Đại học Quốc Gia Hà Nội
SDU,Đại học Sao Đỏ,Đại học Sao Đỏ
UTEHY,Đại Học Sư Phạm Kỹ Thuật Hưng Yên,Đại Học Sư Phạm Kỹ Thuật Hưng Yên
HPU2,Đại Học Sư Phạm Hà Nội 2,Đại Học Sư Phạm Hà Nội 2
DST,Khoa Công Nghệ – Đại Học Đà Nẵng,Khoa Công Nghệ – Đại Học Đà Nẵng
Đại Học Kinh Tế – Đại Học Đà Nẵng,Đại Học Kinh Tế – Đại Học Đà Nẵng,Đại Học Kinh Tế – Đại Học Đà Nẵng
T31,Học Viện An Ninh Nhân Dân,Học Viện An Ninh Nhân Dân
VPSU,Đại Học An Ninh Nhân Dân,Đại Học An Ninh Nhân Dân
VABDF,Học Viện Biên Phòng,Học Viện Biên Phòng
T32,Học Viện Cảnh Sát Nhân Dân,Học Viện Cảnh Sát Nhân Dân
PPU,Đại Học Cảnh Sát Nhân Dân,Đại Học Cảnh Sát Nhân Dân
OVSF,Sĩ Quan Đặc Công,Sĩ Quan Đặc Công
Phân hiệu Đại học Nông Lâm TP. HCM tại Gia Lai,Phân hiệu Đại học Nông Lâm TP.HCM tại Gia Lai,Phân hiệu Đại học Nông Lâm TP.HCM tại Gia Lai
Phân hiệu Đại học Nông Lâm TP. HCM tại Ninh Thuận,Phân hiệu Đại học Nông Lâm TP.HCM tại Ninh Thuận,Phân hiệu Đại học Nông Lâm TP.HCM tại Ninh Thuận
NLU,Đại Học Nông Lâm TP.HCM,Đại Học Nông Lâm TP.HCM
HMU,Đại Học Y Hà Nội,Đại Học Y Hà Nội
IUH,Đại Học Công Nghiệp TP.HCM,Đại Học Công Nghiệp TP.HCM
NAVA,Học Viện Hải Quân,Học Viện Hải Quân
Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,Sĩ Quan Chính Trị - Đại Học Chính Trị,Sĩ Quan Chính Trị - Đại Học Chính Trị
VNAU,Đại Học Mỹ Thuật Việt Nam,Đại Học Mỹ Thuật Việt Nam
HVNH,Học Viện Ngân Hàng,Học Viện Ngân Hàng
AOSV,Sĩ Quan Pháo Binh,Sĩ Quan Pháo Binh
TMU,Đại Học Thương Mại,Đại Học Thương Mại
Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Quân sự,Sĩ Quan Kĩ Thuật Quân Sự - Hệ Quân sự,Sĩ Quan Kĩ Thuật Quân Sự - Hệ Quân sự
Học Viện Quân Y - Hệ Quân sự,Học Viện Quân Y - Hệ Quân sự,Học Viện Quân Y - Hệ Quân sự
VUTED,Đại học Sư phạm Kỹ thuật Vinh,Đại học Sư phạm Kỹ thuật Vinh
HUST,Đại Học Bách Khoa Hà Nội,Đại Học Bách Khoa Hà Nội
HUPH,Đại Học Y Tế Công Cộng,Đại Học Y Tế Công Cộng
HCA,Học viện cán bộ TP.HCM,Học viện cán bộ TP.HCM
Đại Học Sư Phạm Kỹ Thuật Nam Định,Đại Học Sư Phạm Kỹ Thuật Nam Định,Đại Học Sư Phạm Kỹ Thuật Nam Định
KGU,Đại học Kiên Giang,Đại học Kiên Giang
RMIT,Đại học RMIT Việt Nam,Đại học RMIT Việt Nam
TNU,Đại Học Tây Nguyên,Đại Học Tây Nguyên
CIT,Cao Đẳng Công Nghệ Thông Tin – Đại Học Đà Nẵng,Cao Đẳng Công Nghệ Thông Tin – Đại Học Đà Nẵng
NUCE,Đại Học Xây Dựng Hà Nội,Đại Học Xây Dựng Hà Nội
IMT,Học Viện Kĩ Thuật Quân Sự - Hệ Dân sự,Học Viện Kĩ Thuật Quân Sự - Hệ Dân sự
VGU,Đại Học Việt Đức,Đại Học Việt Đức
WRU,Đại Học Thủy Lợi ,Đại Học Thủy Lợi
TNUT,Đại Học Kỹ Thuật Công Nghiệp – Đại Học Thái Nguyên,Đại Học Kỹ Thuật Công Nghiệp – Đại Học Thái Nguyên
Đại Học Lâm Nghiệp ( Cơ sở 1 ),Đại Học Lâm Nghiệp ,Đại Học Lâm Nghiệp
Đại Học Lâm Nghiệp ( Cơ sở 2 ),Đại Học Lâm Nghiệp ,Đại Học Lâm Nghiệp
PNTUM,Đại Học Y Khoa Phạm Ngọc Thạch,Đại Học Y Khoa Phạm Ngọc Thạch
HCMUFA,Đại Học Mỹ Thuật TP.HCM,Đại Học Mỹ Thuật TP.HCM
BDU,Đại Học Bình Dương,Đại Học Bình Dương
Học Viện Hành Chính Quốc Gia ( phía Bắc ),Học Viện Hành Chính Quốc Gia ,Học Viện Hành Chính Quốc Gia
Học Viện Hành Chính Quốc Gia (phía Nam),Học Viện Hành Chính Quốc Gia ,Học Viện Hành Chính Quốc Gia
Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ,Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân
Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Nam ),Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ,Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân
PAPPV,Học Viện Chính Trị Công An Nhân Dân,Học Viện Chính Trị Công An Nhân Dân
UIFA,Đại Học Mỹ Thuật Công Nghiệp,Đại Học Mỹ Thuật Công Nghiệp
Đại Học Văn Hóa – Nghệ Thuật Quân Đội,Đại Học Văn Hóa – Nghệ Thuật Quân Đội,Đại Học Văn Hóa – Nghệ Thuật Quân Đội
HCMUC,Đại Học Văn Hóa TP.HCM,Đại Học Văn Hóa TP.HCM
HATC,Đại Học Sân Khấu Điện Ảnh,Đại Học Sân Khấu Điện Ảnh
HCMCONS,Nhạc Viện TP.HCM,hạc Viện TP.HCM
Đại Học Sư Phạm Thể Dục Thể Thao TPHCM,Đại Học Sư Phạm Thể Dục Thể Thao TP.HCM,Đại Học Sư Phạm Thể Dục Thể Thao TP.HCM
SIU,Đại Học Quốc Tế Sài Gòn,Đại Học Quốc Tế Sài Gòn
Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Dân sự,Sĩ Quan Kĩ Thuật Quân Sự - Hệ Dân sự,Sĩ Quan Kĩ Thuật Quân Sự - Hệ Dân sự
Học Viện Khoa Học Quân Sự - Hệ Dân sự,Học Viện Khoa Học Quân Sự - Hệ Dân sự,Học Viện Khoa Học Quân Sự - Hệ Dân sự
VNMA,Học Viện Quân Y - Hệ Dân sự,Học Viện Quân Y - Hệ Dân sự
Học Viện Hậu Cần - Hệ Dân sự,Học Viện Hậu Cần - Hệ Dân sự,Học Viện Hậu Cần - Hệ Dân sự
Học Viện Ngân Hàng Phân Viện Bắc Ninh,Học Viện Ngân Hàng Phân Viện Bắc Ninh,Học Viện Ngân Hàng Phân Viện Bắc Ninh
Học Viên Ngân Hàng ( Phân Viện Phú Yên ),Học Viên Ngân Hàng ,Học Viên Ngân Hàng
NAEM,Học Viện Quản Lý Giáo Dục,Học Viện Quản Lý Giáo Dục
DAU,Đại Học Kiến Trúc Đà Nẵng,Đại Học Kiến Trúc Đà Nẵng
HPMU,Đại Học Y Hải Phòng,Đại Học Y Hải Phòng
Đại Học Thể DụcThể Thao Đà Nẵng,Đại Học Thể DụcThể Thao Đà Nẵng,Đại Học Thể DụcThể Thao Đà Nẵng
CTUMP,Đại Học Y Dược Cần Thơ,Đại Học Y Dược Cần Thơ
Trường Sĩ quan Chính trị (hệ dân sự),Sĩ quan Chính trị ,Sĩ quan Chính trị
Đại Học Thể Dục Thể Thao TPHCM,Đại Học Thể Dục Thể Thao TP.HCM,Đại Học Thể Dục Thể Thao TP.HCM
MCTAO,Sĩ Quan Tăng – Thiết Giáp,Sĩ Quan Tăng – Thiết Giáp
TCU,Sĩ quan Thông tin - Hệ Dân sự - Đại học Thông tin liên lạc,Sĩ quan Thông tin - Hệ Dân sự - Đại học Thông tin liên lạc
VIU,Đại Học Công Nghiệp Việt Hung,Đại Học Công Nghiệp Việt Hung
DUMTP,Đại học Kỹ thuật Y Dược Đà Nẵng,Đại học Kỹ thuật Y Dược Đà Nẵng
VMU,Đại Học Y Khoa Vinh,Đại Học Y Khoa Vinh
TBUMP,Đại Học Y Dược Thái Bình,Đại Học Y Dược Thái Bình
Trường Sĩ Quan Công Binh – Hệ Dân sự,Sĩ Quan Công Binh – Hệ Dân sự,Sĩ Quan Công Binh – Hệ Dân sự
MTU,Đại Học Xây Dựng Miền Tây,Đại Học Xây Dựng Miền Tây
MUCE,Đại học Xây dựng Miền Trung tại Đà Nẵng,Đại học Xây dựng Miền Trung tại Đà Nẵng
UTB,Đại Học Tây Bắc,Đại Học Tây Bắc
UKH,Đại học Khánh Hòa,Đại học Khánh Hòa
UHD,Đại Học Hải Dương,Đại Học Hải Dương
TBU,Đại Học Thái Bình,Đại Học Thái Bình
CVAU,Đại Học Chu Văn An,Đại Học Chu Văn An
DDU,Đại Học Dân Lập Đông Đô,Đại Học Dân Lập Đông Đô
Đại học Nguyễn Huệ,Đại học Nguyễn Huệ,Đại học Nguyễn Huệ
Đại Học Mỹ Thuật Công Nghiệp Á Châu,Đại Học Mỹ Thuật Công Nghiệp Á Châu,Đại Học Mỹ Thuật Công Nghiệp Á Châu
Trường Sĩ Quan Công Binh – Hệ Quân sự,Sĩ Quan Công Binh – Hệ Quân sự,Sĩ Quan Công Binh – Hệ Quân sự
TBD,Đại Học Thái Bình Dương,Đại Học Thái Bình Dương
Đại Học Thể Dục Thể Thao Bắc Ninh,Đại Học Thể Dục Thể Thao Bắc Ninh,Đại Học Thể Dục Thể Thao Bắc Ninh
ĐH,Đại học Thành Đô,Đại học Thành Đô
Đại Học Hùng Vương,Đại Học Hùng Vương,Đại Học Hùng Vương
TTU,Đại học Tân Trào,Đại học Tân Trào
TGU,Đại Học Tiền Giang,Đại Học Tiền Giang
UBK,Đại Học Kinh Bắc,Đại Học Kinh Bắc
Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long
