text,normed_text
đại học kinh tế tài chính uef,ĐH Kinh Tế Tài Chính TP.HCM
Trường THPT dong thanh,THPT Đông Thành
cao đẳng sp qb,CĐ Sư Phạm Quảng Bình
Trường THPT Nguyễn Văn Thoại,THPT Nguyễn Văn Thoại
THPT Thaj Thanh Hoa,THPT Thái Thanh Hòa
THPT Lương Văn Chánh Phú Yên,THPT chuyên Lương Văn Chánh
TT GDTX hn thanh son,GDNN-GDTX Thanh Sơn
Trường Trung Cấp CNTT Sài Gòn,TC Công Nghệ Thông Tin Sài Gòn
"THPT Tiên Hưng, Đông Hưng, Thái Bình",THPT Tiên Hưng
Trường THPT Che Guevara Mỏ Cày Bến Tre,THPT Chêguevara
cao dang than khoang san viet nam phan hieu cam pha truoc nam hoc 2019 2020,CĐ Than Khoáng Sản Việt Nam
Trường THPT Tân Thông Hôị,THPT Tân Thông Hội
Trường Trường THPT nam tjền hảj,THPT Nam Tiền Hải
CD Sư phạm Huế,CĐ Sư phạm Huế
THPT Hòa Vang,THPT Hòa Vang
Université Paris Nanterre,ĐH Phạm Văn Đồng
học viện ăn mày,HV An ninh Nhân Dân
Truong trung hoc pho thong tan phuoc,THPT Nguyễn Văn Tiếp
Trường PTTH Hoàn Kiếm,THPT Trần Phú
THPT BA DIEM 3,THPT Bà Điểm
cao đẳng y dược pasteur cs hồ chí minh,CĐ Y DƯỢC PASTEUR
Trường THPT Nguyễn Trãi - Thái Bình,THPT Nguyễn Trãi
HV Thiết kế & Thời trang London,HV Thiết Kế Thời Trang Sài Gòn
Trường THPT nguyen an ninh tu 01 02 2020,THPT Nguyễn An Ninh
"Cao Đẳng Thương Mại Và Du Lịch, TP Thái Nguyên",CĐ Thương mại Du Lịch
truong THPT NĐC,THPT Nguyễn Đình Chiểu
truong trung hoc vo thi sau,THPT Võ Thị Sáu
Truong THPTTrungAn,THPT Trung An
THPT Cát Hải - Hải Phòng,THPT Cát Hải
THPT Dân Lập Trần Hưng Đạo-Lý Nhân,THPT Dân Lập Trần Hưng Đạo
Trung Hoc Pho Thong Chuyen Vinh Phuc,THPT Chuyên Vĩnh Phúc
cd congnghiepvaxaydung,CĐ Công nghiệp và Xây dựng
Trường THPT lam son,THPT Lam Sơn
PTDT noi tru Kien Giang,THPT DTNT Kiên Giang
THPT Việt Đức - Viet Duc High School,THPT Việt Đức
cao dang ca mau,CĐ Cộng đồng Cà Mau
đh khtn hà nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
TT GDTX long dien dat do,GDNN-GDTX Long Điền
đại học kinh tế tài chính hcm (uef),ĐH Kinh Tế Tài Chính TP.HCM
truong Trường THPT tay tra truoc 01 02 2020,THPT Tây Trà
Trương CĐSP Đak Lak,CĐ Sư phạm Đắk Lắk
đh mỏ địa chất & đh gtvt hà nội,ĐH Mỏ Địa chất
cd cong nghe va ki thuat oto,CĐ Công Nghệ Và Kỹ Thuật Ô Tô
THPT Chúc Động,THPT Chúc Động
cd nghe thang long,CĐ Nghề Thanh niên dân tộc Tây Nguyên
tTrường THPT khánh hòa,THPT Khánh Hòa
THPT Huỳnh Thúc Kháng Tiên Phước Quảng Nam,THPT HUỲNH THÚC KHÁNG
tt gdtx ktth hn thu thua,GDNN-GDTX Thủ Thừa
Dai hoc su pham Ha Noi 1,ĐH Sư phạm Hà Nội
PHTH VO NHAI,THPT Võ Nhai
Trường THPT xuan truong b,THPT Xuân Trường
cao dang nge tp hcm,CĐ nghề TP.HCM
THPT Nguyễn Huệ - Đăk Đoa - Gia Lai,THPT Nguyễn Huệ
ttgdtx chu van an q10,GDNN-GDTX Chu Văn An
cao dang ky thuat cong ngiep bac giang,CĐ Kỹ thuật Công nghiệp
cao dang nghe tam ky quang nam,CĐ Công Nghệ Quảng Nam
đại học quốc tế kent,CĐ Quốc tế
cao dang y te hanam,CĐ Y tế Hà Nam
Trường THPT mong tho,THPT Mong Thọ
thpt caungang,THPT Cầu Ngang
Trường THPT Phước Bửu,THPT Phước Bửu
trung tam gdnn gdtx dien chau,GDNN-GDTX Diễn Châu
cao đẳng nghề việt - đức hà tĩnh,CĐ Kỹ Thuật Việt Đức
"THPT TT Phan Châu Trinh, Bình Tân, TP. Hồ Chí Minh",THCS-THPT Phan Châu Trinh
Trường THPT nhon trach,THPT Nhơn Trạch
"Thpt Hai Bà Trưng, Tx.buôn Hồ, Tỉnh Đăk Lăk",THPT Hai Bà Trưng
Đại học Sư Phạm Mỹ Thuật TP.HCM,ĐH Mỹ thuật TP.HCM
gdtx hoang su phi,GDNN-GDTX Hoàng Su Phì
THPT bung lao Muong Ang Dien Bien,THPT Búng Lao
Thpt dien chau3,THPT Diễn Châu
Trường THPT gia loc,THPT Gia Lộc
đại học chulalongkorn bangkok thailand .,ĐH Chung Ang
thpt earok,THPT Ea Rốk
cao dang nghe cong nghjep thanh hoa,CĐ nghề công nghiệp Thanh Hoá
truong THPT thuan an,THPT Thuận An
cao đẳng y tế hải phong,CĐ Y tế Hải Phòng
cao đẳng kỹ thuật công nhiệp bắc giang,CĐ Kỹ thuật Công nghiệp
CĐ Xây Dựng Thủ Đức,CĐ Xây dựng TP.HCM
đhhv phú thọ,ĐH Hùng Vương
trung tam gdtx hn dn huyen sop cop,GDNN-GDTX Sốp Cộp
Trường THPT long hoa,THPT Long Hòa
đại học kỹ thuật qs,HV Kỹ thuật Quân sự
Trường THPT Lí Thường Kiệt,THPT Lý Thường Kiệt
Cao Đẳng hóa chất,CĐ Công nghiệp Hóa chất
cao đẳng cộng đồng bà rịa - vũng tàu,CĐ Kỹ Thuật Công Nghệ Bà Rịa Vũng Tàu
Thái Phiên school - Đà Nẵng,THPT Thái Phiên
THPT Nghĩa Hưng C,THPT Nghĩa Hưng
TRUONG DAI HOC XAY DUNG MIEN TAY,ĐH Xây Dựng Miền Tây
Đại học Võ Trường Toản,ĐH Võ Trường Toản
TTHPT Dân Nài,THPT Dân Lập VĂN HIẾN
THPT Nguyễn ĐìnhChiểu,THPT Nguyễn Đình Chiểu
cao dang cong nghe thong tin da nag,ĐH Công nghệ Thông tin Truyền thông Việt Hàn
University of Glasgow,ĐH Tổng hợp Glasgow
cao dang kinh te ki thuat binh duong,CĐ Kinh Tế Kỹ Thuật Bình Dương
"THPT Kế Sách-Sóc Trăng, Ke Sach High School",THPT Kế Sách
trung học phổ thông thới lai,THPT THỚI LAI
Trường THPT PHƯƠNG SƠN,THPT Phương Sơn
Trường THPT nguyen sinh cung,THPT Nguyễn Sinh Cung
THPT Tran Cao Van,THPT Trần Cao Vân
đại học quốc tế bă,ĐH Quốc tế Bắc Hà
Trường THPTTH DL Nguyễn Khuyến,THPT Hồng Hà
Truog thpt Dang thuc hua,THPT Đặng Thúc Hứa
cao đẳng mỏ hữu nghị_tkv quảng ninh,CĐ Nghề Nam Định
"THPT Bình Sơn, Hòn Đất, Kiên Giang",THPT Bình Sơn
cao đẳng nghệ thuật tphcm,CĐ Văn hóa Nghệ thuật TP.HCM
thpt le quy don tam ky,THPT Lê Quý Đôn
THPT Chuyên Nguyễn Du- Dak Lak,THPT chuyên Nguyễn Du
THPT  Nam Sách II - Hải Dương,THPT Nam Sách
trung hoc Trang bàng,THPT Trảng Bàng
THPT DTC,THPT ĐẶNG TRẦN CÔN
truong c3 le viet thuat,THPT Lê Viết Thuật
đại học giao thông vận tải miền núi thái nguyên,ĐH Công nghệ Giao thông Vận tải
TT GDTX Tân phú,GDNN-GDTX quận Tân Phú
Trường THPT Lê Duẫn,THPT Lê Duẩn
cao dang nghe so 5 bo quoc phong,TC Nghề Bộ Quốc Phòng
phổ thông quỳnh nhai,THPT Quỳnh Nhai
THPT Nguyễn Trãi - Tp Đà Nẵng,THPT Nguyễn Trãi
PHTH Trương Định,THPT Trương Định
cao dang du lich can tho,CĐ Du lịch Cần Thơ
Cần Thơ University of Technology,ĐH Cần Thơ
"Trường THPT Trần Phú, BMT, Đắc LẮc",THPT Trần Phú
Trường Đại học Harvard Mỹ,ĐH Harvard
Thpt nganson,THPT Ngân Sơn
Trường THCS va Trường THPT tran ngoc hoang,THCS-THPT Trần Ngọc Hoằng
dai hoc ktkt may gia lam- ha noi,ĐH Công Nghiệp Dệt May Hà Nội
cao dang su fam trung uong hn,CĐ Sư phạm Trung ương
đh khxh và nhân văn - đh quốc gia tp hồ chí minh,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
Trường Trung Cấp Kinh Tế Khánh Hòa,TC Kinh Tế Khánh Hòa
Trường THPT Hà Trung,THPT Hà Trung
đại học sp hà nội 1,ĐH Sư phạm Hà Nội
Truong THPT Doan Van To,THPT Đoàn Văn Tố
cao dang tai nguyen va moi truong tphcm,ĐH Tài nguyên và Môi trường TP.HCM
"THPT Tien Lang, Hai Phong",THPT Tiên Lãng
trung học phổ thông Quảng oai,THPT Quảng Oai
Trường THPT c duy tien,THPT Duy Tiên
THPT Gia Lộc 1,THPT Gia Lộc
đại học kiên giang - kgu,ĐH Kiên Giang
Trường THPT Lê Quý Đôn- Đạ Tẻh,THPT Lê Quý Đôn
THPT chuyên Lê Quý Đôn-Ninh Thuận,THPT Chuyên Lê Quý Đôn
ĐH TDTT Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
Nguyen Thi Minh Khai,THPT Nguyễn Thị Minh Khai
trung câp nghe dien khanh,TC Nghề Diên Khánh
truong PTTH QUANG XUONG 2,THPT Quảng Xương 
Cao Đẳng Nghề Kỹ Thuật Công nghệ TPHCM,CĐ Kỹ Nghệ
cao dang y -duoc thanh hoa,CĐ Y tế Thanh Hóa
Trường Trung Học Phổ Thông Tam Bình,THPT Tam Bình
Trung Cap Pham Ngoc Thach Can Tho,CĐ Phạm Ngọc Thạch Cần Thơ
DH kinhte tphcm,ĐH Kinh tế TP.HCM
Trường Cao Đẳng Nghề Tiền Giang,CĐ Tiền Giang
Khoa Luật - Đại học Quốc gia Hà Nội,ĐH Quốc gia Hà Nội
Pho thong nhu thanh 2,THPT Như Thanh
Trường THPT mong duong,THPT Mông Dương
đh van hóa tp.hcm,ĐH Văn hóa TP.HCM
Trường THPT Trực  Ninh A,THPT Trực Ninh
THPT Khâm Đức,THPT Khâm Đức
cao đẳng công nghệp hn,CĐ nghề Công nghiệp Hà Nội
Daihocthainguyen,ĐH Thái Nguyên
Trường Trung Tâm GDTX quận Tân Phú,GDNN-GDTX quận Tân Phú
đại học khoa học xh&nv(qhx)-đại học quốc gia hà nội,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
đại học âm nhạc thành phố hcm- tp,Nhạc Viện TP.HCM
Trung Họ Phỗ Thông Giá Rai,THPT Giá Rai
"THPT Hoàng Văn Thụ, tp Hải Dương",THPT Hoàng Văn Thụ
truong Trường THPT yen dung so 2,THPT Yên Dũng
THPT Kinh Bắc,THPT Kinh Bâc
truong cdsp brvt,CĐ Sư phạm Bà Rịa Vũng Tàu
Trường Trung Học Phổ Thông Thành Phố Trà Vinh,THPT TP Trà Vinh
THPT Phúc Trạch,THPT Phúc Trạch
đại học nguyễn tất thành cơ sở an phú đông q12,ĐH Nguyễn Tất Thành
cao dang cn iv,ĐH Công nghiệp TP.HCM
đại học xay dựng hà nội,ĐH Xây Dựng Hà Nội
truong trung hoc pho thong binh dai A,THPT Bình Đại
cao đẳng kinh tế bạc liêu,CĐ Kinh Tế Kỹ Thuật Bạc Liêu
đh y-dược tn,ĐH Y Dược Thái Nguyên
cao dang c0ng nghiep viet duc,CĐ Công nghiệp Việt Đức
trường THPT KIM ĐỘNG,THPT Kim Động
PTDT Nội Trú Sơn Động,THPT DTNT Sơn Động
cd cn va kinhte ha noi,CĐ Công nghệ và Kinh tế Hà Nội
cap 3 Lê Xoay,THPT Lê Xoay
cao đẳng trung ương iii,CĐ Giao Thông Vận Tải Đường thủy
tt gd dn dong hoi,GDNN-GDTX Đồng Hới
đh qg hà nôi,ĐH Quốc gia Hà Nội
Trường THPT hvt,THPT Hoàng Văn Thụ
pho thong lien cap ly cong uan,THPT Lý Công Uẩn
cao dang nge duyen haj,CĐ Nghề Gia Lai
cao dang cong nhiep cao su,CĐ Công nghiệp Cao Su
đại học khoa học xã hội khoa xa hoi hoc,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
THPT Tay Ho,THPT Tây Hồ
Trường cao đẳng nghề Thừa Thiên Huế,CĐ Nghề Thừa Thiên Huế
"THPT Ngô Quyền, Hải Phòng",THPT Ngô Quyền
khanh hoa medical colege,CĐ Y tế Khánh Hòa
đại học khxh&nv - đhqg tp.hồ chí minh,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
THPT Kim Dong,THPT Kim Động
cao dang kjnh te ky thuat thaj bjnh,CĐ Kinh Tế Kỹ Thuật Thái Nguyên
đại học giao thông vận tải hả nội,ĐH Giao thông Vận tải
Trường THPT Nguyễn Văn Cừ Từ Sơn Bắc Ninh,THPT Nguyễn Văn Cừ
cao đẳng quảng nam,CĐ Quảng Nam
cao dang yte.hai phong,CĐ Y tế Hải Phòng
đh suân khấu điện ảnh,ĐH Sân khấu Điện ảnh Hà Nội
Cao Đẳng QUÂN Y,CĐ Quân Y
Thực hành sư phạm - Đại học An Giang,THPT Thực hành Sư phạm
cao đẳng  sơn la,CĐ Sơn La
đại học dl văng lang,ĐH Văn Lang
Trường Đại học Văn hóa Thành phố Hồ Chí Minh,ĐH Văn hóa TP.HCM
"THPT Thanh sơn,thanh sơn, phú thọ.",THPT Thanh Sơn
đh su pham da nang,ĐH Sư Phạm - ĐH Đà Nẵng
cao đẳng sư phạp thái nguyên,CĐ Sư phạm Thái Nguyên
Đại học Nông Lâm TPHCM,ĐH Nông Lâm
đh kinh tế kĩ thuật côg nghiệp,ĐH Kinh tế Kỹ thuật Công nghiệp
đại học công đoàn việt nam (vietnam trade union university),ĐH Công Đoàn
trung tam gdnn gdtx doan hung,GDNN-GDTX Đoan Hùng
cao đẳng y tế yên bái (ymc ),CĐ Y Tế Yên Bái
cao dang cong dong bria vung tau,CĐ Kỹ Thuật Công Nghệ Bà Rịa Vũng Tàu
Truong trung cap nôg lam thanh hoa,CĐ Nông Lâm Thanh Hóa
cao đẳng sư phạm nghệ an cơ sở i,CĐ Sư phạm Nghệ An
Trường THPT Long Thành 12B5,THPT Long Thành
đại học kinh tế tp.hcm-university of economics ho chi minh city,ĐH Kinh tế TP.HCM
Trung học phổ thông Hoàng Văn Thụ Vụ Bản Nam Đinh,THPT Hoàng Văn Thụ
cao đẳng nghề gtvt,CĐ Giao Thông Vận Tải Đường thủy
Trường THPT dong tho,THPT Đông Thọ
đh sư phạm kỹ thuật tp. hồ chí minh,ĐH Sư phạm Kỹ thuật TP.HCM
"đại học ntu, singapore",ĐH công nghệ Queensland
THPT Khai Try,THPT Khai Trí
THPT Nguyễn Du Hải Phòng,THPT Nguyễn Du
đoàn trường cao đẳng nghề công nghiệp hà nội,CĐ nghề Công nghiệp Hà Nội
đh ngoại thương cơ sơ ii,ĐH Ngoại thương
CDDL Vung Tau,CĐ Du lịch Vũng Tàu
Cao Dang Vien Dong,CĐ Viễn Đông
cao đẳng thuỷ sản,CĐ Kinh Tế Kỹ Thuật và Thủy Sản
trung hoc pho thong tinh gia 3,THPT Tĩnh Gia
cao đẳng nguyễn tất thành,CĐ Kinh Tế Kỹ Thuật Nghiệp Vụ Nguyễn Tất Thành
đại học nông lâm sơn la,CĐ Nông Lâm Thanh Hóa
"THPT  Nam Lương Sơn, Lương Sơn, Hòa Bình",THPT Nam Lương Sơn
Truong THPT Nguyen Hung Son,THPT Nguyễn Hùng Sơn
đhmỏ địa chất,ĐH Mỏ Địa chất
Westminster High School,THPT Westminster
Võ Văn Kiệt High School,THPT Võ Văn Kiệt
Saigon Institute of Information Technology,TC Công nghệ thông tin Sài Gòn
đại học bách khoa đà nẵng -,ĐH Bách Khoa - ĐH Đà Nẵng
Trương Thpt Le Trực Tiên Hoa Tuyên Hoa Quang Binh,THPT Lê Trực
đh nn-đhqghn,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
cao đẳng nghề quốc tế lilama 2,CĐ Công Nghệ Quốc Tế Lilama
CDSP TPHCM,CĐ Sư phạm Trung ương TP.HCM
THPT Tân Túc,THPT Tân Túc
THPT trân nhân tông - mao khê,THPT Trần Nhân Tông
cd giao thong van tai tw3,CĐ Giao Thông Vận Tải Đường thủy
THPT Minh Khai - Quốc Oai - Hà Nội,THPT Minh Khai
Trường THPTH HUYNH VAN SAM,THPT Huỳnh Văn Sâm
cao dang ngoai ngu cong nghe viet nhat.cnc,CĐ Ngoại Ngữ Công Nghệ Việt Nhật
pho thong aluoi,THPT A Lưới
"THPT Quang Trung-Cat Tiên,Lâm Đông",THPT Quang Trung
cao dang kinh te ky thuat tp.hcm,CĐ Kinh tế Kỹ thuật TP.HCM
daj hoc lac hong,ĐH Lạc Hồng
cao dang y khoa nghe an,CĐ Y tế Nghệ An
HUBT university'09,ĐH Kinh doanh Công nghệ Hà Nội
cd sp thai nguyen,CĐ Sư Phạm
Trung Học Phổ Thông Diễn Châu 4,THPT Diễn Châu
đh ngoại ngữ thanh xuân hà nội,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
cao đẳng hóa chất - lâm thao-phú thọ,CĐ Công nghiệp Hóa chất
Trường Cao đẳng Giao thông Huế,CĐ Giao Thông Huế
trung tam bdnvsp va gdtx tinh ha tinh,GDNN-GDTX Hà Tĩnh
Trung cấp kỹ thuật nghề Đồng Nai,CĐ Kỹ Thuật Đồng Nai
cao đẳng công nghiệp iv- gò vấp,ĐH Công nghiệp TP.HCM
đại học kinh tế hcm (nguyễn tri phương),ĐH Kinh tế TP.HCM
Trường Cao Đẳng Kĩ Thuật Đồng Nai,CĐ Kỹ Thuật Đồng Nai
Trường THPT Huỳnh Thúc Kháng_Vinh.,THPT Huỳnh Thúc Kháng
cao dang nghe co khi nong nghiep - binh xuyen,CĐ cơ khí nông nghiệp
đại học kỹ thuật y tế i hải dương,ĐH Kỹ thuật Y tế Hải Dương
đại học ngoại ngữ-đại học huế,ĐH Ngoại Ngữ Huế
cd ninh binh,CĐ Cơ Giới Ninh Bình
"THPT lý Nhân tông,yên lợi,ý yên, nam đinh",THPT Lý Nhân Tông
cao đẳng nghề kinh tế công nghệ thành phố hồ chí minh,CĐ Kinh tế Công nghệ TP.HCM
cao dang nghe ky thuat cong nghe thanh pho ho chi minh,CĐ Kỹ Nghệ
Mien Trung University of Civil Engineering,ĐH Xây dựng Miền Trung
cao đẳng y dược đà nẵng,CĐ Y Dược Đà Nẵng
Trường Trung Học Phổ Thông Nguyễn Văn Thiệt,THPT Nguyễn Văn Thiệt
cao dang nghe cong nghe cao hn,CĐ nghề Công nghệ Cao Hà Nội
PTTH Khánh Hòa - TN,THPT Khánh Hòa
THPT  Phủ Lý A - Hà Nam,THPT Phủ Lý
Trường THPT quoc te khai sang,THPT quốc tế Khai Sáng
Lop ABC3 - THPT Hoàng Hoa Thám - Diên Khánh - Khánh Hòa,THPT Hoàng Hoa Thám
THPT Hoàng Cầu,THPT Hoàng Cầu
Trung học phổ thông Phú Riềng,THPT Phú Riềng
THPT Lấp Vò 2 - Đồng Tháp,THPT Lấp Vò
Trường PTTH Lê Thành Phương,THPT Lê Thành Phương
Trường THPT MY DƯC A,THPT Mỹ Đức
cao đẳng cơ điện phú thọ,CĐ Cơ điện Phú Thọ
cao dang nghe cong nghe cao dong an,CĐ Công nghệ cao Đồng An
cao dang cong nghjep nam dinh,CĐ Công nghiệp Nam Định
ĐHSP HCM,ĐH Sư phạm TP.HCM
cao đẳng công nghệ việt nhật,CĐ Ngoại Ngữ Công Nghệ Việt Nhật
THPT Nam Trực,THPT Nam Trực
THPT:Gia Nghĩa-Dăk Nông High Shool,THPT Gia Nghĩa
THPT Thanh Đa Tp HCM,THPT Thanh Đa
Viện Đào tạo sau đại học Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
Trường ĐHSP Quy Nhơn,ĐH Quy Nhơn
CĐ Kinh Tế Kỹ Thuật Điện Biên,CĐ Kinh Tế Kỹ Thuật Điện Biên
Trường Cao đẳng Y tế Quảng Trị,CĐ Y tế Quảng Trị
cao dang cong nghiep hung yen.cs 2 tu son,CĐ Công nghiệp Hưng Yên
cao đẳng  long biên,CĐ nghề Long Biên
Trường THPT dai mo truoc 12 2013,THPT Đại Mỗ
Industrial University of Ho Chi Minh City,ĐH Công nghiệp TP.HCM
đại học công ngiệp thực phẩm,ĐH Công nghiệp Thực phẩm TP.HCM
Trường THPT xuyen moc,THPT Xuyên Mộc
cao đẳng giao thông vận tải đà nẵng,CĐ Giao thông vận tải Trung ương
Trường Đại Học Công Nghiệp Thực Phẩm Thành Phố Hồ Chí Minh,ĐH Công nghiệp Thực phẩm TP.HCM
Trường Trường THPT Bình Sơn- Sông Lô-vĩnhphúc,THPT Bình Sơn
THPT Chuyên QH,THPT chuyên Quốc Học Huế
"đại học kiến trúc xuân hoà, vĩnh phú",ĐH Kiến trúc TP.HCM
THPT Nguyen Huu Canh,THPT Nguyễn Hữu Cảnh
truong PTTH Nam Dan 1,THPT Nam Đàn
PTKim dong,THPT Kim Động
Trường THPT Tiên Hưng - tỉnh Thái Bình,THPT Tiên Hưng
cao đẳng kĩ thuật công nghệ bách khoa,CĐ Kỹ thuật Công nghệ Bách khoa
đại học kỹ nghệ sài gòn,ĐH Công Nghệ Sài Gòn
thpt thuy son,THPT Thủy SƠN
trung tam gdtx my hao,GDNN-GDTX Mỹ Hào
THPT Thị Xã Phú Thọ,THPT Phú Thọ
Trường THPT Võ Thị Sáu,THPT Võ Thị Sáu
cao dang thuong mai ha tay,CĐ Công nghệ và Thương mại Hà Nội
cao đẳng quân y 2_q9 tp hcm,CĐ Hòa Bình Xuân Lộc
đh khxh và nhân văn tphcm,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia TP.HCM
Trường THPT nguyen chi thanh,THPT Nguyễn Chí Thanh
đại học bách khoa mĩ,ĐH Bách khoa Hà Nội
cao dang tai chinh - qtkd hung yen,CĐ Tài Chính Quản Trị Kinh Doanh
Tran ky phong high school,THPT Trần Kỳ Phong
cao dang truyen hinh thuong tin,CĐ Truyền hình
THPT ly tu trong daklak,THPT Lý Tự Trọng
Đại Học SP TP. HCM,ĐH Sư phạm TP.HCM
đh tại chức cần thơ,ĐH Kỹ thuật Công nghệ Cần Thơ
cao dang nghe viet duc -vp,CĐ Kỹ Thuật Việt Đức
trung hoc pho thong dakto,THPT Nguyễn Văn Cừ
Trường THPT NGUYEN TRAJ,THPT Nguyễn Trãi
cd thuong mai thai nguyen,CĐ Thương mại Du Lịch
Trường Đại Học Siêu phậm  Vĩnh long,ĐH Sư phạm Kỹ thuật Vĩnh Long
cao dang nhe nha trang,CĐ Kỹ Thuật Công Nghệ Nha Trang
cao đẳng công nghệ thực phẩm,CĐ Công nghiệp Thực phẩm
đại học kinh tế - luật tp.hcm,ĐH Kinh tế Luật - ĐH Quốc Gia TP.HCM
CĐKT Cao Thang,CĐ Kỹ thuật Cao Thắng
đại học đại nam hn,ĐH Đại Nam
Trường Thpt Hương Thuỷ,THPT Hương Thủy
cao đẳng nghề số 3-bqp.hai phong,CĐ nghề Bộ Quốc phòng
đại học nông lâm thai nguyên,ĐH Nông Lâm
truong cao dang nong nghiep nam bo,CĐ nông nghiệp Nam Bộ
đại học kinh tế kỹ thuật công nghệ hà nội,ĐH Kinh tế Kỹ thuật Công nghiệp
THPT Thới Long,THPT Thới Long
đại học khoa học tự nhiên - đh quốc gia hà nội,ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
Truong CD Nghe Co Gioi Ninh Binh,CĐ Cơ Giới Ninh Bình
THPT Kim Bôi A,THPT Kim Bôi
Trung hoc pho thong thaj hoa,THPT Thái Hòa
THPT Đoàn Thị Điễm,THPT Dân Lập Đoàn Thị Điểm
đh nong lam hcm,ĐH Nông Lâm
Cao Đẳng Y Tế Đặng Thuỳ Trâm,CĐ Y tế Đặng Thùy Trâm
THPT GCĐ,THPT Gò Công Đông
hoc vien ki thuat quan su khoa hoa li ki thuat,HV Kỹ thuật Quân sự
Cao Đẳng Du Lịch,CĐ Du Lịch Hà Nội
THPT Hồng Lam,THPT Hồng Lam
cao đẳng y dược hà nội.,CĐ Y DƯỢC HÀ NỘI
đại hoc quốc gia,ĐH Quốc gia Hà Nội
THPT Luong The Vinh - Dien Ban - Quang Nam,THPT Lương Thế Vinh
Trường THPT ben tam-hai duong,THPT Bến Tắm
truong trung hoc pho thong nghi loc 2,THPT Nghi Lộc
trường Trung Hoc Phổ Thông Dầu Tiếng,THPT Dầu Tiếng
Trung Học Phổ Thông Đỗ Huy Liêu,THPT Đỗ Huy Liêu
TPTH Hoàng Hoa Thám,THPT Hoàng Hoa Thám
cao đẳng y tế hà đông - hà nội,CĐ Y tế Hà Đông
cao dang nghe cong nghe kt tp hcm,CĐ Nghề Kinh Tế Công Nghệ VICET
