,index,text,normed_text
5278,5928,Trường THPT rach gam xoai mut,Trường THPT Rạch Gầm-Xoài Mút
5279,10804,PT Thanh Liem B,Trường THPT B Thanh Liêm
5280,4177,trung tam gdnn gdtx thach ha cdktvd,TT GDNN-GDTX Thạch Hà 
5281,8895,dh công nghệ giao thông vận tải,Trường Đại học Công nghệ Giao thông Vận tải
5282,11745,Tkrường Trường THPT Tây Tiền Hải,Trường THPT Tây Tiền Hải
5283,9983,trung học phổ thông thái phúc,Trường THPT Thái Phúc
5284,8223,Trường THCS-THPT Trường Xuân,Trường THCS-THPT Trường Xuân
5285,2749,Trường THPT diem thuy,Trường THPT Điềm Thuỵ
5286,7640,Trường THPT truongdinh,Trường THPT Trương Định
5287,2153,tc bach khoa sai gon,TC Bách Khoa Sài Gòn
5288,1491,nonglamtphcm,Đại Học Nông Lâm
5289,12403,Trường THPT Nam Thai Son,Trường THPT Nam Thái Sơn
5290,10237,Pho thog dong loc,Trường THPT Đồng Lộc
5291,13210,Trường THPT Châu Phú,Trường THPT Châu Phú
5292,12104,Van hoa.truog doj,Trường Đại học Văn hóa Nghệ thuật Quân đội
5293,8407,Ttpt duong an,Trường THPT Đường An
5294,11431,Trường THPT Phan Bội Châu-Cư Jut-Dak Nông,Trường THPT Phan Bội Châu
5295,9929,Trường THPT Tân Trào,Trường THPT Tân Trào
5296,11546,dh ktkt,Trường Đại học Kinh tế - Kỹ Thuật Bình Dương
5297,2103,th Trường THCS va Trường THPT quoc te,Trường THCS-THPT Quốc tế
5298,272,Khoa Giáo Dục Thể Chất – Đại Học Huế,Khoa Giáo Dục Thể Chất – Đại Học Huế
5299,14172,"PTTH Thăng Long , HBT, HN",Trường THPT Thăng Long
5300,5729,Trường THPT hong ngu 2,Trường THPT Hồng Ngự 2
5301,12116,CD KTCN BAC GIANG,Cơ sở 2 CĐ KTCN Bắc Giang
5302,8337,Dai Hoc Quang Binh,Trường Đại học Quảng Bình
5303,3794,tc nghe nho quan,TC Nghề Nho Quan
5304,8965,Học viện Phòng không - Quân chủng Phòng không Không quân,Viện Y học Phòng không - Không quân
5305,13560,Trường THPT Hòa Minh,Trường THPT Hòa Minh
5306,5886,Trường THPT nguyen du,Trường THPT Nguyễn Du
5307,11135,Trug hoc pt le lơi,Trường THPT Lê Lợi
5308,10777,TTrường THPT ly tu trong,Trường THPT Lý Tự Trọng
5309,5158,trung tam gdnn gdtx dong phu,TT GDNN-GDTX Đồng Phú
5310,7192,Dh cong nghe thong tin va truyen thong thai nguyen,Đại học Công nghệ thông tin và Truyền thông
5311,13609,trường trung học phổ thông mường lát,Trường THPT Mường Lát
5312,7471,Trường THCS Nguyễn Tất Thành,Trường THCS-THPT Nguyễn Tất Thành
5313,7013,Banking Acedamy,Học viện Ngân hàng
5314,2335,Trường THPT hoang su phi,Trường THPT Hoàng Su Phì
5315,13949,Trường THPT Thanh Ba Phú Thọ,Trường THPT Thanh Ba
5316,13824,Trường THPT Thuan Thanh 01,Trường THPT Thuận Thành số 1
5317,348,Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn
5318,89,ĐH Nội vụ,Đại Học Nội vụ
5319,20,ĐH Sư phạm,Đại Học Sư phạm
5320,9157,yen thanh 3,Trường THPT Yên Thành 3
5321,2168,Trường THPT can thanh,Trường THPT Cần Thạnh
5322,6756,"Trường THPT Số 2 Quảng Trạch, Quảng Bình, Việt Nam",Trường THPT Số 2 Quảng Trạch
5323,9371,Trường THPT. Phu yen. Sl,Trường THPT Phù Yên
5324,5288,Trường THPT truong chinh,Trường THPT Trường Chinh
5325,9809,DVTC,Trường Cao Đẳng Du Lịch Đà Nẵng
5326,2990,truong Trường THPT hung hoa,Trường THPT Hưng Hoá
5327,2327,Trường THCS va Trường THPT linh ho,Trường THCS-THPT Linh Hồ
5328,11460,Trường THPT Thanh Miện I,Trường THPT Thanh Miện
5329,2043,th Trường THCS va Trường THPT thanh binh,Trường THCS-THPT Thanh Bình
5330,3214,Trường THPT nha nam,Trường THPT Nhã Nam
5331,9687,Trường THPT Yên Khánh A ( vườn muỗn ),Trường THPT Yên Khánh A
5332,2564,Trường THPT ham yen,Trường THPT Hàm Yên
5333,290,LHU,Đại Học Lạc Hồng
5334,6163,Trường THPT nguyen ngoc thang,Trường THPT Nguyễn Ngọc Thăng
5335,2093,Trường THCS-THPT mua xuan,Trường THCS-THPT Mùa Xuân
5336,7272,cao dang su fam son la,Cao Đẳng Sơn La
5337,11637,Trường THPTTH Yên Lạc,Trường THPT Yên Lạc 1
5338,2711,Trường THPT song cong,Trường THPT Sông Công
5339,8660,Đại học Ngoại Ngữ Đà Nẵng (Danang College of Foreign Languages),Trường Đại Học Ngoại ngữ - ĐH Đà Nẵng 
5340,10132,Truong Trường THPT TM3,Trường THPT Thanh Miện 3
5341,11602,truong trung hoc phổ thông nguyễn trãi,Trường THPT Nguyễn Trãi - Ba Đình
5342,4219,tt gdtx dong hoi,TT GDTX Đồng Hới
5343,4674,cd nghe quy nhon,CĐ nghề Quy Nhơn
5344,2733,Trường THPT tran phu,Trường THPT Trần Phú
5345,176,ĐH Kinh tế – Tài chính,Đại Học Kinh tế – Tài chính
5346,8827,sư phạm huế,Trường Đại học Sư phạm Huế
5347,10854,TT GDNN GDTX Huyện cầu ngang,TT Giáo Dục Nghề Nghiệp - GDTX Huyện Cầu Ngang
5348,3778,Trường THPT ban cong ninh binh,Trường THPT Bán công Ninh Bình
5349,13702,dai hoc khoa hoc xa hoi va nhan,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
5350,3060,trung cap xay dung so 4,Trung cấp xây dựng số 4
5351,9280,Truong trung hoc co so phu tuc,Trường THCS̉ Phú Túc
5352,2184,tt dn gdtx le chan,TT DN-GDTX Lê Chân
5353,13936,Cao Dang An Moi,Trường Cao Đẳng Công nghệ và Môi Trường Hà Nội
5354,10048,Bac khoa han nồi,Trường Đại học Bách khoa Hà Nội
5355,6938,TRUNG CẤP NGHỀ KHU VỰC GÒ CÔNG Tiền Giang,Trường Trung Cấp Nghề Khu Vực Gò Công
5356,13906,DaNang Univerisy of Economics,Trường Đại học Kinh tế - Đại học Đà Nẵng
5357,8108,Trường THPTHongDuc,Trường THPT Hồng Đức
5358,1429,Hcmuc 10,ĐẠI HỌC VĂN HÓA TP.HCM
5359,5395,tt gdtx hn bac binh,TT GDTX-HN Bắc Bình
5360,10253,truong trung hoc pho thong xuan khanh,Trường THPT Xuân Khanh
5361,8218,trung học phổ thông lưu hoàng,Trường THPT Lưu Hoàng
5362,11937,Trường THPT Lục Ngạn 3,Trường THPT Lục Ngạn Số 3
5363,9615,Trường THPT BC Tam Nong,Trường THPT Tam Nông
5364,6821,Trường THPT Vạn Xuân,Trường THPT Vạn Xuân
5365,11208,trung hoc pho thong le trung kien,Trường THPT Lê Trung Kiên
5366,1686,Trường THPT kim anh,Trường THPT Kim Anh
5367,1291,truong trung cap y duoc mekong,Trung cấp Y Dược Mekong
5368,6610,tt gdtx h phung hiep,TT GDTX H. Phụng Hiệp
5369,5623,tt gdtx ktth hn can duoc,TTGDTX&KTTH-HN Cần Đước
5370,8022,Trường THPT Dân Tộc Nội Trú Cao Bằng,Trường THPT Dân Tộc Nội Trú Tỉnh Cao Bằng
5371,1875,Trường THCS-THPT viet uc ha noi truoc 12 2013,Trường THCS-THPT Việt Úc Hà Nội
5372,1658,Trường THPT yen vien,Trường THPT Yên Viên
5373,5132,Trường THPT le quy don lam ha,Trường THPT Lê Quý Đôn - Lâm Hà
5374,12247,Trường THPT VIET YEN 2,Trường THPT Việt Yên số 2
5375,852,truong dhspkt nam dinh,Đại học Sư phạm Kỹ thuật Nam Định
5376,414,Đại Học Giáo Dục - Đại học Quốc Gia Hà Nội,Đại Học Giáo Dục - Đại học Quốc Gia Hà Nội
5377,1625,Trường THPT wellspring mua xuan,Trường THPT Wellspring-Mùa Xuân
5378,1897,Trường THPT thu thiem,Trường THPT Thủ Thiêm
5379,8642,Truong cdsp uong bi,Trường Cao Đẳng Sư Phạm Quảng Ninh
5380,5745,Trường THPT long xuyen,Trường THPT Long Xuyên
5381,9923,Truong trung hoc Pho Thong Long Binh,Trường THPT Long Bình
5382,8320,Trung hoc pho thông phung hung,Trường THPT Phùng Hưng
5383,13181,truong Trường THPT hh2,Trường THPT Hiệp Hòa 2
5384,13589,Trung hoc pho thong Bac Luog Son,Trường THPT Lương Sơn
5385,6743,Trường THPT dậy nghề  huyện lập thạch,TT Dạy Nghề Lập Thạch
5386,13875,Trường THPT Nguyễn Cảnh Chân,Trường THPT Nguyễn Cảnh Chân
5387,11244,"Trung Hoc Gia Hoi, Hue",Trường THPT Gia Hội
5388,1608,Trường THPT phuong nam,Trường THPT Phương Nam
5389,6327,he thieu sinh quan truong quan su quan khu 9,Hệ thiếu sinh quân Trường Quân sự Quân khu 9
5390,14321,Cao Đẳng Y Dược Nam Định,Trường trung cấp Y tế Nam Định
5391,8135,Trường dạy nghề số 10 BQP,101 Tô Vĩnh Diện - Thi Bằng Lái Xe - Trường Trung Cấp Nghề Số 10
5392,5076,trung tam giao duc nghe nghiep huyen duc trong,TT Giáo dục nghề nghiệp huyện Đức Trọng
5393,688,Khoa Luật – Đại Học Quốc Gia Hà Nội,Khoa Luật – Đại Học Quốc Gia Hà Nội
5394,6815,Dai Hoc Su pham Da Nang,Đại Học Sư Phạm - ĐHĐN
5395,13550,Trường THPT nguyen thai binh,Trường THPT Nguyễn Thái Bình
5396,6737,Trường THPTTH Hồng Quang-Hải Dương,Trường THPT Hồng Quang
5397,10324,Trường THPT Gia Nghiã,Trường THPT Gia Nghĩa
5398,109, VCA,Học Viện Tòa Án
5399,14331,Nguyễn Du Hòa Bình,Trường THPT Nguyễn Du
5400,14345,Trường Văn Giang,Trường THPT Văn Giang
5401,11890,Phan Bôi Châu - Pleiku,Trường THPT Phan Bội Châu
5402,5111,trung tam ktth hn da huoai,TT KTTH-HN Đạ Huoai
5403,13246,Quoc Hoc High School,Trường THPT chuyên Quốc Học Huế
5404,11400,đang học Trường Cao Đẳng văn hóa nghệ thuật nghệ an,Trường Cao Đẳng Văn hóa Nghệ thuật Nghệ An
5405,10634,Truong trung hoc pho thong hong ngu,Trường THPT Hồng Ngự 1
5406,6853,Trường THPT Hồ Thị Kỉ,Trường THPT Hồ Thị Kỷ
5407,8778,Trường THPT Dân Lập Uông Bí,Trường THPT Dân Lập Uông Bí
5408,12776,VNU - University of Social Science and Humannities,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội 
5409,84, Posts and Telecommunications Institute of Technology ,Học Viện Công Nghệ Bưu Chính Viễn Thông
5410,4494,tt gdtx hn dn hiep duc,TT GDTX-HN-DN Hiệp Đức
5411,6270,Trường THPT ho thi nham,Trường THPT Hồ Thị Nhâm
5412,12697,PTTH Dương  Quang Đông.,Trường THPT Dương Quang Đông
5413,7148,Truog Trường THPT truc ninh b,Trường THPT Trực Ninh B
5414,7006,Dh su pham thaj nguyen,Đại học Sư phạm Thái Nguyên
5415,4059,Trường THPT nguyen du,Trường THPT Nguyễn Du
5416,7637,CD CONG NGHIEP THUC PHAM TP.HCM,Trường Đại học Công nghiệp Thực phẩm TP.HCM
5417,9547,Trường cấp 3 Quảng Oai,Trường THPT Quảng Oai
5418,5782,Trường THPT chu van an,Trường THPT Chu Văn An
5419,6871,Trường THPTTH Lê Hữu Trác 2,Trường THPT Lê Hữu Trác 2
5420,4787,truong Trường THPT le hoan,Trường THPT Lê Hoàn
5421,1700,cd nghe dien,CĐ nghề điện
5422,11726,Trường THPT Chuyên Lê Quý Đôn Vũng Tàu,Trường THPT chuyên Lê Quý Đôn
5423,12066,Daj hok cong ngjep thanh pho ho chj mjnh,Trường Đại học Công nghiệp TP.HCM
5424,11842,CD YTE PHU THO,Trường Cao Đẳng Y tế Phú Thọ
5425,11067,Marritime college number one,Trường Cao Đẳng Hàng Hải I 
5426,3971,Trường THPT yen dinh 3,Trường THPT Yên Định 3
5427,2745,tt gdnn gdtx huyen dong hy,TT GDNN-GDTX Huyện Đồng Hỷ
5428,12926,trung Trường THPT nam dan 2,Trường THPT Nam Đàn 2
5429,3795,gdnn gdtx nho quan,TT GDNN-GDTX Nho Quan
5430,3496,truong th Trường THCS-THPT doan thi diem ecopark,"Trường TH, Trường THCS, Trường THPT Đoàn thị Điểm - Ecopark"
5431,350,OU,Đại Học Mở TP.HCM
5432,4228,tt gdtx tuyen hoa,TT GDTX Tuyên Hóa
5433,3605,Trường THPT dan lap binh luc,Trường THPT Dân lập Bình Lục
5434,7778,Trường THPT  binh luc B,Trường THPT B Bình Lục
5435,5720,trung cap nghe thanh binh,Trung cấp nghề Thanh Bình
5436,13240,tung hoc Trường THPT chu van am,Trường THPT Chu Văn An 
5437,12356,dienchau5,Trường THPT Diễn Châu 5
5438,11676,truong trung hoc pho thong so 2 tuy phuoc,Trường THPT Số 2 Tuy Phước
5439,2416,Trường THPT phuc hoa tu 01 3 2020,Trường THPT Phục Hòa
5440,14247,Su Pham ls,Cao Đẳng Sư phạm Lạng Sơn
5441,11914,Luc Nam High School,Trường THPT Lục Nam
5442,14150,Trường THPT.Bac luog son,Trường THPT Bắc Lương Sơn
5443,12344,Trường THPT Bphu ly,Trường THPT Phủ Lý B
5444,14010,phổ thông bán công nam sách,Trường THPT Nam Sách 2
5445,14355,Tây Nguyên University,Trường Đại học Tây Nguyên
5446,14103,Truong Trường THPT ham nghj,Trường THPT Hàm Nghi
5447,1520,Trường THPT tran nhan tong,Trường THPT Trần Nhân Tông
5448,4381,TT GDTX phong dien,TT GDTX Phong Điền
5449,3718,trung cap nghe cho nguoi khuyet tat thai binh,Trung cấp nghề cho người khuyết tật Thái Bình
5450,5354,Trường THPT ngo gia tu,Trường THPT Ngô Gia Tự
5451,12040,truong cao dang ki thuat cao thang TpHCM,Trường Cao Đẳng Kỹ thuật Cao Thắng
5452,10475,Trường Đại Học Công nghiệp Hà Nội,Trường Đại học Công nghiệp Hà Nội
5453,1619,Trường THPT nguyen gia thieu,Trường THPT Nguyễn Gia Thiều
5454,408,Đại Học Phòng Cháy Chữa Cháy (phía Nam),Đại Học Phòng Cháy Chữa Cháy 
5455,11360,Trường CĐCĐ Bắc Kạn,Trường Cao Đẳng Nghề Dân Tộc Nội Trú Bắc Kạn
5456,13826,Trương ĐH SPKT Hưng Yên,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên
5457,11455,Los Osos High School (USA),Trường Trung học Los Osos 
5458,13455,Trung hoc pho thong Vinh Dinh Quang Tri,Trường THPT Vĩnh Định
5459,13503,Trường THCS dân lập Hồng Hà,Trường Hồng Hà - Nguyễn Khuyến
5460,13674,Trường THPT Thực Hành Sư Phạm,Trường THPT Thực Hành Sư Phạm
5461,11958,Trường THPT Nhơn Trạch,Trường THPT Nhơn Trạch
5462,5725,Trường THPT chu van an,Trường THPT Chu Văn An
5463,3446,Trường THPT nguyen sieu,Trường THPT Nguyễn Siêu
5464,6377,trung tam gdnn gdtx huyen nga nam,TT GDNN-GDTX huyện Ngã Năm
5465,8207,DH kinh te ky that binh duong,Trường Đại học Kinh tế - Kỹ Thuật Bình Dương
5466,1239,cdsp tw nha trang,Cao Đẳng Sư Phạm Trung Ương Nha Trang
5467,55, HUMG,Đại Học Mỏ Địa Chất
5468,5952,Trường THCS-THPT phu thanh,Trường THCS-THPT Phú Thạnh
5469,2411,Trường THPT cach linh truoc 01 3 2020,Trường THPT Cách Linh
5470,5369,Trường THPT trang bang tu 01 02 2020,Trường THPT Trảng Bàng
5471,8487,THOT Lê Quý Đôn thị xã Lai Châu,Trường THPT chuyên Lê Quý Đôn
5472,7122,Trường THPT Tân Trào,Trường THPT Tân Trào
5473,11320,Đại học Xây Dựng,Trường Đại Học Xây Dựng
5474,807,cdcd ha noi,Cao Đẳng Cộng đồng Hà Nội
5475,4933,Trường THPT cu m gar,Trường THPT Cư M'Gar
5476,7481,Trương PTTH kim Thanh,Trường THPT Kim Thành
5477,2314,gdtx yen minh,GDTX Yên Minh
5478,3724,Trường THPT phu duc,Trường THPT Phụ Dực
5479,3122,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
5480,7355,Trường THPT Sơn Mỹ - Quảng Ngãi,Trường THPT Sơn Mỹ
5481,3319,Trường THPT luong tai so 2,Trường THPT Lương Tài số 2
5482,12139,Truong DH TDTT Bac Ninh,Trường Đại học Thể dục Thể thao Bắc Ninh
5483,1779,Trường THPT hoai duc a,Trường THPT Hoài Đức A
5484,6509,truong pt dtnt Trường THPT huyen tuan giao,Trường THPT DTNT Trường THPT huyện Tuần Giáo
5485,9136,Trương Trường THPT NGŨ Hành Sơn,Trường THPT Ngũ Hành Sơn
5486,9340,Trường THPT gja vjen c,Trường THPT Gia Viễn C
5487,4579,trung tam gdnn gdtx huyen duc pho,TT GDNN-GDTX huyện Đức Phổ
5488,1536,Trường THPT phan huy chu dong da,Trường THPT Phan Huy Chú-Đống Đa
5489,4158,Trường THPT can loc,Trường THPT Can Lộc
5490,1556,Trường THPT chu van an,Trường THPT Chu Văn An
5491,4107,TT GDTX que phong,TT GDTX Quế Phong
5492,2777,tt gdnn gdtx tp yen bai,TT GDNN-GDTX TP Yên Bái
5493,8549,Trường THPT Cao Bá Quát- Quốc Oai,Trường THPT Cao Bá Quát
5494,2680,Trường THPT duong tu minh,Trường THPT Dương Tự Minh
5495,14522,Dai hok hang hai,Trường Đại học Hàng hải Việt Nam
5496,10787,Trung cap van hoa nghe thuat Tra Vinh,Trường Trung cấp Văn hóa Nghệ thuật Trà Vinh
5497,10148,Trường THPT Chiêm Hóa,Trường THPT Chiêm Hóa
5498,3740,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
5499,11059,Trường THPT Chuyên Long An,Trường THPT chuyên Long An
5500,1215,truong cao dang cong thuong tp hcmw,Cao Đẳng Công Thương TP.HCM
5501,7095,PTDT nội trú tỉnh Tuyên quang,Trường THPT Dân Tộc Nội Trú - Trường THPT Tỉnh Tuyên Quang
5502,5936,trung tam gdnn gdtx cho gao,TT GDNN-GDTX Chợ Gạo 
5503,13479,Trường THPT Cao Bá Quát Núi Thành Quảng Nam,Trường THPT Cao Bá Quát
5504,7305,Trường THPT Ngọc Tảo-Phúc Thọ,Trường THPT Ngọc Tảo
5505,3398,Trường THPT kim thanh,Trường THPT Kim Thành
5506,8289,ĐH Quốc Tế Hồng Bàng,Đại Học Quốc Tế Hồng Bàng
5507,7068,Dai hoc giao thong van tai TW1,Cao Đẳng Giao thông vận tải Trung ương I
5508,11634,Truog Trường THPT Cat Ba,Trường THPT Cát Bà
5509,2326,pt cap 2 3 phuong tien,Trường THPT Cấp 2-3 Phương Tiến
5510,8083,TPTH Nguyễn Văn Trỗi,Trường THPT Nguyễn Văn Trỗi
5511,7613,Truong Trường THPT Nguyen Hua Canh,Trường THPT Nguyễn Huệ
5512,10754,TT gdtx từ sơn,TT GDTX TX. Từ Sơn
5513,7945,Trường THPT Trường Chinh Kon Tum,Trường THPT Trường Chinh
5514,9241,Trường THPT YM A,Trường THPT Yên Mô A
5515,2454,trung tam gd nghe nghiep gd thuong xuyen huyen than uyen,TT GDNN-GDTX huyện Than Uyên
5516,13267,truong trung hoc pho thong le qui don TPTB,Trường THPT Lê Quý Đôn
5517,9974,Trường THPT Võ Thị Sáu-Đất Đỏ,Trường THPT Võ Thị Sáu
5518,13616,Trường THPT Tran Dang Ninh,Trường THPT Trần Đăng Ninh
5519,9285,Trường THPT ThanhSen,Trường THPT Thành Sen
5520,9670,Truong Trường THPT TRAN QUOC TUAN PHU THIEN,Trường THPT Trần Quốc Tuấn
5521,12623,Trường THPT Chuyen Vị Thanh,Trường THPT Chuyên Vị Thanh
5522,2842,phong gd dt huyen muong la,Phòng GD-ĐT huyện Mường La
5523,13613,Truong trung hoc pho thong binh mih,Trường THPT Bình Minh
5524,4573,truong Trường THPT nguyen cong tru,Trường THPT Nguyễn Công Trứ
5525,8190,Trường Cao Đẳng sư pham Sơn La,Trường Cao Đẳng Sơn La
5526,6642,tt gdnn gdtx thanh pho nga bay tu 01 02 2020,TT GDNN-GDTX thành phố Ngã Bảy
5527,10158,đại học cộng nghệ - đại học quốc gia hà nội,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội"
5528,692,Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội,Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội
5529,8391,Truong trung hoc phổ thông nguyễn quán nho,Trường THPT Nguyễn Quán Nho
