index,text,cleaned_text
18936,ĐH Y Dược Huế,ĐH Y Dược Huế
18937,Hue University of Medicine and Pharmacy,ĐH Y Dược Huế
18938,Đại Học Y Dược Huế,ĐH Y Dược Huế
18939,Đại Học Y Dược Huế - Hue University of Medicine and Pharmacy,ĐH Y Dược Huế
18940,đại học y huế,ĐH Y Dược Huế
18941,trường đại học y dược Huế,ĐH Y Dược Huế
18942,DH Y Duoc Hue,ĐH Y Dược Huế
18943,Trường Đại học Y Dược Thái Bình,ĐH Y Dược Thái Bình
18944,Trường Đại Học Y Dược Thái Bình,ĐH Y Dược Thái Bình
18945,Đại Học Y Thái Bình,ĐH Y Dược Thái Bình
18946,Hoc Tai Truong Dai Hoc Y.TB,ĐH Y Dược Thái Bình
18947,dai hoc y thai binh,ĐH Y Dược Thái Bình
18948,ĐH Y Dược Thái Nguyên,ĐH Y Dược Thái Nguyên
18949,Đại Học Y Dược Thái Nguyên,ĐH Y Dược Thái Nguyên
18950,Dai hoc Y duoc Thai Nguyen,ĐH Y Dược Thái Nguyên
18951,ĐH Y Dược TPHCM,ĐH Y Dược TP.HCM
18952,Đại học Y Dược Thành phố Hồ Chí Minh,ĐH Y Dược TP.HCM
18953,Đại học Y dược Thành phố Hồ Chí Minh,ĐH Y Dược TP.HCM
18954,Trường ĐHYD TP HCM,ĐH Y Dược TP.HCM
18955,Trường ĐH Y Dược Tp HCM,ĐH Y Dược TP.HCM
18956,Đại học Y Dược Tp.HCM,ĐH Y Dược TP.HCM
18957,Đại Học Y Dược Tp.HCM,ĐH Y Dược TP.HCM
18958,YS YHCT - Trường Đại Học Y Dược Thành Phố Hồ Chí Minh,ĐH Y Dược TP.HCM
18959,Đại học Y dược TP. HCM,ĐH Y Dược TP.HCM
18960,Đại học Y Dược TP. Hồ Chí Minh,ĐH Y Dược TP.HCM
18961,Dai Hoc Y TP.HCM,ĐH Y Dược TP.HCM
18962,"DH Y DUOC TP.HCM, UNIVERSITY OF MEDICINE AND PHARMACY AT HCMC",ĐH Y Dược TP.HCM
18963,Đại học Y khoa Sài Gòn,ĐH Y Dược TP.HCM
18964,Đại học Y Dược Thành phố Hồ Chí Minh,ĐH Y Dược TP.HCM
18965,Đại Học Y Dược TP Hồ Chí Minh,ĐH Y Dược TP.HCM
18966,DH Y Duoc TPHCM,ĐH Y Dược TP.HCM
18967,Truong Dai Hoc Y Duoc TPHCM,ĐH Y Dược TP.HCM
18968,"University of Medicine and Pharmacy, HCM city",ĐH Y Dược TP.HCM
18969,The University of Medicine and Pharmacy At Ho Chi Minh City,ĐH Y Dược TP.HCM
18970,DH Y Duoc TPHCM,ĐH Y Dược TP.HCM
18971,dai hoc y duoc thanh pho ho chi minh,ĐH Y Dược TP.HCM
18972,DH Y Duoc TP Ho Chi Minh,ĐH Y Dược TP.HCM
18973,DH Y Duoc TPHCM,ĐH Y Dược TP.HCM
18974,Trường Đại Học Y Dược TPHCM - Khoa Dược,ĐH Y Dược TP.HCM
18975,Khoa Y Dược ĐẠI HỌC QUỐC GIA HÀ NỘI,ĐH Y Dược - ĐH Quốc gia Hà Nội
18976,Đại học Y,ĐH Y Hà Nội
18977,Đại Học Y Hà Nội,ĐH Y Hà Nội
18978,Trường Đại học Y Hà nội,ĐH Y Hà Nội
18979,Trường Đại học Y Hà Nội,ĐH Y Hà Nội
18980,Đại Học Y Hà Nội,ĐH Y Hà Nội
18981,ĐH Y Hà Nội,ĐH Y Hà Nội
18982,Trường ĐH Y Hà Nội,ĐH Y Hà Nội
18983,truong dai hoc y Ha Noi,ĐH Y Hà Nội
18984,Dai hoc y ha noi,ĐH Y Hà Nội
18985,Daj hoc Y ha noj,ĐH Y Hà Nội
18986,ĐẠI HỌC Y HÀ NỘI (Hanoi Medical University),ĐH Y Hà Nội
18987,dai hoc y ha noi,ĐH Y Hà Nội
18988,ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,ĐH Y khoa Phạm Ngọc Thạch
18989,dh y khoa pham ngoc thach,ĐH Y khoa Phạm Ngọc Thạch
18990,Pham Ngoc Thach University of Medicine,ĐH Y khoa Phạm Ngọc Thạch
18991,Trường Đại học Y khoa Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
18992,ĐH Y Khoa Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
18993,Pham Ngoc Thach University of Medicine,ĐH Y khoa Phạm Ngọc Thạch
18994,Pham Ngoc Thach University of Medicine,ĐH Y khoa Phạm Ngọc Thạch
18995,DAI HOC Y KHOA PHAM NGOC THACH,ĐH Y khoa Phạm Ngọc Thạch
18996,Đại học Y khoa Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
18997,Trường Đại học Y khoa Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
18998,Đại học Y Dược Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
18999,Dai hoc Y Khoa Pham Ngoc Thach,ĐH Y khoa Phạm Ngọc Thạch
19000,dh y khoa pham ngoc thach,ĐH Y khoa Phạm Ngọc Thạch
19001,ĐHYK Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
19002,Đại học y khoa Tokyo,ĐH Y khoa Tokyo
19003,dh Y khoa Vinh,ĐH Y khoa Vinh
19004,Trường Đại học Y khoa Vinh,ĐH Y khoa Vinh
19005,Đại học Y Khoa Vinh,ĐH Y khoa Vinh
19006,Đại Học Y Khoa Vinh,ĐH Y khoa Vinh
19007,Y khoa vjnh,ĐH Y khoa Vinh
19008,Trường ĐẠI HỌC Y KHOA VINH - VINH Medical University,ĐH Y khoa Vinh
19009,DAI HOC Y KHOA VINH,ĐH Y khoa Vinh
19010,Dai hoc y khoa vinh -YKV,ĐH Y khoa Vinh
19011,Yale University,ĐH Yale
19012,Trường Đại học Yersin Đà Lạt,ĐH Yersin Đà Lạt
19013,DH Yersin Da Lat,ĐH Yersin Đà Lạt
19014,York University,ĐH York
19016,"Trường PTTH Trần Quốc Tuấn, huyện Phú Hòa, Phú Yên",THPT Trần Quốc Tuấn
19017,THPT TRẦN QUỐC TUẤN  PHÚ HÒA PHÚ YÊN,THPT Trần Quốc Tuấn
19018,Trường THPT Trần Quốc Tuấn-Phú Hòa-Phú Yên,THPT Trần Quốc Tuấn
19019,"THPT  Trần Quốc Tuấn, Phú Hòa, Phú Yên",THPT Trần Quốc Tuấn
19020,Thpt Trần Quốc Tuấn Phú Yên,THPT Trần Quốc Tuấn
19021,Trường THPT Trần Quốc Tuấn-Phú Hòa-Phú Yên,THPT Trần Quốc Tuấn
19022,THPT Trần Quốc Tuấn_ PHú Yên,THPT Trần Quốc Tuấn
19023,THPT TRẦN QUỐC TUẤN - PHÚ YÊN,THPT Trần Quốc Tuấn
19024,Trường THPT Trần Quốc Tuấn-Phú Hòa-Phú Yên,THPT Trần Quốc Tuấn
19025,truong thpt đuong doi,THPT Nguyễn Bỉnh Khiêm
19033,du bi dh dan toc tw nha trang,ĐH Dân Tộc Trung ương
19036,Khoa du lịch - Đại học Huế,Du Lịch ĐH Huế
19037,Khoa Du Lich - DH Hue,Du Lịch ĐH Huế
19038,Khoa DU LỊCH - Đại học Huế - HAT,Du Lịch ĐH Huế
19039,Dh hue_khoa Du Lich,Du Lịch ĐH Huế
19040,Khoa du lịch - Đại học Huế,Du Lịch ĐH Huế
19054,Hội học sinh trung tâm giáo dục thường xuyên Hai Bà Trưng,GDNN GDTX Quận Hai Bà Trưng
19055,Trung Tâm GDTX Kim Sơn,GDNN- GDTX Kim Sơn
19056,TT GDTX ĐÔ LƯƠNG,GDNN-GDTX Đô Lương
19057,Truong Trung Tam GDTX huyen do luong,GDNN-GDTX Đô Lương
19058,Trung Tâm Giáo dục Thường xuyên Đông Hưng,GDNN-GDTX Đông Hưng
19059,Gdtx Q1,GDNN-GDTX Quận 1
19060,GDTX Q10,GDNN-GDTX Quận 10
19061,Gdtx Q11,GDNN-GDTX Quận 11
19062,Trường Trung Tâm GDTX quận Gò Vấp,GDNN-GDTX Quận Gò Vấp
19063,TT GDTX - Quận Gò Vấp,GDNN-GDTX Quận Gò Vấp
19064,TTGDTX phú nhuận,GDNN-GDTX Quận Phú Nhuận
19065,GDTX Phú Nhuận,GDNN-GDTX Quận Phú Nhuận
19066,Trung Tam Giao Duc Thuong Xuyen Quan PHU NHUAN,GDNN-GDTX Quận Phú Nhuận
19067,GDTX Phú Nhuận,GDNN-GDTX Quận Phú Nhuận
19068,GDTX Phú Nhuận,GDNN-GDTX Quận Phú Nhuận
19069,TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN PHÚ NHUẬN,GDNN-GDTX Quận Phú Nhuận
19070,GDTX phu nhuan,GDNN-GDTX Quận Phú Nhuận
19071,Trường Trung Tâm Giáo Dục Thường Xuyên Sơn Tây,GDNN-GDTX Thị Xã Sơn Tây
19072,Trường Trung Tâm GDTX Triệu Sơn,GDNN-GDTX Triệu Sơn
19082,"Trung Tâm Giáo Dục Thường Xuyên,Quận Ômôn",GDTX - Kỹ Thuật Tổng Hợp Hướng Nghiệp Quận Ô Môn
19083,TTGDTX Chu Van An,GDTX Chu Văn An
19084,GDTX Chu Van An,GDTX Chu Văn An
19085,THPT Chu Văn An - Q.5 - TP.HCM,GDTX Chu Văn An
19086,TT GDTX Chu Văn An Q5 TP.HCM,GDTX Chu Văn An
19087,Chu Van An High School (Ho Chi Minh City),GDTX Chu Văn An
19088,Trường Trung Học Chu Văn An Sài Gòn,GDTX Chu Văn An
19089,THPT Chu Văn An - Q.5 - TP.HCM,GDTX Chu Văn An
19090,ttgdtx chu van an q10,GDTX Chu Văn An
19091,Ttgdtx Chu Văn An,GDTX Chu Văn An
19092,TTGDTX Dan Phuong,GDTX Đan Phượng
19093,TTGDTX Đông Mỹ,GDTX Đông Mỹ
19094,TTGDTX Tân Thành,GDTX Đông Mỹ
19095,ttgdtx Gia Định,GDTX Gia Định
19096,Trung Tâm GDTX Sơn Tịnh,GDTX Hướng Nghiệp Dạy Nghề Huyện Sơn Tịnh
19097,Trung Tâm Giáo Dục Thường Xuyên Châu Thành,GDTX Huyện Châu Thành
19098,trung tâm giáo dục thường xuyên Hoài Đức,GDTX Huyện Hoài Đức
19099,GDTX Hoc Mon,GDTX Huyện Hóc Môn
19100,Trường Trung Tâm Giáo Dục Thường Xuyên Huyện Hóc Môn,GDTX Huyện Hóc Môn
19101,TTGDTX Mo Cay Nam,GDTX Huyện Mỏ Cày Nam
19102,TTGDTX Huyện Phong Điền,GDTX Huyện Phong Điền
19103,Trung Tâm Giáo Dục Nghề Nghiệp - Giáo Dục Thường Xuyên Huyện Phú xuyên,GDTX Huyện Phú Xuyên
19104,Trung tâm giáo dục thường xuyên II Thái Thụy,GDTX 2 - Thái Thuỵ
19105,TTGDTX- Lập Thạch,GDTX Lập Thạch
19106,Ttgdtx Nam Sach,GDTX Nam Sách
19107,Trung tâm giáo dục thường xuyên ngoc lac,GDTX Ngọc Lặc
19108,Ttgdtx- Ninh Hòa,GDTX Ninh Hòa
19109,TTGDTX Q11,GDTX Quận 11
19110,Ttgdtx Q11,GDTX Quận 11
19111,Truong TTGDTX Quan 12,GDTX Quận 12
19112,ttgdtx q12,GDTX Quận 12
19113,TT GDTX Quận 12,GDTX Quận 12
19114,GDTX Q12,GDTX Quận 12
19115,"Trung Tâm Giáo Dục Thường Xuyên,Quận 12",GDTX Quận 12
19116,TTGDTX QUẬN 12,GDTX Quận 12
19117,TT GDTX q12,GDTX Quận 12
19118,TTGDTXq12,GDTX Quận 12
19119,trung tam giao duc thuong xuyen quan 12,GDTX Quận 12
19120,TT GDTX - Quận 12,GDTX Quận 12
19121,Trung Tâm GDTX Q12,GDTX Quận 12
19122,TT GDTX - Quận 2,GDTX Quận 2
19123,T.T Giáo Dục Thường Xuyên Q3,GDTX quận 3
19124,Trung Tam Giao Duc Thuong Xuyen Q3,GDTX quận 3
19125,TTGDTX Q3,GDTX quận 3
19126,TT GDTX Quận 3,GDTX quận 3
19127,TT GDTX quận 4,GDTX Quận 4
19128,TT GDTX - Quận 4,GDTX Quận 4
19129,TTGDTX Q4,GDTX Quận 4
19130,GDTX Q5,GDTX Quận 5
19131,TTGDTX Q5,GDTX Quận 5
19132,Trung tam GDTX Quan 5,GDTX Quận 5
19133,TT GDTX Quận 5,GDTX Quận 5
19134,TTGDTX Q7,GDTX Quận 7
19135,Ttgdtx Quận 7,GDTX Quận 7
19136,TTGDTX Q8,GDTX Quận 8
19137,TTGDTX Q8,GDTX Quận 8
19138,Gdtx Q9,GDTX Quận 9
19139,Gdtx Q9,GDTX Quận 9
19140,Trường Trung TGDTX Quận 9,GDTX Quận 9
19141,Trường Trung Tâm Giáo Dục Thường Xuyên quan 9,GDTX Quận 9
19142,GDTX Quận Bình Thạnh,GDTX Quận Bình Thạnh
19143,TTGDTXHN-Quận Cẩm Lệ,GDTX Quận Cẩm Lệ
19144,"TTGDTX Từ Liêm, Từ Liêm, Hà Nội",GDTX Quận Nam Từ Liêm
19145,Ttgdtx Tân Bình,GDTX Quận Tân Bình
19146,TT Giao Duc Thuong Xuyen Quan Tan Binh,GDTX Quận Tân Bình
19147,TTGDTX Tân Bình,GDTX Quận Tân Bình
19148,GDTX Tân Bình,GDTX Quận Tân Bình
19149,GDTX tân bình,GDTX Quận Tân Bình
19150,Trung Tâm Giáo Dục Thường Xuyên Quận Tân Bình,GDTX Quận Tân Bình
19151,Trung Tam Giao Duc Thuong Xuyen Tan Binh,GDTX Quận Tân Bình
19152,Trung Tâm GDTX Tân Bình,GDTX Quận Tân Bình
19153,Trường Trung Tâm GDTX quận Tân Phú,GDTX quận Tân Phú
19154,Ttgdtx Tan Phu,GDTX quận Tân Phú
19155,Trung Tâm Giáo dục Thường xuyên Quận Tân Phú,GDTX quận Tân Phú
19156,TT GDTX Tân phú,GDTX quận Tân Phú
19157,Ttgdtx_tan phu,GDTX quận Tân Phú
19158,Trung Tâm GDTX Tân Phú,GDTX quận Tân Phú
19159,TTGDTX Tan Thanh,GDTX quận Tân Phú
19160,Trường GDTX-tân phú,GDTX quận Tân Phú
19161,GDTX Quận Tân Phú,GDTX quận Tân Phú
19162,TT GDTX Tân Phú,GDTX quận Tân Phú
19163,TTGDTX Tân Phú,GDTX quận Tân Phú
19164,Ttgdtx Sơn Tây,GDTX Sơn Tây
19165,TTGDTX Tân Uyên,GDTX Tân Uyên
19166,Ttgdtx Hue,GDTX Thành Phố Huế
19167,Trường PTTH Trần Cao Vân,GDTX Thanh Trì
19168,TTGDTX An Giang,GDTX tỉnh An Giang
19169,Trường TTGDTX-Bạc Liêu,GDTX tỉnh Bạc Liêu
19170,Trung tâm giáo dục thường xuyên tỉnh bắc ninh,GDTX Tỉnh Bắc Ninh
19171,TTGDTX BINH DUONG,GDTX tỉnh Bình Dương
19172,Trung tâm giáo dục thường xuyên tỉnh đắklắk,GDTX tỉnh Đăk Lăk
19173,trung tam giao duc thường xuyên tỉnh nam định,GDTX Tỉnh Nam Định
19174,TTGDTX Thai Binh,GDTX Tỉnh Thái Bình
19175,TTGDTX Cam Ranh,GDTX và Hướng nghiệp Cam Ranh
19264,Học viện Ngân hàng - Phân viện Phú Yên,HV Ngân hàng - Phân viện Phú Yên
19265,Học viện Ngân hàng - Phân viện Phú Yên,HV Ngân hàng - Phân viện Phú Yên
19266,Học viện ngân hàng - Phân viện Phú Yên,HV Ngân hàng - Phân viện Phú Yên
19271,THPT Nguyen Khuyen,THPT Hồng Hà - Nguyễn Khuyến
19272,Trường THPT DL Hồng Hà,THPT Hồng Hà - Nguyễn Khuyến
19273,THPT Nguyen Khuyen,THPT Hồng Hà - Nguyễn Khuyến
19274,THPT Hồng Hà,THPT Hồng Hà - Nguyễn Khuyến
19275,Truong THPT Nguyễn Khuyến,THPT Hồng Hà - Nguyễn Khuyến
19276,thpt nguyen khuyen,THPT Hồng Hà - Nguyễn Khuyến
19277,Trường THCS - THPT Hồng Hà,THPT Hồng Hà - Nguyễn Khuyến
19278,Trường THCS và THPT Nguyễn Khuyến,THPT Hồng Hà - Nguyễn Khuyến
19279,Trường PTTH DL Nguyễn Khuyến,THPT Hồng Hà - Nguyễn Khuyến
19280,Trường THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An,THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An
19281,Thpt CỜ ĐỎ,THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An
19282,Trường THPT Cờ Đỏ,THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An
19283,Trường THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An,THPT Cờ Đỏ - Nghĩa Đàn - Nghệ An
19284,Trung Học Phổ Thông Đinh Chương Dương,THPT Đinh Chương Dương
19285,THPT Đinh Chương Dương,THPT Đinh Chương Dương
19286,Trường THPT Đinh Chương Dương,THPT Đinh Chương Dương
19287,THPT Ngô Quyền,THPT Ngô Quyền Đông Anh
19288,"THPT  BC Nguyễn Huệ, Cam Ranh, Khánh Hòa",THPT Nguyễn Huệ
19289,Trường THPT Nguyễn Huệ - Cam Lâm Khánh Hòa,THPT Nguyễn Huệ
19290,THPT Nguyễn Thức Tự,THPT Nguyễn Thức Tự
19291,"THPT  số 4 Bố trạch, Bố Trạch, Quảng Bình",THPT số 4 bố trạch
19292,THPT số 4 Quảng Trạch,THPT số 4 bố trạch
19293,THPT số 4 Quảng Trạch,THPT số 4 bố trạch
19297,Thư viện Đại học Tôn Đức Thắng,ĐH Tôn Đức Thắng
19303,Học viện Âm nhạc Huế,HV Âm nhạc Huế
19304,Học viện Âm nhạc Huế,HV Âm nhạc Huế
19305,Học viện Âm nhạc Huế,HV Âm nhạc Huế
19306,Học viện âm nhạc Huế,HV Âm nhạc Huế
19307,hoc vien am nhac hue,HV Âm nhạc Huế
19308,Trường Đại học Học Viện Âm Nhạc Huế,HV Âm nhạc Huế
19309,Học viện âm nhạc Huế,HV Âm nhạc Huế
19310,Hoc viện âm nhạc huế,HV Âm nhạc Huế
19311,Học viện âm nhạc quốc gia Hà Nội,HV Âm Nhạc Quốc Gia Việt Nam
19312,Đại Học Âm Nhạc Quốc Gia Việt Nam,HV Âm Nhạc Quốc Gia Việt Nam
19313,Đại học HỌC VIỆN ÂM NHẠC QUỐC GIA VIỆT NAM,HV Âm Nhạc Quốc Gia Việt Nam
19314,Học viện âm nhạc quốc gia Hà Nội,HV Âm Nhạc Quốc Gia Việt Nam
19315,Nhạc viện Hà Nội,HV Âm Nhạc Quốc Gia Việt Nam
19316,đại học công an nhân dân,HV An ninh Nhân Dân
19317,Trường Đại Học Công An Hà Nội,HV An ninh Nhân Dân
19318,Học Viện An ninh nhân dân T31,HV An ninh Nhân Dân
19319,Đại học An ninh Nhân dân,HV An ninh Nhân Dân
19320,"Học viện An ninh, Học viện cảnh sát, Đại học pccc",HV An ninh Nhân Dân
19321,Hoc vien an njnh,HV An ninh Nhân Dân
19322,Học Viện An Ninh Và Quốc Phòng,HV An ninh Nhân Dân
19323,Học vện an ninh,HV An ninh Nhân Dân
19324,Trường Trung Cấp ANND II,HV An ninh Nhân Dân
19325,Đại Học Báo Chí Tuyên Truyền,HV Báo chí và Tuyên truyền
19326,Học viện Báo chí và Tuyên truyền,HV Báo chí và Tuyên truyền
19327,Học viện Báo chí và Tuyên truyền,HV Báo chí và Tuyên truyền
19328,Hoc Vien Bao chi va Tuyen truyen Ha Noi,HV Báo chí và Tuyên truyền
19329,Học viện Báo chí và Tuyên truyền,HV Báo chí và Tuyên truyền
19330,Đại Học báo chí và tuyên truyền,HV Báo chí và Tuyên truyền
19331,Học viện Báo chí và Tuyên truyền - AJC,HV Báo chí và Tuyên truyền
19332,Trường Đại Học Báo Chí Và Tuyên Truyền,HV Báo chí và Tuyên truyền
19333,Đại học Báo Chí và tuyên truyền hà nội,HV Báo chí và Tuyên truyền
19334,Academy of Journalism and Communication (AJC),HV Báo chí và Tuyên truyền
19335,Hoc vien bao tri va tuyen truyen,HV Báo chí và Tuyên truyền
19336,Học viện Báo chí và Tuyên truyền - AJC,HV Báo chí và Tuyên truyền
19337,hoc vien bien phong,HV Biên Phòng
19338,Hoc Vien Bien Phong Son Tay Ha Noi,HV Biên Phòng
19339,HOC VIEN BIEN PHONG,HV Biên Phòng
19340,Học viện bóng đá HAGL-ARSENAL-JMJ,HV Bóng đá Hoàng Anh Gia Lai Arsenal JMG
19341,Học Viện Bóng Đá Hoàng Anh Gia Lai Arsenal JMG,HV Bóng đá Hoàng Anh Gia Lai Arsenal JMG
19342,Học viện Bóng đá NutiFood JMG,HV bóng đá NutiFood-JMG
19343,Học viện Cán bộ TP.HCM,HV Cán bộ TP.HCM
19344,Học Viện Cán Bộ Thành Phố Hồ Chí Minh,HV Cán bộ TP.HCM
19345,Học Viện Cán Bộ Thành Phố Hồ Chí Minh,HV Cán bộ TP.HCM
19346,HỌC VIỆN CÁN BỘ TP.HCM,HV Cán bộ TP.HCM
19347,HỌC VIỆN CÁN BỘ TP.HCM,HV Cán bộ TP.HCM
19348,Trường Tc Csnd III,HV Cảnh Sát Nhân Dân - T32
19349,Đại Học Cảnh Sát Nhân Dân,HV Cảnh Sát Nhân Dân - T32
19350,Trường Học viện Cảnh Sát Nhân Dân-T32,HV Cảnh Sát Nhân Dân - T32
19351,Đại Học Cảnh Sát Nhân Dân,HV Cảnh Sát Nhân Dân - T32
19352,Trường thpt thiếu sinh quân <=>HọcViện CSND,HV Cảnh Sát Nhân Dân - T32
19353,Dai hoc canh sat giao thong,HV Cảnh Sát Nhân Dân - T32
19354,Trường Học viện Cảnh Sát Nhân Dân-T32,HV Cảnh Sát Nhân Dân - T32
19355,Trung Hoc Canh Sat Nhan Dan II,HV Cảnh Sát Nhân Dân - T32
19356,Th.S Học Viện Chính Trị,HV Chính Trị
19357,Học Viện Chính Trị Quân Sự (HVCTQS),HV Chính Trị
19358,Học viện Chính trị - Hành chính Quốc gia Hồ Chí Minh,HV Chính trị Quốc gia Hồ Chí Minh
19359,Bkacad - Học Viện Công Nghệ Thông Tin Bách Khoa,HV CNTT Bách Khoa
19360,Học viện CNTT Microsoft tại ĐH Đà Nẵng,HV CNTT Microsoft tại ĐH Đà Nẵng
19361,Học viện CNTT NIIT Thăng Long,HV CNTT Quốc Tế NIIT Thăng Long
19362,Học Viện Công Nghệ Bưu Chính Viễn Thông,HV Công Nghệ Bưu Chính Viễn Thông
19363,Posts and Telecommunications Institute of Technology,HV Công nghệ Bưu chính viễn thông
19364,Học viện công nghệ bưu chính viễn thông - PTIT,HV Công Nghệ Bưu Chính Viễn Thông
19365,Posts and Telecommunications Institute of Technology,HV Công nghệ Bưu chính viễn thông
19366,Học viện Công nghệ Bưu Chính Viễn Thông - PTIT,HV Công Nghệ Bưu Chính Viễn Thông
19367,hoc vien cong nghe buu chinh vien thong,HV Công Nghệ Bưu Chính Viễn Thông
19368,Học viện Công nghệ Bưu chính Viễn thông,HV Công Nghệ Bưu Chính Viễn Thông
19369,Học Viện Công Nghệ Bưu Chính Viễn Thông,HV Công Nghệ Bưu Chính Viễn Thông
19370,Học viện Công nghệ Bưu chính Viễn thông,HV Công Nghệ Bưu Chính Viễn Thông
19371,Hv Công nghệ Bưu chính Viễn thông,HV Công Nghệ Bưu Chính Viễn Thông
19372,hoc vien buu chinh vien thong,HV Công Nghệ Bưu Chính Viễn Thông
19373,hv buu chinh vien thong,HV Công Nghệ Bưu Chính Viễn Thông
19374,Post and Telecommunication Institute of Technology,HV Công nghệ Bưu chính Viễn thông Cơ Sở Tại TP.HCM·
19375,Massachusetts Institude of Technology,HV Công nghệ Massachusetts
19376,Massachusetts Institute of Technology (MIT),HV Công nghệ Massachusetts
19377,Trường Đào Tạo Dạy Học Nghề Thẩm Mỹ Chuyên Nghiệp LaLi,HV ĐÀO TẠO THẨM MỸ QUỐC TẾ VIETBEAUTY ACADEMY
19378,HOC VIEN HAI QUAN,HV Hải Quân
19379,Học viện Hàng không Việt Nam - Vietnam Aviation Academy,HV Hàng không Việt Nam
19380,Hoc vien an hang o khong,HV Hàng không Việt Nam
19381,truong cao dang viet nam hoc vien hang khong an hang o khong,HV Hàng không Việt Nam
19382,hoc vien hang khong viet nam,HV Hàng không Việt Nam
19383,Học viện hàng không Việt Nam - Vietnam Aviation Academy,HV Hàng không Việt Nam
19384,Học viện Hàng không Việt Nam - Vietnam Aviation Academy,HV Hàng không Việt Nam
19385,Học viện Hành Chính Quốc GIa Hà Nội,HV Hành chính Quốc Gia
19386,Đại học Hành chánh Quốc Gia,HV Hành chính Quốc Gia
19387,đại học hành chính quốc gia,HV Hành chính Quốc Gia
