text,normed_text,lower_text,lower_normed_text
trung hoc pho thong huu thanh tra on vinh long,THPT Hựu Thành,trung hoc pho thong huu thanh tra on vinh long,thpt hựu thành
Trường THPT Chi Lăng A Lạng Sơn,THPT Chi Lăng,trường thpt chi lăng a lạng sơn,thpt chi lăng
truong cao dang nghe tinh ba ria vung tau,CĐ Kỹ Thuật Công Nghệ Bà Rịa Vũng Tàu,truong cao dang nghe tinh ba ria vung tau,cđ kỹ thuật công nghệ bà rịa vũng tàu
trung tam giao duc nghe nghiep huyen di linh,GDDN-GDTX Di Linh,trung tam giao duc nghe nghiep huyen di linh,gddn-gdtx di linh
thpt phú hưng,THPT Phú Hưng,thpt phú hưng,thpt phú hưng
Trường THPT dan lap can loc,THPT Dân lập Can Lộc,trường thpt dan lap can loc,thpt dân lập can lộc
THPT Trần Hưng Đạo - Mỹ Tho,THPT Trần Hưng Đạo,thpt trần hưng đạo - mỹ tho,thpt trần hưng đạo
THPT Phan Ngoc Hien,THPT Phan Ngọc Hiển,thpt phan ngoc hien,thpt phan ngọc hiển
truom trung hoc pho thong ha huy tap,THPT Hà Huy Tập,truom trung hoc pho thong ha huy tap,thpt hà huy tập
Trường Năng Khiếu Thể Dục Thể Thao Nguyễn Thị Định Quận 8,THPT Chuyên Năng Khiếu Thể dục Thể Thao Nguyễn Thị Định,trường năng khiếu thể dục thể thao nguyễn thị định quận 8,thpt chuyên năng khiếu thể dục thể thao nguyễn thị định
Cao đẳng Sư phạm Hà Tây,CĐ Sư Phạm Hà Tây,cao đẳng sư phạm hà tây,cđ sư phạm hà tây
Trường THPT ĐăkGlong,THPT Đăk Glong,trường thpt đăkglong,thpt đăk glong
Trường THPT An Lương Đông - Truồi,THPT An Lương Đông,trường thpt an lương đông - truồi,thpt an lương đông
"THPT Nguyễn Văn Cừ, KrongBuk, Daklak",THPT Nguyễn Văn Cừ,"thpt nguyễn văn cừ, krongbuk, daklak",thpt nguyễn văn cừ
Truong Dai Hoc Tay Bac,ĐH Tây Bắc,truong dai hoc tay bac,đh tây bắc
THCS - THPT Hiển Nhân,THCS-THPT Hiển Nhân,thcs - thpt hiển nhân,thcs-thpt hiển nhân
nang khieu the duc the thao,THPT Năng Khiếu Thể dục Thể Thao,nang khieu the duc the thao,thpt năng khiếu thể dục thể thao
TTGD Thường Xuyên Sóc Sơn,GDNN-GDTX Sóc Sơn,ttgd thường xuyên sóc sơn,gdnn-gdtx sóc sơn
cao dang cong nghiep thai nguyen,CĐ Công nghiệp Thái Nguyên,cao dang cong nghiep thai nguyen,cđ công nghiệp thái nguyên
THPT TQB,THCS-THPT Tạ Quang Bửu,thpt tqb,thcs-thpt tạ quang bửu
DHNN-DHQGHN,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội,dhnn-dhqghn,đh ngoại ngữ - đh quốc gia hà nội
Trung câp ytế nam đinh,TC Y tế Nam Định,trung câp ytế nam đinh,tc y tế nam định
THPT teloman,THPT Ten Lơ Man,thpt teloman,thpt ten lơ man
"Trường THPT  Bến Cầu, Bến Cầu, Tây Ninh",THPT Nguyễn Huệ,"trường thpt  bến cầu, bến cầu, tây ninh",thpt nguyễn huệ
Trường THPT kim thanh ii,THPT Kim Thành,trường thpt kim thanh ii,thpt kim thành
th Trường THCS-THPT duc tri tu 01 02 2020,THCS-THPT Đức Trí,th trường thcs-thpt duc tri tu 01 02 2020,thcs-thpt đức trí
trường trung học phổ thông mường lát,THPT Mường Lát,trường trung học phổ thông mường lát,thpt mường lát
tt gdtx tinh dong thap,GDNN-GDTX Đồng Tháp,tt gdtx tinh dong thap,gdnn-gdtx đồng tháp
Trường Phổ Thông DTNT Tỉnh Điện Biên,THPT DTNT Điện Biên,trường phổ thông dtnt tỉnh điện biên,thpt dtnt điện biên
Trường Thpt Phan Bội Châu Phú Yên,THPT Phan Bội Châu,trường thpt phan bội châu phú yên,thpt phan bội châu
tTHPT MY THoi,THPT Nguyễn Công Trứ,tthpt my thoi,thpt nguyễn công trứ
Trường THPT B Bình Lục,THPT Bình Lục,trường thpt b bình lục,thpt bình lục
"Trường cấp 2 - 3 Mỹ Phước , Mang Thít , Vĩnh Long",THCS-THPT Mỹ Phước,"trường cấp 2 - 3 mỹ phước , mang thít , vĩnh long",thcs-thpt mỹ phước
THPT Tư Thục Ấp Bắc,THPT tư thục Ấp Bắc,thpt tư thục ấp bắc,thpt tư thục ấp bắc
trường THPTkinh môn II,THPT Kinh Môn,trường thptkinh môn ii,thpt kinh môn
Trường THPT Đông Sơn 1,THPT Đông Sơn,trường thpt đông sơn 1,thpt đông sơn
Truong DH TDTT Da Nang,ĐH Thể dục Thể thao Đà Nẵng,truong dh tdtt da nang,đh thể dục thể thao đà nẵng
"Trường THPT Ngô Quyền, Sơn Trà, Đà Nẵng",THPT Ngô Quyền,"trường thpt ngô quyền, sơn trà, đà nẵng",thpt ngô quyền
Trường ĐH CNTT - ĐH QG HCM,ĐH Công nghệ Thông tin - ĐH Quốc gia TP.HCM,trường đh cntt - đh qg hcm,đh công nghệ thông tin - đh quốc gia tp.hcm
tropical semester can tho university,ĐH Cần Thơ,tropical semester can tho university,đh cần thơ
Truong Trung  hoc pho thong dinh thanh,THPT ĐỊNH THÀNH,truong trung  hoc pho thong dinh thanh,thpt định thành
truong dai hoc nha trang,ĐH Nha Trang,truong dai hoc nha trang,đh nha trang
Trường THPT nguyen du tu 2018,THPT Nguyễn Du,trường thpt nguyen du tu 2018,thpt nguyễn du
Trường THPT hjên đa,THPT Hiền Đa,trường thpt hjên đa,thpt hiền đa
THPT Lục Nam,THPT Lục Nam,thpt lục nam,thpt lục nam
Trường Đại Học Ngân Hàng Tp. Hồ chí Minh,ĐH Ngân Hàng TP.HCM,trường đại học ngân hàng tp. hồ chí minh,đh ngân hàng tp.hcm
Trường phổ thông số 1 Bắc Hà Lào Cai,THPT Bắc Hà,trường phổ thông số 1 bắc hà lào cai,thpt bắc hà
truc ninh B,THPT Trực Ninh,truc ninh b,thpt trực ninh
gdtx me linh,GDNN-GDTX Mê Linh,gdtx me linh,gdnn-gdtx mê linh
Trung học phổ thông Krông ANa,THPT Krông Ana,trung học phổ thông krông ana,thpt krông ana
THPT Lê Thị Hồng Gấm,THPT Lê Thị Hồng Gấm,thpt lê thị hồng gấm,thpt lê thị hồng gấm
Thpt Bình Minh,THPT Bình Minh,thpt bình minh,thpt bình minh
trường trung học phổ thông đông thái,THPT Đông Thái,trường trung học phổ thông đông thái,thpt đông thái
HCMC Open University,ĐH Mở TP.HCM,hcmc open university,đh mở tp.hcm
trường PTTH Tư Nghĩa 1,THPT Tư Nghĩa,trường ptth tư nghĩa 1,thpt tư nghĩa
THTP An Hải,THPT An Hải,thtp an hải,thpt an hải
Trường Cấp III huyện Tiểu Cần,THPT Tiểu Cần,trường cấp iii huyện tiểu cần,thpt tiểu cần
THPT DATEH,THPT Đạ Tẻh,thpt dateh,thpt đạ tẻh
Trường THPT cam lo,THPT Cam Lộ,trường thpt cam lo,thpt cam lộ
Trường THPT Võ Thị Sáu_TPHCM,THPT Võ Thị Sáu,trường thpt võ thị sáu_tphcm,thpt võ thị sáu
Trường THPT Số 1 Tư Nghĩa,THPT Tư Nghĩa,trường thpt số 1 tư nghĩa,thpt tư nghĩa
Trường THPT Trùng Khánh Cao Bằng,THPT Trùng Khánh,trường thpt trùng khánh cao bằng,thpt trùng khánh
cao dang nghe duong sat,CĐ Đường sắt,cao dang nghe duong sat,cđ đường sắt
Trường Bonal - Ngô Quyền,THPT Ngô Quyền,trường bonal - ngô quyền,thpt ngô quyền
Đại học thể dục thể thao Đà Nẵng,ĐH Thể dục Thể thao Đà Nẵng,đại học thể dục thể thao đà nẵng,đh thể dục thể thao đà nẵng
Trường Cao đẳng công nghiệp tuy hòa - Phú Yên,CĐ Công Thương Miền Trung,trường cao đẳng công nghiệp tuy hòa - phú yên,cđ công thương miền trung
phothongquangtrung,THPT Quang Trung,phothongquangtrung,thpt quang trung
Đại học Công nghiệp Thành phố Hồ Chí Minh - IUH,ĐH Công nghiệp TP.HCM,đại học công nghiệp thành phố hồ chí minh - iuh,đh công nghiệp tp.hcm
THPT THOI LONG-OMON-CAN THO,THPT Thới Long,thpt thoi long-omon-can tho,thpt thới long
Trường Cao đẳng nghề Thủy sản miền Bắc,CĐ Nghề Thủy Sản Miền Bắc,trường cao đẳng nghề thủy sản miền bắc,cđ nghề thủy sản miền bắc
THPT Chương Mỹ A,THPT Chương Mỹ,thpt chương mỹ a,thpt chương mỹ
THPT Bình THuận- Thuận Châu,THPT Bình Thuận,thpt bình thuận- thuận châu,thpt bình thuận
trung học phổ thông Lê Lợi,THPT Lê Lợi,trung học phổ thông lê lợi,thpt lê lợi
THPT Thái hòa,THPT Thái Hòa,thpt thái hòa,thpt thái hòa
Trường THPT Bản Ngà,THPT Bản Ngà,trường thpt bản ngà,thpt bản ngà
Trường THPT trung lap,THPT Trung Lập,trường thpt trung lap,thpt trung lập
THPT Le Quy don tp buon ma thuot,THPT Lê Quý Đôn,thpt le quy don tp buon ma thuot,thpt lê quý đôn
THPT Dang Thai Mail,THPT Đặng Thai Mai,thpt dang thai mail,thpt đặng thai mai
Hai Phong University,ĐH Hải Phòng,hai phong university,đh hải phòng
VNU-UT,ĐH Công Nghệ - ĐH Quốc Gia Hà Nội,vnu-ut,đh công nghệ - đh quốc gia hà nội
Trường THPT Tân Uyên,THPT Tân Uyên,trường thpt tân uyên,thpt tân uyên
THPT Trung Văn,THPT Trung Văn,thpt trung văn,thpt trung văn
THPT Kanh Lam,THPT Khánh Lâm,thpt kanh lam,thpt khánh lâm
Trường THPT Lộc Thành,THPT Lộc Thanh,trường thpt lộc thành,thpt lộc thanh
"THPT Thu Khoa Huan, Cho Gao, Tien Giang",THPT Thủ Khoa Huân,"thpt thu khoa huan, cho gao, tien giang",thpt thủ khoa huân
truong THPT ĐẶNG TRẦN CÔN,THPT Đặng Trần Côn,truong thpt đặng trần côn,thpt đặng trần côn
DH SP Nghe Thuat TW,ĐH Sư Phạm Nghệ Thuật Trung ương,dh sp nghe thuat tw,đh sư phạm nghệ thuật trung ương
PTDL Đông Đô,THPT Đông Đô,ptdl đông đô,thpt đông đô
thph huong hoa,THPT Hướng Hóa,thph huong hoa,thpt hướng hóa
Trường THPT Cao Bá Quát - daklak,THPT Cao Bá Quát,trường thpt cao bá quát - daklak,thpt cao bá quát
THPT Nguyễn Hữu Thọ,THPT Nguyễn Hữu Thọ,thpt nguyễn hữu thọ,thpt nguyễn hữu thọ
"Trường THPT Lê Quí Đôn, Bình Đại, Bến Tre",THPT Lê Quí Đôn,"trường thpt lê quí đôn, bình đại, bến tre",thpt lê quí đôn
"Ngô Quyền Quận 7, TPHCM",THPT Ngô Quyền,"ngô quyền quận 7, tphcm",thpt ngô quyền
Truong THPT Maj Thanh The,THPT Mai Thanh Thế,truong thpt maj thanh the,thpt mai thanh thế
Trường THPT nguyen trai -tp vinh- tinh nghe an,THPT Nguyễn Trãi,trường thpt nguyen trai -tp vinh- tinh nghe an,thpt nguyễn trãi
su pham ky thuat nam dinh,ĐH Sư phạm Kỹ thuật Nam Định,su pham ky thuat nam dinh,đh sư phạm kỹ thuật nam định
Trường THPT Thị xã Mường Lay,THPT Thị Xã Mường Lay,trường thpt thị xã mường lay,thpt thị xã mường lay
truong thpt kim son b,THPT Kim Sơn,truong thpt kim son b,thpt kim sơn
trung hoc pho thong hiep hoa so 3,THPT Hiệp Hòa,trung hoc pho thong hiep hoa so 3,thpt hiệp hòa
Trung Tâm GDTX Q1,GDNN-GDTX TP.HCM,trung tâm gdtx q1,gdnn-gdtx tp.hcm
Trường THPT Phan Văn Trị Phong Điền Cần Thơ,THPT Phan Văn Trị,trường thpt phan văn trị phong điền cần thơ,thpt phan văn trị
THPT Mộc Lỵ,THPT Mộc Lỵ,thpt mộc lỵ,thpt mộc lỵ
Trường THPT nghi xuan tu 25 5 2018,THPT Nghi Xuân,trường thpt nghi xuan tu 25 5 2018,thpt nghi xuân
Trung Cấp nghề Việt Úc Đà Nẵng,CĐ Nghề Việt Úc,trung cấp nghề việt úc đà nẵng,cđ nghề việt úc
Cao đẳng mầm non,CĐ Sư phạm Mầm non Trung Ương,cao đẳng mầm non,cđ sư phạm mầm non trung ương
THPT cộng hiền,THPT Cộng Hiền,thpt cộng hiền,thpt cộng hiền
Trung học phổ thông Cát Hải,THPT Cát Hải,trung học phổ thông cát hải,thpt cát hải
Trường THPT cach linh truoc 01 3 2020,THPT Cách Linh,trường thpt cach linh truoc 01 3 2020,thpt cách linh
tc nghe bao loc,TC Nghề Bảo Lộc,tc nghe bao loc,tc nghề bảo lộc
THCS - THPT Dương Văn An,THCS-THPT Dương Văn An,thcs - thpt dương văn an,thcs-thpt dương văn an
truong trung hoc pho thong lê lợi thành phố đông hà - quảng trị,THPT Lê Lợi,truong trung hoc pho thong lê lợi thành phố đông hà - quảng trị,thpt lê lợi
"THPT Tran phu, tan bien, tay ninh",THPT Trần Phú,"thpt tran phu, tan bien, tay ninh",thpt trần phú
KHXH Nhan Van,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội,khxh nhan van,đh khoa học xã hội và nhân văn - đh quốc gia hà nội
Trường Đại Học Nông Nghiệp,HV Nông nghiệp Việt Nam,trường đại học nông nghiệp,hv nông nghiệp việt nam
truong THPT luu huu phuoc,THPT Lưu Hữu Phước,truong thpt luu huu phuoc,thpt lưu hữu phước
truong trung cap nghe giao thong van tai dong thap,TC Nghề Giao thông vận tải Đồng Tháp,truong trung cap nghe giao thong van tai dong thap,tc nghề giao thông vận tải đồng tháp
CAO DANG VAN HOA NGHE THUAT TPHCM,CĐ Văn hóa Nghệ thuật TP.HCM,cao dang van hoa nghe thuat tphcm,cđ văn hóa nghệ thuật tp.hcm
DH Kte HCM,ĐH Kinh tế TP.HCM,dh kte hcm,đh kinh tế tp.hcm
THPT Yên Thành II,THPT Yên Thành,thpt yên thành ii,thpt yên thành
Thpt diễn châu 5-nghệ an.,THPT Diễn Châu,thpt diễn châu 5-nghệ an.,thpt diễn châu
truong trung hoc pho thong aluoi,THPT A Lưới,truong trung hoc pho thong aluoi,thpt a lưới
THPT I Nghĩa Hành,THPT Nghĩa Hành,thpt i nghĩa hành,thpt nghĩa hành
cao dang cong nghe thong tin da nang,ĐH Công nghệ Thông tin và Truyền thông Việt Hàn,cao dang cong nghe thong tin da nang,đh công nghệ thông tin và truyền thông việt hàn
truong PTTH Le Qui Don Tay Ninh,THPT Lê Quí Đôn,truong ptth le qui don tay ninh,thpt lê quí đôn
truong cao dang cong dong lai chau,CĐ Cộng đồng Lai Châu,truong cao dang cong dong lai chau,cđ cộng đồng lai châu
trung tam gdnn gdtx huyen giong rieng,GDNN-GDTX Giồng Riềng,trung tam gdnn gdtx huyen giong rieng,gdnn-gdtx giồng riềng
truong cao dang du lich hue,CĐ Du Lịch Huế,truong cao dang du lich hue,cđ du lịch huế
Trường THPT Hermann Gmeiner,THPT Hermann Gmeiner,trường thpt hermann gmeiner,thpt hermann gmeiner
Truong THPT YJUT,THPT Y Jút,truong thpt yjut,thpt y jút
THPT Tam Phú Quận Thủ Dức TP.HCM,THPT Tam Phú,thpt tam phú quận thủ dức tp.hcm,thpt tam phú
THPT DL DUY TÂN - PHÚ YÊN,THPT Duy Tân,thpt dl duy tân - phú yên,thpt duy tân
Truong cd nghe cdxd&nong lam trung bo,CĐ Xây dựng,truong cd nghe cdxd&nong lam trung bo,cđ xây dựng
Trường THPT thanh sen,THPT Thành Sen,trường thpt thanh sen,thpt thành sen
CĐ Ky Thuat Cao Thang,CĐ Kỹ thuật Cao Thắng,cđ ky thuat cao thang,cđ kỹ thuật cao thắng
Đại học Sân khấu Điện ảnh Thành phố Hồ Chí Minh,ĐH Sân khấu Điện ảnh TP.HCM,đại học sân khấu điện ảnh thành phố hồ chí minh,đh sân khấu điện ảnh tp.hcm
Trường THPT Ngô Quyền ĐN,THPT Ngô Quyền,trường thpt ngô quyền đn,thpt ngô quyền
THPT THỚI BÌNH,THPT Thới Bình,thpt thới bình,thpt thới bình
ĐHYK Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch,đhyk phạm ngọc thạch,đh y khoa phạm ngọc thạch
THPT Lê Thị Riêng,THPT Lê Thị Riêng,thpt lê thị riêng,thpt lê thị riêng
tt gdnn gdtx huyen yen binh,GDNN-GDTX Yên Bình,tt gdnn gdtx huyen yen binh,gdnn-gdtx yên bình
Trướng PTTH QUẾ VÕ 1,THPT Quế Võ,trướng ptth quế võ 1,thpt quế võ
 Thanh Do University ,ĐH Thành Đô, thanh do university ,đh thành đô
Curtin University,ĐH Curtin,curtin university,đh curtin
trung tam gdnn gdtx viet tri,GDNN-GDTX Việt Trì,trung tam gdnn gdtx viet tri,gdnn-gdtx việt trì
CĐ Nghề Đà Nẵng,CĐ Nghề Đà Nẵng,cđ nghề đà nẵng,cđ nghề đà nẵng
Cao Dang Nghe Quy Nhon,CĐ Kỹ Thuật Công Nghệ Quy Nhơn,cao dang nghe quy nhon,cđ kỹ thuật công nghệ quy nhơn
tt gdnn gdtx trang dinh,GDNN-GDTX Tràng Định,tt gdnn gdtx trang dinh,gdnn-gdtx tràng định
AJC,HV Báo chí và Tuyên truyền,ajc,hv báo chí và tuyên truyền
Trường THPT nghi loc 4,THPT Nghi Lộc,trường thpt nghi loc 4,thpt nghi lộc
Trường THPT dan lap Nguyen Trai,THPT Dân Lập Nguyễn Trãi,trường thpt dan lap nguyen trai,thpt dân lập nguyễn trãi
trường thptdiendoai,THPT Dân Lập Đoàn Thị Điểm,trường thptdiendoai,thpt dân lập đoàn thị điểm
Trường THPT loc thanh,THPT Lộc Thanh,trường thpt loc thanh,thpt lộc thanh
trung hoc pho thong phu bai,THPT Phú Bài,trung hoc pho thong phu bai,thpt phú bài
THPT Nguyễn Trãi An Dương Hải Phòng,THPT Nguyễn Trãi,thpt nguyễn trãi an dương hải phòng,thpt nguyễn trãi
ptth dong thanh,THPT Đông Thành,ptth dong thanh,thpt đông thành
trung tam gd nghe nghiep gd thuong xuyen huyen phong tho,GDNN-GDTX Phong Thổ,trung tam gd nghe nghiep gd thuong xuyen huyen phong tho,gdnn-gdtx phong thổ
THPT Nguyễn An Ninh,THPT Nguyễn An Ninh,thpt nguyễn an ninh,thpt nguyễn an ninh
Đại học cao đằng luật hà nội,CĐ Luật Hà Nội,đại học cao đằng luật hà nội,cđ luật hà nội
Truong thpt hoangdieu,THPT Hoàng Diệu,truong thpt hoangdieu,thpt hoàng diệu
Trường THPT Hoàng Hoa Thám,THPT Hoàng Hoa Thám,trường thpt hoàng hoa thám,thpt hoàng hoa thám
PTTH Lê Quí Đôn-Yen Bai,THPT Lê Qúy Đôn,ptth lê quí đôn-yen bai,thpt lê qúy đôn
Trường THPT Chuyên Lương Thế Vinh - Biên Hòa - Đồng Nai,THPT Chuyên Lương Thế Vinh,trường thpt chuyên lương thế vinh - biên hòa - đồng nai,thpt chuyên lương thế vinh
THPT Chuyên Bảo Lộc,THPT Chuyên Bảo Lộc,thpt chuyên bảo lộc,thpt chuyên bảo lộc
Trường THPT tay do tu 01 05 2019,THPT Tây Đô,trường thpt tay do tu 01 05 2019,thpt tây đô
da hoc truong Trường THPT long my,THPT Long Mỹ,da hoc truong trường thpt long my,thpt long mỹ
TRUNG CAP  duy tan,TC Duy Tân,trung cap  duy tan,tc duy tân
Trường THPT hoang thai hieu,THPT Hoàng Thái Hiếu,trường thpt hoang thai hieu,thpt hoàng thái hiếu
CĐ Công nghiệp Huế,CĐ Công nghiệp Huế,cđ công nghiệp huế,cđ công nghiệp huế
THPT Trưng Vương  - Quy Nhơn,THPT Trưng Vương,thpt trưng vương  - quy nhơn,thpt trưng vương
Trường Trung hoc cơ sở Châu Văn Liêm,THPT Châu Văn Liêm,trường trung hoc cơ sở châu văn liêm,thpt châu văn liêm
Trường VHNT Nam Định,CĐ Văn hóa Nghệ thuật và Du Lịch Nam Định,trường vhnt nam định,cđ văn hóa nghệ thuật và du lịch nam định
Truong THPT THANH HA,THPT Thanh Hà,truong thpt thanh ha,thpt thanh hà
Trường Đại học lao động xã hội Hà Nội,ĐH Lao động Xã hội,trường đại học lao động xã hội hà nội,đh lao động xã hội
Truong Trung Hoc Pho Thong Hai Ba Trung Hue,THPT Hai Bà Trưng,truong trung hoc pho thong hai ba trung hue,thpt hai bà trưng
trường cao đẳng nghề cơ điện xây dựng và nông lâm nam trung bộ,CĐ Nghề Cơ điện,trường cao đẳng nghề cơ điện xây dựng và nông lâm nam trung bộ,cđ nghề cơ điện
tc nghe ngoc phuoc,TC Nghề Ngọc Phước,tc nghe ngoc phuoc,tc nghề ngọc phước
Trường Đại Học Công Nghệ Giao Thông Vận Tải,ĐH Công nghệ Giao thông Vận tải,trường đại học công nghệ giao thông vận tải,đh công nghệ giao thông vận tải
