Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
7744,4791,tt gdnn gdtx duc co,TT GDNN-GDTX Đức Cơ,tt gdnn gdtx duc co,tt gdnn-gdtx đức cơ
7745,5553,Trường THPT huynh ngoc,Trường THPT Huỳnh Ngọc,trường thpt huynh ngoc,trường thpt huỳnh ngọc
7746,4282,Trường THPT so 5 quang trach,Trường THPT Số 5 Quảng Trạch,trường thpt so 5 quang trach,trường thpt số 5 quảng trạch
7747,4478,Trường THPT pham phu thu,Trường THPT Phạm Phú Thứ,trường thpt pham phu thu,trường thpt phạm phú thứ
7748,12578,Đại Học Kỹ Thuật Công Nghiệp 1,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,đại học kỹ thuật công nghiệp 1,trường đại học kinh tế kỹ thuật công nghiệp 
7749,5612,Trường THPT tan tru,Trường THPT Tân Trụ,trường thpt tan tru,trường thpt tân trụ
7750,6324,Trường THPT le loi,Trường THPT Lê Lợi,trường thpt le loi,trường thpt lê lợi
7751,5454,pho thong thuc hanh su pham,Trường THPT Thực hành Sư phạm,pho thong thuc hanh su pham,trường thpt thực hành sư phạm
7752,2471,ptdtnt Trường THCS-THPT huyen bao thang,PTDTNT Trường THCS-THPT huyện Bảo Thắng,ptdtnt trường thcs-thpt huyen bao thang,ptdtnt trường thcs-thpt huyện bảo thắng
7753,3523,quan nhan cong an tai ngu_23,"Quân nhân, Công an tại ngũ_23",quan nhan cong an tai ngu_23,"quân nhân, công an tại ngũ_23"
7754,750,Học Viện Khoa Học Quân Sự - Hệ Dân sự,Học Viện Khoa Học Quân Sự - Hệ Dân sự,học viện khoa học quân sự - hệ dân sự,học viện khoa học quân sự - hệ dân sự
7755,9880,Trường THPT Nam Lương Sơn,Trường THPT Nam Lương Sơn,trường thpt nam lương sơn,trường thpt nam lương sơn
7756,8584,trung hoc pho thong thi tran thoi binh,Trường THPT Thới Bình,trung hoc pho thong thi tran thoi binh,trường thpt thới bình
7757,14578,Dai hoc SP TDTT Ha noi,Trường Đại học Sư phạm Thể dục Thể thao Hà Nội,dai hoc sp tdtt ha noi,trường đại học sư phạm thể dục thể thao hà nội
7758,4110,Trường THPT dong hieu,Trường THPT Đông Hiếu,trường thpt dong hieu,trường thpt đông hiếu
7759,5870,Trường THPT long hai phuoc tinh,Trường THPT Long Hải - Phước Tỉnh,trường thpt long hai phuoc tinh,trường thpt long hải - phước tỉnh
7760,8738,Trường THPT Lý Tư Trọng - ĐăkLăk,Trường THPT Lý Tự Trọng,trường thpt lý tư trọng - đăklăk,trường thpt lý tự trọng
7761,6208,nang khieu the duc the thao,Năng khiếu Thể dục thể thao,nang khieu the duc the thao,năng khiếu thể dục thể thao
7762,13812,trung học phổ thông lưu văn liệt,Trường THPT Lưu Văn Liệt,trung học phổ thông lưu văn liệt,trường thpt lưu văn liệt
7763,13670,Cao dang cong nghiep viet duc-thai nguyen,Trường Cao đẳng Công nghiệp Việt Đức,cao dang cong nghiep viet duc-thai nguyen,trường cao đẳng công nghiệp việt đức
7764,4440,truong cd phuong dong quang nam,Trường CĐ Phương Đông Quảng Nam,truong cd phuong dong quang nam,trường cđ phương đông quảng nam
7765,3353,tt gdtx kinh mon truoc 28 4 2017,TT GDTX Kinh Môn,tt gdtx kinh mon truoc 28 4 2017,tt gdtx kinh môn
7766,4795,truong Trường THPT pleime,Trường THPT Pleime,truong trường thpt pleime,trường thpt pleime
7767,14354,cao đẳng nghề du lich đà lạt,Trường Cao Đẳng Du Lịch Đà Lạt,cao đẳng nghề du lich đà lạt,trường cao đẳng du lịch đà lạt
7768,262,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,đại học ngoại ngữ – đại học đà nẵng,đại học ngoại ngữ – đại học đà nẵng
7769,10261,Trường THPT Bùi Thị Xuân,Trường THPT Bùi Thị Xuân,trường thpt bùi thị xuân,trường thpt bùi thị xuân
7770,14548,Hanoi Architecture Univercity,Trường Đại học Kiến trúc Hà Nội,hanoi architecture univercity,trường đại học kiến trúc hà nội
7771,13736,Dai Hoc Su pham Da Nang,Trường Đaị Học Sư Phạm - ĐHĐN,dai hoc su pham da nang,trường đaị học sư phạm - đhđn
7772,5365,Trường THPT nguyen chi thanh tu 01 02 2020,Trường THPT Nguyễn Chí Thanh,trường thpt nguyen chi thanh tu 01 02 2020,trường thpt nguyễn chí thanh
7773,9436,Trường THPTth bắc bình,Trường THPT Bắc Bình,trường thptth bắc bình,trường thpt bắc bình
7774,5608,tt gdnn gdtx huyen chau thanh,TTGDNN-GDTX huyện Châu Thành,tt gdnn gdtx huyen chau thanh,ttgdnn-gdtx huyện châu thành
7775,10717,Truog Trường THPT tam nong,Trường THPT Tam Nông,truog trường thpt tam nong,trường thpt tam nông
7776,8242,Trung Hoc Pho Thong Ngo Quyen Da Nang,Trường THPT Ngô Quyền,trung hoc pho thong ngo quyen da nang,trường thpt ngô quyền
7777,10829,TT Anh Ngữ Quốc Tế Espeed,Trường Anh ngữ Quốc tế ESpeed - Chi nhánh Đống Đô,tt anh ngữ quốc tế espeed,trường anh ngữ quốc tế espeed - chi nhánh đống đô
7778,4508,Trường THPT cao ba quat tu 2018,Trường THPT Cao Bá Quát,trường thpt cao ba quat tu 2018,trường thpt cao bá quát
7779,6279,trung tam gdnn gdtx huyen cau ke,TT GDNN-GDTX huyện Cầu Kè,trung tam gdnn gdtx huyen cau ke,tt gdnn-gdtx huyện cầu kè
7780,7196,Daihocxaydung,Đại học Xây dựng,daihocxaydung,đại học xây dựng
7781,14166,trung hoc pho thong chu van an,Trường THPT Chu Văn An ,trung hoc pho thong chu van an,trường thpt chu văn an 
7782,2440,dtnt Trường THPT huyen sin ho,DTNT Trường THPT huyện Sìn Hồ,dtnt trường thpt huyen sin ho,dtnt trường thpt huyện sìn hồ
7783,2584,tt gdtx 1 tinh,TT GDTX 1 tỉnh,tt gdtx 1 tinh,tt gdtx 1 tỉnh
7784,8078,Trường THPT số 2  Văn Bàn,Trường THPT SỐ 2 VĂN BÀN,trường thpt số 2  văn bàn,trường thpt số 2 văn bàn
7785,3064,pt dtnt cap 2 3 vinh phuc xa ngoc thanh,PT DTNT cấp 2-3 Vĩnh Phúc,pt dtnt cap 2 3 vinh phuc xa ngoc thanh,pt dtnt cấp 2-3 vĩnh phúc
7786,9248,Trường Trường THPT Bắc Bình,Trường THPT Bắc Bình,trường trường thpt bắc bình,trường thpt bắc bình
7787,10507,Trường THPT quynn nhai,Trường THPT Quỳnh Nhai,trường thpt quynn nhai,trường thpt quỳnh nhai
7788,11053,Trường THPT Cho Moi- bac kan,Trường THPT Chợ Mới,trường thpt cho moi- bac kan,trường thpt chợ mới
7789,2414,Trường THPT dong da tu 01 3 2020,Trường THPT Đống Đa,trường thpt dong da tu 01 3 2020,trường thpt đống đa
7790,7969,truong Hermann Gmener,Trường THPT Hermann Gmeiner,truong hermann gmener,trường thpt hermann gmeiner
7791,9400,Trường THPT Nguyễn Việt Khái - Cà Mau,Trường THPT Nguyễn Việt Khái,trường thpt nguyễn việt khái - cà mau,trường thpt nguyễn việt khái
7792,4452,tt gdnn gdtx hoi an,TT GDNN-GDTX Hội An,tt gdnn gdtx hoi an,tt gdnn-gdtx hội an
7793,14205,DTNT Dak Ha,Trường THPT DTNT Đak Hà,dtnt dak ha,trường thpt dtnt đak hà
7794,1335,truong dai hoc cong nghep tp hcm,Đại học Công nghiệp TP.HCM,truong dai hoc cong nghep tp hcm,đại học công nghiệp tp.hcm
7795,1918,pho thong nang khieu dhqg tp hcm,Trường THPT Năng Khiếu ĐHQG TP.HCM,pho thong nang khieu dhqg tp hcm,trường thpt năng khiếu đhqg tp.hcm
7796,12355,DH Bach Khoa Ha Noi,Trường Đại học Bách khoa Hà Nội,dh bach khoa ha noi,trường đại học bách khoa hà nội
7797,4925,Trường THPT nguyen van cu,Trường THPT Nguyễn Văn Cừ,trường thpt nguyen van cu,trường thpt nguyễn văn cừ
7798,7621,Trường TPTH Lương Thúc Kỳ,Trường THPT Lương Thúc Kỳ,trường tpth lương thúc kỳ,trường thpt lương thúc kỳ
7799,4329,trung tam gdtx trieu phong,TT GDTX Triệu Phong,trung tam gdtx trieu phong,tt gdtx triệu phong
7800,12485,Trung Học Phổ Thông Đông Anh,Trường THPT Đông Anh,trung học phổ thông đông anh,trường thpt đông anh
7801,2253,Trường THPT cat hai,Trường THPT Cát Hải,trường thpt cat hai,trường thpt cát hải
7802,154, LCDF,Học Viện Thiết kế và Thời trang London, lcdf,học viện thiết kế và thời trang london
7803,3915,Trường THPT trieu son 6,Trường THPT Triệu Sơn 6,trường thpt trieu son 6,trường thpt triệu sơn 6
7804,6185,Trường THPT ban cong thanh phu,Trường THPT Bán công Thạnh Phú,trường thpt ban cong thanh phu,trường thpt bán công thạnh phú
7805,14594,Trường THPT My phuoc tay cai lay tien giang,Trường THPT Mỹ Phước Tây,trường thpt my phuoc tay cai lay tien giang,trường thpt mỹ phước tây
7806,7027,Dai hoc y duoc bac lieu,Cao Đẳng Y tế tỉnh Bạc Liêu,dai hoc y duoc bac lieu,cao đẳng y tế tỉnh bạc liêu
7807,9168,Trường THPT An Ninh-Sóc Trăng,Trường THPT An Ninh,trường thpt an ninh-sóc trăng,trường thpt an ninh
7808,9539,Truong Trung hoc Kinh te ky thuat Tuyen Quan,Trường Trung Học Kinh Tế Kỹ Thuật,truong trung hoc kinh te ky thuat tuyen quan,trường trung học kinh tế kỹ thuật
7809,6639,phong giao duc thi xa long my,Phòng Giáo dục thị xã Long Mỹ,phong giao duc thi xa long my,phòng giáo dục thị xã long mỹ
7810,14563,Trường Học Viện Ngân Hàng - Phân Viện Phú Yên,Học viện Ngân hàng - Phân viện Phú Yên,trường học viện ngân hàng - phân viện phú yên,học viện ngân hàng - phân viện phú yên
7811,6740,Trường THPT Phuoc Bjnh,Trường THPT Phước Bình,trường thpt phuoc bjnh,trường thpt phước bình
7812,11648,Đại Học Bách Khoa TPHCM,Trường Đại học Bách khoa Hà Nội,đại học bách khoa tphcm,trường đại học bách khoa hà nội
7813,13045,"Trường THPT Lắp Vò 1, tỉnh Đông Tháp",Trường THPT Lấp Vò 1,"trường thpt lắp vò 1, tỉnh đông tháp",trường thpt lấp vò 1
7814,4564,truong Trường THPT thu xa,Trường THPT Thu Xà,truong trường thpt thu xa,trường thpt thu xà
7815,2635,truong pt dtnt tinh bac kan,Trường THPT DTNT tỉnh Bắc Kạn,truong pt dtnt tinh bac kan,trường thpt dtnt tỉnh bắc kạn
7816,8433,ĐH QUẢNG NAM,Trường Đại học Quảng Nam,đh quảng nam,trường đại học quảng nam
7817,7229,Trường THPT Nguyễn Siêu,Trường THPT Nguyễn Siêu,trường thpt nguyễn siêu,trường thpt nguyễn siêu
7818,4142,Trường THPT cao thang,Trường THPT Cao Thắng,trường thpt cao thang,trường thpt cao thắng
7819,13789,University of Fire fighting and prevention,Trường Đại học Phòng Cháy Chữa Cháy 2 ,university of fire fighting and prevention,trường đại học phòng cháy chữa cháy 2 
7820,9238,Dai hoc Cong Nghe GTVT Ha Noi,Trường Đại học Công nghệ Giao thông Vận tải,dai hoc cong nghe gtvt ha noi,trường đại học công nghệ giao thông vận tải
7821,3638,tt gdtx h my loc,TT GDTX H. Mỹ Lộc,tt gdtx h my loc,tt gdtx h. mỹ lộc
7822,10404,PTTH Hai Hau A,Trường THPT A Hải Hậu,ptth hai hau a,trường thpt a hải hậu
7823,11957,"TTPT Yen Chau, Son la",Trường THPT Yên Châu,"ttpt yen chau, son la",trường thpt yên châu
7824,13401,Truog cao dang su pham hanam,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam,truog cao dang su pham hanam,trường đại học sư phạm hà nội - cơ sở hà nam
7825,4824,truong Trường THCS-THPT y don,Trường THCS-THPT Y Đôn,truong trường thcs-thpt y don,trường thcs-thpt y đôn
7826,9584,Trường THPT Yên Mô B - Ninh Bình,Trường THPT Yên Mô B,trường thpt yên mô b - ninh bình,trường thpt yên mô b
7827,12717,Trường ĐH Kinh Tế Kỹ Thuật Bình Dương,Trường Đại học Kinh tế - Kỹ Thuật Bình Dương,trường đh kinh tế kỹ thuật bình dương,trường đại học kinh tế - kỹ thuật bình dương
7828,3194,tt gdnn gdtx h luc ngan,TT GDNN-GDTX H.Lục Ngạn,tt gdnn gdtx h luc ngan,tt gdnn-gdtx h.lục ngạn
7829,3118,trung tam gdnn gdtx hai ha,TT GDNN-GDTX Hải Hà,trung tam gdnn gdtx hai ha,tt gdnn-gdtx hải hà
7830,4459,tt gdnn gdtx duy xuyen,TT GDNN-GDTX Duy Xuyên,tt gdnn gdtx duy xuyen,tt gdnn-gdtx duy xuyên
7831,4541,truong Trường THPT vo nguyen giap hoc xong lop 12 tu nam 2015 tro ve truoc,Trường THPT Võ Nguyên Giáp,truong trường thpt vo nguyen giap hoc xong lop 12 tu nam 2015 tro ve truoc,trường thpt võ nguyên giáp
7832,8133,CONG NGHE THONG TIN THANH PHO HO CHI MINH,Trường Đại học Công nghệ Thông tin ĐHQG TP.HCM,cong nghe thong tin thanh pho ho chi minh,trường đại học công nghệ thông tin đhqg tp.hcm
7833,12396,PTTH Chuyên Hà Tĩnh,Trường THPT Chuyên Hà Tĩnh,ptth chuyên hà tĩnh,trường thpt chuyên hà tĩnh
7834,12079,ptth krongbong,Trường THPT Krông Bông,ptth krongbong,trường thpt krông bông
7835,6477,TT GDTX nam can,TT GDTX Năm Căn,tt gdtx nam can,tt gdtx năm căn
7836,10113,Truog Trường THPT Thanh hòa,Trường THPT Thanh Hòa,truog trường thpt thanh hòa,trường thpt thanh hòa
7837,3773,gdtx ninh binh,GDTX Ninh Bình,gdtx ninh binh,gdtx ninh bình
7838,4643,phan hieu pt dtnt kon plong,Phân hiệu PT DTNT Kon Plong,phan hieu pt dtnt kon plong,phân hiệu pt dtnt kon plong
7839,1585,Trường THPT nhan chinh,Trường THPT Nhân Chính,trường thpt nhan chinh,trường thpt nhân chính
7840,9814,pho thong trung hoc Doan Hung,Trường THPT DTNT Đoan Hùng,pho thong trung hoc doan hung,trường thpt dtnt đoan hùng
7841,6955,Trường THPT KHÁNH HƯNG,Trường THPT - Khánh Hưng,trường thpt khánh hưng,trường thpt - khánh hưng
7842,7101,Viet Duc High School,Trường THPT Việt Đức,viet duc high school,trường thpt việt đức
7843,13947,"HaNoi Law University""10",Trường Đại học Luật Hà Nội,"hanoi law university""10",trường đại học luật hà nội
7844,11449,Trườg CDCN viet duc,Trường Cao đẳng Công nghiệp Việt Đức,trườg cdcn viet duc,trường cao đẳng công nghiệp việt đức
7845,9181,"Trường THPT Nguyễn Chí Thanh,tai thua thien hue",Trường THPT Nguyễn Chí Thanh,"trường thpt nguyễn chí thanh,tai thua thien hue",trường thpt nguyễn chí thanh
7846,2808,pt lien cap 2 3 tran yen ii,Trường THPT Liên cấp 2+3 Trấn Yên II,pt lien cap 2 3 tran yen ii,trường thpt liên cấp 2+3 trấn yên ii
7847,14123,TRUNG HOC PHO THONG QUE SON,Trường THPT Quế Sơn,trung hoc pho thong que son,trường thpt quế sơn
7848,8811,Trường T.H.P.T Hoàng văn thụ - Lục yên - Yên bái,Trường THPT Hoàng Văn Thụ,trường t.h.p.t hoàng văn thụ - lục yên - yên bái,trường thpt hoàng văn thụ
7849,11986,Trường THPT Lê Quảng Chí - Le Quang Chi High School,Trường THPT Lê Quảng Chí,trường thpt lê quảng chí - le quang chi high school,trường thpt lê quảng chí
7850,902,dhsp tdtt ha noi,Đại học Sư phạm Thể dục Thể thao Hà Nội,dhsp tdtt ha noi,đại học sư phạm thể dục thể thao hà nội
7851,10126,daj hoc lac hong,Trường đại Học Lạc Hồng ,daj hoc lac hong,trường đại học lạc hồng 
7852,7528,Trường THPT HH4,Trường THPT Hiệp Hòa 4,trường thpt hh4,trường thpt hiệp hòa 4
7853,5205,Trường THCS-THPT nguyen khuyen,Trường THCS-THPT Nguyễn Khuyến,trường thcs-thpt nguyen khuyen,trường thcs-thpt nguyễn khuyến
7854,8166,trung hoc pho thong phu quoi,Trường THPT phú quới,trung hoc pho thong phu quoi,trường thpt phú quới
7855,12887,Trường THPT Long Bình,Trường THPT Lạc Long Quân,trường thpt long bình,trường thpt lạc long quân
7856,1833,Trường THPT me linh,Trường THPT Mê Linh,trường thpt me linh,trường thpt mê linh
7857,11713,Trường Trung Cấp Du Lịch-Khách Sạn Sài Gòn Tourist,Trường Trung cấp Du lịch và Khách sạn Saigontourist,trường trung cấp du lịch-khách sạn sài gòn tourist,trường trung cấp du lịch và khách sạn saigontourist
7858,9668,pt kim bang c,Trường THPT C Kim Bảng,pt kim bang c,trường thpt c kim bảng
7859,7238,Trường THPT Cù Chính Lan,Trường THPT Cù Chính Lan,trường thpt cù chính lan,trường thpt cù chính lan
7860,8198,Truong Trường THPT Hoàng Su Phì - Hà Giang,Trường THPT huyện Hoàng Su Phì,truong trường thpt hoàng su phì - hà giang,trường thpt huyện hoàng su phì
7861,9127,Trung hoc Nguyen Trai Sai Gon,Trường THPT Nguyễn Trãi,trung hoc nguyen trai sai gon,trường thpt nguyễn trãi
7862,2558,Trường THPT minh quang,Trường THPT Minh Quang,trường thpt minh quang,trường thpt minh quang
7863,4347,trung tam gdtx dakrong,TT GDTX Đakrông,trung tam gdtx dakrong,tt gdtx đakrông
7864,5771,tt gdnn gdtx an phu,TT GDNN-GDTX An Phú,tt gdnn gdtx an phu,tt gdnn-gdtx an phú
7865,2708,ttgdnn gdtx huyen dong hy,TT GDNN-GDTX huyện Đồng Hỷ,ttgdnn gdtx huyen dong hy,tt gdnn-gdtx huyện đồng hỷ
7866,13584,Trường THPT LE CHAN,Trường THPT Lê Chân,trường thpt le chan,trường thpt lê chân
