text,normed_text,normed_text_2
THCS Lê Lợi - Hải Phòng,Trường Trung học Cơ sở Lê Lợi,Trung học Cơ sở Lê Lợi
"trường THPT phan chu trinh, sông cầu, phú yên",Trường Trung Học Phổ Thông Phan Chu Trinh,Trung Học Phổ Thông Phan Chu Trinh
truong thcs hai chanh,Trường THCS Hải Chánh,THCS Hải Chánh
THPTHàng Hải,Trường THPT Hàng Hải,THPT Hàng Hải
Trường THPT Long Châu Sa-Lâm Thao-Phú Thọ,Trường THPT Long Châu Sa,THPT Long Châu Sa
THPT Nguyễn Văn Trỗi Hà Tĩnh,Trường THPT Nguyễn Văn Trỗi,THPT Nguyễn Văn Trỗi
THPT TX phú thọ,Trường THPT Thị xã Phú Thọ,THPT Thị xã Phú Thọ
THPT Đồng Gia,Đồng Gia,Đồng Gia
Học Viện Kĩ Thuật Mật Mã,Học viện Kỹ thuật Mật mã,Học viện Kỹ thuật Mật mã
THPT Vinh Binh,Trường THPT Vĩnh Bình,THPT Vĩnh Bình
THPT Nguyễn Trung Ngạn,THPT Nguyễn Trung Ngạn,THPT Nguyễn Trung Ngạn
Trung học phổ thông Rạch Kiến,Trường THPT Rạch Kiến,THPT Rạch Kiến
THPT phu nhuan,Trường THPT Phú Nhuận,THPT Phú Nhuận
DH SPKT Hưng Yên,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương,Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương
THPT HAM NGHI,Trường THPT Hàm Nghi,THPT Hàm Nghi
THCS Phuc Dong,THCS Phúc Đồng,THCS Phúc Đồng
"THPT Phù Ninh, Phú Thọ",Trường THPT Phù Ninh,THPT Phù Ninh
Đại học Văn Hóa Nghệ Thuật và Du Lịch Sài Gòn,Trường Cao đẳng văn hóa nghệ thuật và du lịch Sài Gòn,Cao đẳng văn hóa nghệ thuật và du lịch Sài Gòn
Trường THPT Chu Văn An,Trường THPT Chu Văn An (Trường Bưởi),THPT Chu Văn An
Trường THCS Hoa Lư Q9,THCS Hoa Lư,THCS Hoa Lư
GDTX Quận Tân Phú,Trung tâm GDTX quận Tân Phú,GDTX quận Tân Phú
Hoc truong CD luong thuc-thuc pham Da Nang,Trường Cao đẳng Lương thực - Thực phẩm,Cao đẳng Lương thực - Thực phẩm
Trường THCS Điện Biên,Trường THCS Điện Biên,THCS Điện Biên
Thpt Hiep Duc,Trường THPT Hiệp Đức,THPT Hiệp Đức
THCS Ngô Tất Tố,Trường THCS Ngô Tất Tố,THCS Ngô Tất Tố
THPT Phù Ninh,Trường THPT Phù Ninh,THPT Phù Ninh
THPT Đồng Hới,Trường THPT Đồng Hới,THPT Đồng Hới
Trường Đại học Thăng Long,Trường Đại học Thăng Long,Đại học Thăng Long
THPT Ba Chẽ,Trường THPT Ba Chẽ,THPT Ba Chẽ
Trường Cao Đẳng Kinh Tế - Kỹ Thuật Quảng Nam,Trường Cao đẳng Quảng Nam,Cao đẳng Quảng Nam
trường THPT LÊ HỮU TRÁC,Trường THPT Lê Hữu Trác,THPT Lê Hữu Trác
Ho Chi Minh city University of Technology,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM
Truong THCS Nguyen Phu Huong,Trường THCS Nguyễn Phú Hường,THCS Nguyễn Phú Hường
THPT Nguyễn Đức Cảnh - TP Thái Bình,Trường Trung học phổ thông Nguyễn Đức Cảnh,Trung học phổ thông Nguyễn Đức Cảnh
THPT Thành Phố Cao Bằng,Trường THPT TP. Cao Bằng,THPT TP. Cao Bằng
truong thpt duc tho,Trường THPT Đức Thọ,THPT Đức Thọ
THCS Yên Phong,Trường THCS Yên Phong,THCS Yên Phong
TTGDTX- Lập Thạch,Trung tâm giáo dục thường xuyên Lập Thạch,giáo dục thường xuyên Lập Thạch
Trường THPT Hàm Nghi,Trường THPT Hàm Nghi,THPT Hàm Nghi
THPT Cù Huy Cận,Trường THPT Cù Huy Cận,THPT Cù Huy Cận
Trường THPT Cù Huy Cận,Trường THPT Cù Huy Cận,THPT Cù Huy Cận
PTTH Hung Vuong - Phu Tho,Trường THPT Hùng Vương,THPT Hùng Vương
PTKim dong,Trường THPT Kim Động,THPT Kim Động
thcs khanh vinh,Trường THCS Khánh Vĩnh,THCS Khánh Vĩnh
THCS Nguyễn Thái Bình - HCM,Trường THCS Nguyễn Thái Bình,THCS Nguyễn Thái Bình
THPT chuyên Lê Hồng Phong Nam Định,Trường THPT chuyên Lê Hồng Phong,THPT chuyên Lê Hồng Phong
THPT Liên Chiểu,Trường Trung học Phổ thông Liên Chiểu,Trung học Phổ thông Liên Chiểu
THPT Phạm Phú Thứ,Trường THPT Phạm Phú Thứ,THPT Phạm Phú Thứ
Trường THPT Nga Sơn,Trường THPT Nga Sơn,THPT Nga Sơn
Trường THPT Ỷ La,Trường THPT Ỷ La,THPT Ỷ La
THCS Thị Trấn Cẩm Xuyên,Trường THCS Thị Trấn Cẩm Xuyên,THCS Thị Trấn Cẩm Xuyên
Truong Thcs Vinh Loc B,Trường THCS Vĩnh Lộc B,THCS Vĩnh Lộc B
Phan Ngoc Hien - Can Tho,Trường THPT Phan Ngọc Hiển,THPT Phan Ngọc Hiển
"THPT Nguyễn Chí Thanh, Tây Ninh",Trường THPT Nguyễn Chí Thanh,THPT Nguyễn Chí Thanh
Đại học Công Nghiệp Thực Phẩm Tp.HCM (HUFI),Trường Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh,Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh
THCS Nghĩa Hòa - Tư Nghĩa - Quảng Ngãi,Trường THCS Nghĩa Hòa,THCS Nghĩa Hòa
Trường THPT Số 1 Tư Nghĩa,Trường THPT số 1 Tư Nghĩa,THPT số 1 Tư Nghĩa
THPT Lomonosov,Trường THCS và THPT M.V. Lômônôxốp,THCS và THPT M.V. Lômônôxốp
THPT Bắc Sơn - Lạng Sơn,Trường THPT Bắc Sơn,THPT Bắc Sơn
"THCS Tùng Thiện Vương, Q8, Tp HCM",Trường THCS Tùng Thiện Vương,THCS Tùng Thiện Vương
THCS Hưng Lộc school Thân iu,Trường THCS Hưng Lộc,THCS Hưng Lộc
Tra Vinh University,Trường Đại Học Trà Vinh,Đại Học Trà Vinh
Cao Bá Quát,Cao Bá Quát,Cao Bá Quát
"THPT  Cao Thắng, Hương Sơn , Hà Tĩnh",TRƯỜNG THPT CAO THẮNG,THPT CAO THẮNG
THPT Cao Thắng Hương Sơn Hà Tĩnh,TRƯỜNG THPT CAO THẮNG,THPT CAO THẮNG
THCS Nguyễn Trãi Đà Nẵng,Trường THCS Nguyễn Trãi,THCS Nguyễn Trãi
THPT LE QUY DON - CHUPRONG -GIA LAI,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
"Trường THPT Cao Lãnh 2, tỉnh Đồng Tháp",Trường THPT Cao Lãnh 2,THPT Cao Lãnh 2
Nguyễn Thị Minh Khai High School,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
"Trường THPT Hoàng Diệu, Điện Bàn, Quảng Nam",Trường Phổ Thông Trung Học Hoàng Diệu,Phổ Thông Trung Học Hoàng Diệu
Trường THPT Hàm nghi,Trường THPT Hàm Nghi,THPT Hàm Nghi
Trường Trung Cấp Đông Dương,Trường Trung Cấp Đông Dương,Trung Cấp Đông Dương
THCS Vinh Hiền,Trường THCS Vinh Hiền,THCS Vinh Hiền
CĐ Viễn Đông-Tp.HCM,Cao đẳng Viễn Đông,Cao đẳng Viễn Đông
Trung Học Phổ Thông Xuân Mai,Trường THPT Xuân Mai,THPT Xuân Mai
pt nguyen trung thien,Trường THPT Nguyễn Trung Thiên,THPT Nguyễn Trung Thiên
Hoang hoa 3,THPT Hoằng Hoá 3,THPT Hoằng Hoá 3
Bach Khoa TPHCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM
"THPT Ngô Quyền Quận 7, TP. Hồ Chí Minh",Trường THPT Ngô Quyền,THPT Ngô Quyền
Trường THPT Hương Vinh,Trường THPT Hương Vinh,THPT Hương Vinh
THCS Long Trường,Trường THCS Long Trường,THCS Long Trường
THPT Minh Hà,Trường THPT Minh Hà,THPT Minh Hà
Đại học kỹ thuật y tế Hải Dương (HMTU),Đại học Kỹ thuật Y tế Hải Dương,Đại học Kỹ thuật Y tế Hải Dương
THPT Huong Khe,TRƯỜNG THPT HƯƠNG KHÊ,THPT HƯƠNG KHÊ
"THCS Lê Quý Đôn, Quận 11, TP.HCM",Trường THCS Lê Quý Đôn,THCS Lê Quý Đôn
Trường THPT Phú Xuyên A,Trường THPT Phú Xuyên A,THPT Phú Xuyên A
Hoc vien bao tri va tuyen truyen,Học viện Báo chí & Tuyên truyền,Học viện Báo chí & Tuyên truyền
dai hoc phu yen,Trường Đại học Phú Yên,Đại học Phú Yên
"THPT  Nam Lương Sơn, Lương Sơn, Hòa Bình",Trường THPT Nam Lương Sơn,THPT Nam Lương Sơn
Trường Đại học sư phạm 1 Hà Nội,Trường Đại học Sư phạm Hà Nội,Đại học Sư phạm Hà Nội
THPT HA HUY TAP - Cam Xuyen - Ha Tinh,Trường THPT Hà Huy Tập,THPT Hà Huy Tập
"Kim Liên High School, HN",Trường THPT Kim Liên - Hà Nội,THPT Kim Liên - Hà Nội
Trường THPT Nguyễn Hữu Thọ Bến Lức Long An,Trường THPT Nguyễn Hữu Thọ,THPT Nguyễn Hữu Thọ
Trung Vuong (school),Trường THCS Trưng Vương,THCS Trưng Vương
Quoc Hoc High School,Trường THPT chuyên Quốc Học Huế,THPT chuyên Quốc Học Huế
Trường THPT Yên Định 2,Trường Thpt Yên Định 2,Thpt Yên Định 2
Trường THPT Nguyễn Du (Thanh Oai-Hà Nội),Trường THPT Nguyễn Du,THPT Nguyễn Du
PTTH nông cống 1,Trường THPT Nông Cống I,THPT Nông Cống I
"ĐH Hồng Đức, Thanh Hóa",Trường Đại Học Hồng Đức,Đại Học Hồng Đức
"Trường THPT Đỗ Công Tường, tpcl, tỉnh Đồng Tháp",Trường THPT Đỗ Công Tường,THPT Đỗ Công Tường
CĐ Trường Đại Hoc Bách Khoa Hà Nội,Trường Cao đẳng nghề Bách Khoa Hà Nội,Cao đẳng nghề Bách Khoa Hà Nội
truong THPT so 2 duc pho,Trường THPT Số 2 Đức Phổ,THPT Số 2 Đức Phổ
THCS Minh Thọ,Trường Thcs Minh Thọ,Thcs Minh Thọ
THPT Bắc Đuống,Trường THPT Bắc Đuống,THPT Bắc Đuống
Trường THPT Ba Chúc,Trường THPT Ba Chúc,THPT Ba Chúc
Thcs Đặng Văn Ngữ,Trường THCS Đặng Văn Ngữ,THCS Đặng Văn Ngữ
thpt thach thanh 2,Trường Thpt Thạch Thành II,Thpt Thạch Thành II
Đại Học Hồng Đức,Trường Đại Học Hồng Đức,Đại Học Hồng Đức
Phunhuan,Phú Nhuận,Phú Nhuận
truong trung hoc pho thong quoc thai,Trường THPT Quốc Thái,THPT Quốc Thái
THPT An Lão - Hải Phòng,Trường THPT An Lão,THPT An Lão
"THCS Trần phú,nông cống,thanh hoá",Trường THCS Trần Phú,THCS Trần Phú
THPT Thống Nhất,Trường THPT Thống Nhất,THPT Thống Nhất
Trường Cao đẳng Y tế Bình Định,Trường Cao Đẳng Y Tế Bình Định,Cao Đẳng Y Tế Bình Định
THPT Đồng Quan,Trường THPT Đồng Quan,THPT Đồng Quan
THPT Dl Văn Hiến,TRƯỜNG THPT VĂN HIẾN,THPT VĂN HIẾN
THPT Hương Khê,TRƯỜNG THPT HƯƠNG KHÊ,THPT HƯƠNG KHÊ
Trường CĐ Tài chính Hải quan,Đại học Tài chính - Marketing,Đại học Tài chính - Marketing
ĐH Ngân Hàng TPHCM,Trường Đại Học Ngân Hàng Tp Hồ Chí Minh (cơ sở Hoàng Diệu 2),Đại Học Ngân Hàng Tp Hồ Chí Minh
THPT Hùng Vương - Đức Linh - Bình Thuận,Trường THPT Hùng Vương,THPT Hùng Vương
THPT Hồng Bàng - Đồng Nai,Trường THPT Tư Thục HỒNG BÀNG,THPT Tư Thục HỒNG BÀNG
THPT Hoa Binh,Hệ thống trường Hòa Bình - La Trobe,Hệ thống trường Hòa Bình - La Trobe
Trường THPT Phan Bội Châu - Gia Lai,Trường THPT Phan Bội Châu,THPT Phan Bội Châu
TT GDTX Quận 5,Trung Tâm Giáo Dục Thường Xuyên Quận 5,Giáo Dục Thường Xuyên Quận 5
Cao Dang Y Te Binh Dinh,Trường Cao Đẳng Y Tế Bình Định,Cao Đẳng Y Tế Bình Định
Trường Đại Học Kinh Tế Đà Nẵng,Trường Đại học Kinh tế - Đại học Đà Nẵng,Đại học Kinh tế - Đại học Đà Nẵng
Thtp hoang hoa tham,Trường THPT Hoàng Hoa Thám,THPT Hoàng Hoa Thám
THCS Thông Tây Hội,Trường THCS Thông Tây Hội - Cơ Sở 1,THCS Thông Tây Hội - Cơ Sở 1
thpt cao thag,Trường THPT Cao Thắng,THPT Cao Thắng
Trường THPT Nguyễn Huệ Thành Phố Tuy Hòa Tỉnh Phú Yên,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Pharmacy,nhà thuốc,hà thuốc
"THPT  Nguyễn Huệ, Tuy Hòa, Phú Yên",Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Trường THPT Hương Sơn,Trường THPT Hương Sơn,THPT Hương Sơn
THPT Yên Định 1,TRƯỜNG THPT YÊN ĐỊNH 1,THPT YÊN ĐỊNH 1
Trường ĐHSP HUẾ,Trường Đại học Sư phạm Huế,Đại học Sư phạm Huế
Ly Tu Trong specialised high school,Trường THCS Lý Tự Trọng,THCS Lý Tự Trọng
THCS Mễ Trì,Trường THCS Mễ Trì,THCS Mễ Trì
Trường THCS Đồng kỵ,Trường THCS Đồng Kỵ,THCS Đồng Kỵ
THCS thị trấn Tam Bình,Trường THCS Thị Trấn Tam Bình,THCS Thị Trấn Tam Bình
Trường THPT Nguyễn Trung Trực Phù Mỹ Bình Định,Trường THPT Nguyễn Trung Trực,THPT Nguyễn Trung Trực
THPT hoa minh,Trường Thpt Hòa Minh,Thpt Hòa Minh
Trường Trung cấp Văn Hóa Nghệ Thuật - Bình Định,Trường Trung Cấp Văn Hóa Nghệ Thuật Bình Định,Trung Cấp Văn Hóa Nghệ Thuật Bình Định
ĐH Nông Lâm TP.HCM,Trường Đại học Nông Lâm Tp. Hồ Chí Minh,Đại học Nông Lâm Tp. Hồ Chí Minh
THPT Trần Phú - Đức Thọ - Hà Tĩnh,TRƯỜNG THPT TRẦN PHÚ,THPT TRẦN PHÚ
THPT An Biên- Kiên Giang,Trường THPT An Biên,THPT An Biên
nguyen trung thien,Trường THPT Nguyễn Trung Thiên,THPT Nguyễn Trung Thiên
Trường THPT Nông Cống 3,TRƯỜNG THPT NÔNG CỐNG 3,THPT NÔNG CỐNG 3
THPT Thiệu Hóa,Trường THPT Thiệu Hoá,THPT Thiệu Hoá
Truong thpt nguyen hue TX Tam Diep tinh Ninh Binh,"Trường Trung học phổ thông Nguyễn Huệ, Ninh Bình","Trung học phổ thông Nguyễn Huệ, Ninh Bình"
"THPT Yên Mô A, Ninh Bình",Trường THPT Yên Mô A,THPT Yên Mô A
Tthcs thuy phuong,Trường THCS Thụy Phương,THCS Thụy Phương
Trường THPT Tô Văn Ơn,Trường THPT Tô Văn Ơn,THPT Tô Văn Ơn
THPT TO VAN ON,THPT Tô Văn Ơn,THPT Tô Văn Ơn
PTTH Thanh Sơn,Trường THPT Thanh Sơn,THPT Thanh Sơn
dai hoc nong lam thai nguyen,Trường Đại học Nông Lâm,Đại học Nông Lâm
Trường THPT Nguyễn Sinh Cung,Trường THPT Nguyễn Sinh Cung,THPT Nguyễn Sinh Cung
THCS Kien Thiet,Trường Thcs Kiến Thiết,Thcs Kiến Thiết
THPT Nguyễn Thị Lợi,THPT Nguyễn Thị Lợi,THPT Nguyễn Thị Lợi
Trường PTTH dân lập trí đức,Trường THPT Trí Đức,THPT Trí Đức
Dai hoc y khoa vinh -YKV,Trường Đại học Y khoa Vinh,Đại học Y khoa Vinh
Trường THCS Ngô Quyền - Hải Phòng,TRƯỜNG THCS NGÔ QUYỀN,THCS NGÔ QUYỀN
"Trường Tiểu học, THCS và THPT Hồng Đức",Trường THPT Hồng Đức,THPT Hồng Đức
Pt trần văn kỷ,Trường THPT Trần Văn Kỷ,THPT Trần Văn Kỷ
ĐH Sư Phạm Huế,Trường Đại học Sư phạm Huế,Đại học Sư phạm Huế
ĐHSP Hue,Trường Đại học Sư phạm Huế,Đại học Sư phạm Huế
THCS Nguyễn Văn Linh,THCS Nguyễn Văn Linh,THCS Nguyễn Văn Linh
Trường THPT Nghèn,Trường THPT Nghèn,THPT Nghèn
Trường THPT Nghèn,Trường THPT Nghèn,THPT Nghèn
Trường THCS Sơn hà,Trường THCS Sơn Hà,THCS Sơn Hà
Truong THPT Ha Huy Tap,Trường THPT Hà Huy Tập,THPT Hà Huy Tập
Trường THPT Thanh Hà,Trường THPT Thanh Hà,THPT Thanh Hà
Trường THCS Lê Văn Thiêm,Trường THCS Lê Văn Thiêm,THCS Lê Văn Thiêm
Trường THCS Lê Văn Thiêm,Trường THCS Lê Văn Thiêm,THCS Lê Văn Thiêm
thcs lê văn thiêm,Trường THCS Lê Văn Thiêm,THCS Lê Văn Thiêm
Học viện Công nghệ Bưu chính Viễn thông,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
Trường THCS cửa Ông,Trường THCS Cửa Ông,THCS Cửa Ông
DH Y Duoc Hue,Trường Đại học Y Dược Huế,Đại học Y Dược Huế
"Nguyen Hue, Tuy Hoa, Phu Yen",Nguyễn Huệ,uyễn Huệ
dai hoc xay dung mien trung,"Trường Đại học Xây dựng Miền Trung, Cơ Sở B","Đại học Xây dựng Miền Trung, Cơ Sở B"
"Trường THPT Nguyễn Du, Nghi Xuân, Hà Tĩnh",Trường Trung học Phổ thông Nguyễn Du,Trung học Phổ thông Nguyễn Du
Trường Cao đẳng Lương thực - Thực phẩm,Trường Cao đẳng Lương thực - Thực phẩm,Cao đẳng Lương thực - Thực phẩm
"THPT Hồng Quang, Lục Yên, Yên Bái",Trường THPT Hồng Quang,THPT Hồng Quang
CU HUY CAN hightschool,Trường THPT Cù Huy Cận,THPT Cù Huy Cận
Trường THPT Quảng Ninh - Quảng Bình,Trường THPT Quảng Ninh - Quảng Bình,THPT Quảng Ninh - Quảng Bình
CĐ Y tế Hà Nội,Trường Cao đẳng Y tế Hà Nội,Cao đẳng Y tế Hà Nội
Truong THPT CAN LOC,Trường THPT Can Lộc,THPT Can Lộc
"Ho Chi Minh City, Vietnam",Hồ Chí Minh,Hồ Chí Minh
Trường Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh,Trường Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh,Đại học Công nghiệp Thực phẩm Thành phố Hồ Chí Minh
Đại Học Xây Dựng Hà Nội,Trường Đại Học Xây Dựng,Đại Học Xây Dựng
Đại Học Sư Phạm Hà Nội,Trường Đại học Sư phạm Hà Nội,Đại học Sư phạm Hà Nội
THPT Mai Thúc Loan,Trường THPT Mai Thúc Loan,THPT Mai Thúc Loan
cao dang kinh te ki thuat thuong mai,Trường Cao đẳng Kinh tế - Kỹ thuật Thương mại,Cao đẳng Kinh tế - Kỹ thuật Thương mại
"THCS, THPT Nguyễn Khuyến ĐN",Trường THCS-THPT Nguyễn Khuyến,THCS-THPT Nguyễn Khuyến
Cao đẳng sư phạm Yên Bái,Cao Đẳng Sư Phạm Yên Bái,Cao Đẳng Sư Phạm Yên Bái
dai hoc y ha noi,Trường Đại Học Y Hà Nội,Đại Học Y Hà Nội
THPT Phan Huy Chú - Thạch Thất - Hà Nội,Trường THPT Dân Lập Phan Huy Chú,THPT Dân Lập Phan Huy Chú
Trường thcs khánh hội,Trường THCS Khánh Hội,THCS Khánh Hội
THPT Tam Dao 2,Trường THPT Tam Đảo 2,THPT Tam Đảo 2
THPT Mông Dương,Trường THPT Mông Dương,THPT Mông Dương
Đại Học Quảng Nam,Trường Đại học Quảng Nam,Đại học Quảng Nam
Dai hoc tdtt tphcm,Trường Đại học Thể dục Thể thao TP.HCM,Đại học Thể dục Thể thao TP.HCM
Cao Đẳng Sư Phạm Huế,Trường cao đẳng Sư phạm Huế,cao đẳng Sư phạm Huế
THCS Thach Trung,Trường THCS Thạch Trung,THCS Thạch Trung
Học viện Tài chính,Học viện tài chính,Học viện tài chính
Trung học phổ thông Phúc Trạch,Trường THPT Phúc Trạch,THPT Phúc Trạch
Trường THPT Kỳ Lâm,TRƯỜNG THPT KỲ LÂM,THPT KỲ LÂM
THPT Chương Mỹ A - Hà Nội,Trường THPT Chương Mỹ A,THPT Chương Mỹ A
Học viện Báo chí và Tuyên truyền - AJC,Học viện Báo chí & Tuyên truyền,Học viện Báo chí & Tuyên truyền
"THPT Phan Chau Trinh,Danang,Vietnam",Trường THPT Phan Châu Trinh,THPT Phan Châu Trinh
Trường Trung học phổ thông Chu Văn An,Trường THPT Chu Văn An (Trường Bưởi),THPT Chu Văn An
Trung học cơ sở Ngô Sĩ Liên,Trường THCS Ngô Sĩ Liên,THCS Ngô Sĩ Liên
Học Viện Ngân Hàng,Học viện Ngân hàng,Học viện Ngân hàng
ThCS Le Quang Sung,Trường THCS Lê Quang Sung,THCS Lê Quang Sung
TTPT CHO DOn,Trường THPT Chợ Đồn,THPT Chợ Đồn
THPT Kim Sơn B,Trường THPT Kim Sơn B,THPT Kim Sơn B
Trường trung học phổ thông can lộc,Trường THPT Can Lộc,THPT Can Lộc
Truong THCS Vinh Thai,Trường THCS Vinh Thái,THCS Vinh Thái
Trường THPT Núi Thành,Trường THPT Núi Thành,THPT Núi Thành
THCS Tây Sơn,Trường THCS Tây Sơn,THCS Tây Sơn
Trung Học Cơ Sở Nguyễn Hồng Ánh,Trường THCS Nguyễn Hồng Ánh,THCS Nguyễn Hồng Ánh
THPT Chu Van An,Trường THPT Chu Văn An (Trường Bưởi),THPT Chu Văn An
Trường Trung Học Phổ Thông Minh Khai- Đức Thọ - Hà Tĩnh,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
Đại Học Hạ Long,Trường Đại học Hạ Long,Đại học Hạ Long
Trường Trung Tâm Giáo Dục Thường Xuyên Sơn Tây,Trung Tâm Giáo Dục Nghề Nghiệp - Giáo Dục Thường Xuyên Thị Xã Sơn Tây,Giáo Dục Nghề Nghiệp - Giáo Dục Thường Xuyên Thị Xã Sơn Tây
Hanoi National University of Education,Trường Đại học Sư phạm Hà Nội (Hanoi National University of Education),Đại học Sư phạm Hà Nội
